"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini href","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-lazy-loaded src","a-size-base 6"
"https://www.amazon.com/gp/profile/amzn1.account.AGUPPEOGNL5DUJACRHRDHEULPJKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Barbara","https://www.amazon.com/gp/customer-reviews/RCL4FA9FACZDO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","Ferret treat","Reviewed in the United States on September 6, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Great ferret treats","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIurg5QbT9bVcsg6va635NZ3zrdRpd863w4kaNcw2LWLAAAAAGXT5LUAAAAB%26reviewId%3DRCL4FA9FACZDO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIurg5QbT9bVcsg6va635NZ3zrdRpd863w4kaNcw2LWLAAAAAGXT5LUAAAAB&reviewId=RCL4FA9FACZDO","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG3RLWYNDHU7TZ4A45G6AXNZDGYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Laurine Schimmers","https://www.amazon.com/gp/customer-reviews/R2DCX7JSPCGGZF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","A Great buy for me!!","Reviewed in the United States on August 6, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Our ferrets love these treats.  Have already ordered and received more.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH%252Fr01K1b9pj%252FpoP7%252BGxjDe4jH8ko2YP2apGJ7rv0zg1AAAAAGXT5LUAAAAB%26reviewId%3DR2DCX7JSPCGGZF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH%2Fr01K1b9pj%2FpoP7%2BGxjDe4jH8ko2YP2apGJ7rv0zg1AAAAAGXT5LUAAAAB&reviewId=R2DCX7JSPCGGZF","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG5RWLC2BLTMXG4BGRYZXQFX32PA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Alexander Starr","https://www.amazon.com/gp/customer-reviews/RKMC17KZAX8X3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","3.0 out of 5 stars","They changed them!","Reviewed in the United States on April 10, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My ferrets are so picky and this was the ONE treat I had found that they would eat! My last review was 5 stars but now they won’t touch them. They changed how they make them and it’s very obvious. The texture is different, they’re way darker in color, and now they won’t eat them anymore!!! Really disappointed","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKF31VDpnUp6ts4o05vxsfBXc2EnEAllf0fzQoQKZHfrAAAAAGXT5LUAAAAB%26reviewId%3DRKMC17KZAX8X3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKF31VDpnUp6ts4o05vxsfBXc2EnEAllf0fzQoQKZHfrAAAAAGXT5LUAAAAB&reviewId=RKMC17KZAX8X3","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AHJVHX72NZ75H5VKNOEVJCADN3WQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Isabella","https://www.amazon.com/gp/customer-reviews/RJHTC6DJHZFX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","Love","Reviewed in the United States on June 26, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I was fostering two 6 month old ferrets at the time I bought this. They both loved them and it was a great potty training tool","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCC9u%252BChDSmHMb7EnFAb13tDL3wTHzjFTkxPVKhiURhMAAAAAGXT5LUAAAAB%26reviewId%3DRJHTC6DJHZFX3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCC9u%2BChDSmHMb7EnFAb13tDL3wTHzjFTkxPVKhiURhMAAAAAGXT5LUAAAAB&reviewId=RJHTC6DJHZFX3","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AHZNVGNYNPNTX6XZF2F4L4PZGR3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/8c78efe4-dc98-4909-8296-6701ac99aa01._CR84,0,332,332_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/8c78efe4-dc98-4909-8296-6701ac99aa01._CR84,0,332,332_SX48_.jpg""/>","Chip0105","https://www.amazon.com/gp/customer-reviews/R1W0E6RWBSWL41/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","Our Ferrets Beg for These!!!","Reviewed in the United States on December 15, 2022","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Both of our ferrets really enjoy eating these treats. They actually run around trying to get to a point where they can be seen and are VERY eager to get these treats. We find it very funny to watch them position themselves to see if they will be getting their treats. I would highly recommend these to others who have ferrets. A+","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGjCvQKGwWru%252FDhnARpj3k9s%252BHeqhrWPVOnB68l5yzp%252BAAAAAGXT5LUAAAAB%26reviewId%3DR1W0E6RWBSWL41&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGjCvQKGwWru%2FDhnARpj3k9s%2BHeqhrWPVOnB68l5yzp%2BAAAAAGXT5LUAAAAB&reviewId=R1W0E6RWBSWL41","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AH2NYFGE577I7Q4GIT76TVW46FAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Stefanie Dunn","https://www.amazon.com/gp/customer-reviews/R32UZ2OP5ZBX9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","2.0 out of 5 stars","Bad food","Reviewed in the United States on December 3, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Smells bad and I have 4 ferrits that just turned their noise up","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhP9NBgdzCAZd5HRlQBKYxGEi9x2wED4gFxr9BrYtv1yEAAAAAGXT5LUAAAAB%26reviewId%3DR32UZ2OP5ZBX9E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP9NBgdzCAZd5HRlQBKYxGEi9x2wED4gFxr9BrYtv1yEAAAAAGXT5LUAAAAB&reviewId=R32UZ2OP5ZBX9E","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGOK5EHHWXCSNGO2OPJZUI64VE7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Flyguy130","https://www.amazon.com/gp/customer-reviews/R9JW6IGQTTRXI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","1.0 out of 5 stars","Lately these have been garbage - mostly dust, treats not usual consistency","Reviewed in the United States on December 12, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I saw warnings in other reviews but sadly disregarded them and bought two packages. These used to be soft, waxy, fatty treats. Now there mostly dust and crumble with the slightest pressure. One of my ferrets won't eat them and shows no interest (but usually loves these) and I don't really feel comfortable feeding them to either because they look expired or poorly formulated. I don't know what happened. These are available with the usual consistency through Petco. Additionally, Amazon/seller won't accept return or replacement of this item in particular. (Though it says we still have about a month left for returns per Amazons policy, this seller doesn't allow returns/refunds.)","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBBVNdovMfVPpr4UG2lQzt68kg7IVJTXfw4hWwlhPUfeAAAAAGXT5LUAAAAB%26reviewId%3DR9JW6IGQTTRXI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBBVNdovMfVPpr4UG2lQzt68kg7IVJTXfw4hWwlhPUfeAAAAAGXT5LUAAAAB&reviewId=R9JW6IGQTTRXI","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEUTM2DLKYYBXPLWNHQRMRXSKNKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","S Berryhill","https://www.amazon.com/gp/customer-reviews/R1T5NEWHUYHMLE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","4.0 out of 5 stars","Unsure","Reviewed in the United States on February 12, 2022","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My ferret eats only a raw diet but I wanted to get him a treat. HE didn't eat it but I'm sure it was because it wasn't raw. The smell was appealing and the bits were soft and moist. Why do we treat ourselves and our animals with food HUMMM... so he got a new toy!!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHItWh5NyJz2eibW6OEexNiHZGR1yWdtr3ScAgrqoH5XAAAAAGXT5LUAAAAB%26reviewId%3DR1T5NEWHUYHMLE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHItWh5NyJz2eibW6OEexNiHZGR1yWdtr3ScAgrqoH5XAAAAAGXT5LUAAAAB&reviewId=R1T5NEWHUYHMLE","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AGZIHLM6FLJN3KRK5YLMUOWTNKZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1a5611ff-6f6f-4165-8ad8-3bd9b9b473ac._CR0,0,1500,1500_SX48_.jpg""/>","Doris","https://www.amazon.com/gp/customer-reviews/R2OMK6TEN5P92T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","👍","Reviewed in the United States on June 25, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","👍","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIwy8aHYXjYRNpJ70vXtu5I8wPhnG0rlEzn2xzhEWUXsAAAAAGXT5LUAAAAB%26reviewId%3DR2OMK6TEN5P92T&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIwy8aHYXjYRNpJ70vXtu5I8wPhnG0rlEzn2xzhEWUXsAAAAAGXT5LUAAAAB&reviewId=R2OMK6TEN5P92T","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEBT2RIZMLYNGR3LWSF55VG7U3XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","FGC","https://www.amazon.com/gp/customer-reviews/R1QIWBFPURNTHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","1.0 out of 5 stars","Bacon Flavor in Chicken Packages","Reviewed in the United States on October 29, 2022","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I have purchased these many times as my ferret loves their chicken flavor treats. Oddly though, the last time I purchased 2 bags of the chicken flavor ones they looked darker, almost black. My ferret would not eat them. I already purchased the bacon flavor for him awhile ago and he would not eat those either. In the provided picture, the first bag (left) are the chicken ones I am referring to that I just bought and he won't eat. The bag in the middle is my last ""good"" ones I bought and the last time they shipped the ones he loved. Note that these are way lighter in color than the ones on the left. The bag on the right are the bacon ones he won't eat. So, in conclusion, the chicken bag ones on the left look exactly like the bacon ones in the bag on the right. I think they may have put the bacon flavor ones in the chicken bags by mistake. Now I am afraid to order more as I can't be sure they will be correctly packaged and Amazon will not accept returns for them. If you know ferrets, they can be very fussy regarding food and treats so I hope someone that can do something to fix this problem will see this review!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAy09j7ynU8uEuVOxKqiWmddcsUxki9iP5UK7aMFywcwAAAAAGXT5LUAAAAB%26reviewId%3DR1QIWBFPURNTHE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Bacon Flavor in Chicken Packages","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAy09j7ynU8uEuVOxKqiWmddcsUxki9iP5UK7aMFywcwAAAAAGXT5LUAAAAB&reviewId=R1QIWBFPURNTHE","I have purchased these many times as my ferret loves their chicken flavor treats. Oddly though, the last time I purchased 2 bags of the chicken flavor ones they looked darker, almost black. My ferret would not eat them. I already purchased the bacon flavor for him awhile ago and he would not eat those either. In the provided picture, the first bag (left) are the chicken ones I am referring to that I just bought and he won't eat. The bag in the middle is my last ""good"" ones I bought and the last time they shipped the ones he loved. Note that these are way lighter in color than the ones on the left. The bag on the right are the bacon ones he won't eat. So, in conclusion, the chicken bag ones on the left look exactly like the bacon ones in the bag on the right. I think they may have put the bacon flavor ones in the chicken bags by mistake. Now I am afraid to order more as I can't be sure they will be correctly packaged and Amazon will not accept returns for them. If you know ferrets, they can be very fussy regarding food and treats so I hope someone that can do something to fix this problem will see this review!","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","5 people found this helpful"
"https://www.amazon.com/gp/profile/amzn1.account.AGYDPYVRY5EOJGFQXCHSKFKC4ETQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Connie l.","https://www.amazon.com/gp/customer-reviews/R3LMN6ZHSOSAKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","5.0 out of 5 stars","Quality.","Reviewed in the United States on April 19, 2023","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My ferret  lives these.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBZ3DrHFFh1iH40z4RYB%252FZV4Jgm4yShl7ql9V3pkMxbPAAAAAGXT5LcAAAAB%26reviewId%3DR3LMN6ZHSOSAKF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBZ3DrHFFh1iH40z4RYB%2FZV4Jgm4yShl7ql9V3pkMxbPAAAAAGXT5LcAAAAB&reviewId=R3LMN6ZHSOSAKF","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFFP4GHDVCTIUZCZ3BISGV4GWMNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/209b36d6-160b-4bec-9158-572b54247c67._CR162,0,1724,1724_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/209b36d6-160b-4bec-9158-572b54247c67._CR162,0,1724,1724_SX48_.jpg""/>","Ree Yepez","https://www.amazon.com/gp/customer-reviews/R3LBY8C3NC7INA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B014KLSBDW","4.0 out of 5 stars","Cats love it ferret dont","Reviewed in the United States on July 6, 2022","https://www.amazon.com/N-Bone-Ferret-Treats-Chicken-Flavor/product-reviews/B014KLSBDW/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Ferret doesn't like them at all so i gave it to my cat she loves them","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Ferret-Treats-Chicken-Flavor%2Fproduct-reviews%2FB014KLSBDW%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEiycTWsVeVAMkxNRt7r0P%252F%252Bx8ughkBn9WoufZ4c%252Fc07AAAAAGXT5LcAAAAB%26reviewId%3DR3LBY8C3NC7INA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEiycTWsVeVAMkxNRt7r0P%2F%2Bx8ughkBn9WoufZ4c%2Fc07AAAAAGXT5LcAAAAB&reviewId=R3LBY8C3NC7INA","Showing  comments","",""
