"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AFW2MEFLJT5KQUSFY2HJ2B3ZNXUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Linda L. Lewis","https://www.amazon.com/gp/customer-reviews/R2KX4KZCMLXDBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Worth the cost","Reviewed in the United States on August 3, 2023","She loves the taste so that makes them worth them.Definitely will purchase them again.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOKwhZ0gKX5t8qpWkUYlznYYWfPKBlEZdcEXcRGOeeK4AAAAAGXT5ZYAAAAB%26reviewId%3DR2KX4KZCMLXDBB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","9 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOKwhZ0gKX5t8qpWkUYlznYYWfPKBlEZdcEXcRGOeeK4AAAAAGXT5ZYAAAAB&reviewId=R2KX4KZCMLXDBB","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGSP4ZAW6URSKFZLDV5P2IIQR4BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","JENNIFER NEFF","https://www.amazon.com/gp/customer-reviews/R1PEZ1M29GNC7Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Cat (and dog) love them!","Reviewed in the United States on November 26, 2023","My cat’s favorite treat! Dog loves them too! Crunchy, small morsels. Kind of expensive for the quantity.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhENVK3%252BjlTx8yNnAq2JDJk6GjiQsDbCiA3bZiwQlxuBrAAAAAGXT5ZYAAAAB%26reviewId%3DR1PEZ1M29GNC7Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hENVK3%2BjlTx8yNnAq2JDJk6GjiQsDbCiA3bZiwQlxuBrAAAAAGXT5ZYAAAAB&reviewId=R1PEZ1M29GNC7Y","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEP52Q26U5B36QHYZ5AS6HATQFQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","AnneV","https://www.amazon.com/gp/customer-reviews/R3OWOZ5ALXPTMO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Will eliminate bacteria for kitty UTI","Reviewed in the United States on July 30, 2022","My cat was peeing all over and howling.  Naturally she was trying to tell me she was sick.  She had blood in her urine and I bought these same day and fed her like a prescription 8-9 treats 3 times a day.  By day 3, I would have taken her to the vet, but she started drinking more water(I put 1 large coffee mug of water on each of my night stands) as she likes to hang out in my bed.  I would suggest more water bowls where they are, as she wouldn’t walk to the kitchen for her water fountain! Baby was sick. Like humans we don’t get out of bed sick.  These are absolutely a game changer and my pet insurance many pets pays for these as a holistic treat option.  I now give her these daily for maintenance to help bacteria in the urine along with Iams uti food or a UTI food. Like a regular antibiotic they take time to full heal.  Per medical medium- cranberry is a natural antibiotic for streptococcus bacteria which causes UTI.All the best with your fur baby-Ms. Nika’s mommy","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhESIXSOEflClNpKV34vhlTvKzo77Q86oje0nkW1W7X%252FSAAAAAGXT5ZYAAAAB%26reviewId%3DR3OWOZ5ALXPTMO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Will eliminate bacteria for kitty UTI","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hESIXSOEflClNpKV34vhlTvKzo77Q86oje0nkW1W7X%2FSAAAAAGXT5ZYAAAAB&reviewId=R3OWOZ5ALXPTMO","My cat was peeing all over and howling.  Naturally she was trying to tell me she was sick.  She had blood in her urine and I bought these same day and fed her like a prescription 8-9 treats 3 times a day.  By day 3, I would have taken her to the vet, but she started drinking more water(I put 1 large coffee mug of water on each of my night stands) as she likes to hang out in my bed.  I would suggest more water bowls where they are, as she wouldn’t walk to the kitchen for her water fountain! Baby was sick. Like humans we don’t get out of bed sick.  These are absolutely a game changer and my pet insurance many pets pays for these as a holistic treat option.  I now give her these daily for maintenance to help bacteria in the urine along with Iams uti food or a UTI food. Like a regular antibiotic they take time to full heal.  Per medical medium- cranberry is a natural antibiotic for streptococcus bacteria which causes UTI.All the best with your fur baby-Ms. Nika’s mommy","13 people found this helpful","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGCZ73T24TF7SG5P4YZKTDNSGYEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon user","https://www.amazon.com/gp/customer-reviews/R21W4HJRNOOH5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Healthy cat treat","Reviewed in the United States on July 9, 2023","Our cat will eat them 😆Not her favorite, but hopefully the reward is helpful with added health benefits.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFNFqRnYtKxguiE0AMmycUPluLt5gx%252BUEY8CIU5YBrdBAAAAAGXT5ZYAAAAB%26reviewId%3DR21W4HJRNOOH5L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","5 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFNFqRnYtKxguiE0AMmycUPluLt5gx%2BUEY8CIU5YBrdBAAAAAGXT5ZYAAAAB&reviewId=R21W4HJRNOOH5L","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFQ634E7QT2MQSRN3VXUDBCBNWBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","d","https://www.amazon.com/gp/customer-reviews/R2TKU6X3KYXYBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","cat approves","Reviewed in the United States on December 1, 2023","my cat loves these !","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIfM9zYfyMyeWgimwRGmMROh9GVBgAF%252F0lgSBgbiLeRiAAAAAGXT5ZYAAAAB%26reviewId%3DR2TKU6X3KYXYBX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIfM9zYfyMyeWgimwRGmMROh9GVBgAF%2F0lgSBgbiLeRiAAAAAGXT5ZYAAAAB&reviewId=R2TKU6X3KYXYBX","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AF7M3WN2TY26MJFRJBTZWABTXOXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","lizzielou","https://www.amazon.com/gp/customer-reviews/R1CZHLP638JUEN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Must have been delicious","Reviewed in the United States on October 7, 2023","I had given a few of these treats to the cats for the first time and they must have loved them. When I returned from work the next day, the cats had destroyed the bag and all the treats were gone.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKQo5f%252FGMLik%252FOtlpVCdEn7MHa8xmkoEHKyvW2YDHGfNAAAAAGXT5ZYAAAAB%26reviewId%3DR1CZHLP638JUEN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","5 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKQo5f%2FGMLik%2FOtlpVCdEn7MHa8xmkoEHKyvW2YDHGfNAAAAAGXT5ZYAAAAB&reviewId=R1CZHLP638JUEN","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEEUUXMTWYLCJRFG43CCOOBR3M5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","C. Tsiokos","https://www.amazon.com/gp/customer-reviews/RRIHC3UXE1NGB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","2.0 out of 5 stars","Iffy for urinary tract and product integrity","Reviewed in the United States on March 12, 2023","I tried these treats in hope of replacing Hill's Prescription Diet Metabolic Adult Cat Treats, which can be very difficult to find. My cat's on a strict urinary tract health diet and I supplement his regular food with treats throughout the day.He didn't go for these at first, which was an early bad sign as he usually gobbles up treats. Ingredients say these have chicken as the primary ingredient, which he loves. So it's curious why he wouldn't take to them. After a couple more tries, he started eating them, but didn’t seem too enthusiastic.Another issue: I ordered 3 bags to take advantage of a 3-for-the-price-of-2 checkout coupon. I got 3 bags, but only 2 contained the full 2.5 ounces of treats. The 3rd bag is about a third full, despite being in the same packaging as the other two. It clearly doesn't contain the listed 2.5 ounces. It's not that big a deal, considering I paid for 2 and got a little more than 2 bags' worth, but still, it makes me question if the company's not playing fast and loose in other ways.And, as others have noted, despite the Amazon listing, there's nothing on the product's packaging that specifically says these treats are good for a urinary tract health diet. Are they really? Can you believe the ingredient listing at all?Considering these issues together, it makes me question if I can trust the company and their product claims. It all seems shady. Therefore I don't think I'll ever order these again for my cat.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhE2YGtTYWT0J27s2%252BtzU0wU0ewZeJSVdodyKQ04R8DgKAAAAAGXT5ZYAAAAB%26reviewId%3DRRIHC3UXE1NGB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","5 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hE2YGtTYWT0J27s2%2BtzU0wU0ewZeJSVdodyKQ04R8DgKAAAAAGXT5ZYAAAAB&reviewId=RRIHC3UXE1NGB","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGQUPHH443G7ZV25Y4KDNFH2UE6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d3f2915d-9b5b-4a9b-9e16-c02f803a4fd8._CR62,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d3f2915d-9b5b-4a9b-9e16-c02f803a4fd8._CR62,0,375,375_SX48_.jpg""/>","Kristen S","https://www.amazon.com/gp/customer-reviews/R86GQMTLO7DR9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","I really don't know if these will help any cat who has urinary problems","Reviewed in the United States on November 14, 2018","I honestly can't rate these cat treats on how they affect a cats urinary health. My cat never had any urinary problems before eating these, and she has none now either. The treats themselves are crunchy, small and heart shaped. My cat doesn't love these (like she does some others... as she's ""tempted"" by another kind). She is though happy to have something different than just her regular food. These are well priced, although I'd like to make a suggestion to you all. I have purchased a bag of dry food, different than her regular, daily kibble (I bought it here, on Amazon). I use it as a ""treat"" for her, and whatever I give her, I subtract the same amount from her daily ration. This way, she thinks that she's getting her treats, but won't put on extra weight (which so many cats do, for this reason alone). It'll also save ALOT of money considering, for instance that a five pound bag of dry food would equal more than 20 bags of treats. Whoa, that's alot of money! My daughter turned me on to this idea, and I think she's pretty amazing for thinking of it. I wouldn't tell anyone not to buy these, especially if their cat does have urinary issues. But, I can't say that they would have any effect on it. Possibly checking with your cat's vet might be a good idea.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLpyLMiPMKEso5s8mwzdUKr%252FgNSKKRK0BAsfEdHXPdRTAAAAAGXT5ZgAAAAB%26reviewId%3DR86GQMTLO7DR9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLpyLMiPMKEso5s8mwzdUKr%2FgNSKKRK0BAsfEdHXPdRTAAAAAGXT5ZgAAAAB&reviewId=R86GQMTLO7DR9","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGBYC4HGCDTWL64XIOEWAL3XEPAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","MomOf3Girls","https://www.amazon.com/gp/customer-reviews/R1R9L0CSXS7JUY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Cats liked them.","Reviewed in the United States on October 18, 2023","I'm male cat was having urinary issues. He is a picky eater but did enjoy this, and so did my other cats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEwBXQdmrls5eM%252BiXwZjvxkRSelXEjV0OHPFkr1sbiv6AAAAAGXT5ZgAAAAB%26reviewId%3DR1R9L0CSXS7JUY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEwBXQdmrls5eM%2BiXwZjvxkRSelXEjV0OHPFkr1sbiv6AAAAAGXT5ZgAAAAB&reviewId=R1R9L0CSXS7JUY","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEF4QCBYMXQN3RDFNM4ZXM67UTJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6aae7f57-d05e-4e49-b9f2-ab5c12ab824c._CR0,0,500,500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6aae7f57-d05e-4e49-b9f2-ab5c12ab824c._CR0,0,500,500_SX48_.jpg""/>","CGR","https://www.amazon.com/gp/customer-reviews/R3J3Z9HRU9DANP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","cat taste test approved","Reviewed in the United States on September 22, 2020","No question ... my little guy likes them.  I have a 2+ year old hydrocephalus cat and he has had bouts with bladder stones 3 times.  Twice he was hospitalized.  After the second bout, we were doing really well but I think I got lax after a year had passed.  He started sneaking the other cat's food and the dog's food.  He recently got blocked again and was hospitalized.  I swore this time I would be as vigilant as I could for the rest of his life.  But ... he liked his food and treats and the variety ... so I got him 3 different kinds of urinary food and a bunch of treats.  These were a new brand to me.  I like that they don't have wheat, corn, and soy.  Taste-wise, they are cat approved.  I will continue to give these to him and have no regrets.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAYfd66WHGxPBobsTqpENSi1u8BhXBvu99jHK9wgjSiyAAAAAGXT5ZgAAAAB%26reviewId%3DR3J3Z9HRU9DANP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAYfd66WHGxPBobsTqpENSi1u8BhXBvu99jHK9wgjSiyAAAAAGXT5ZgAAAAB&reviewId=R3J3Z9HRU9DANP","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEJE5J2V5ZJYLCJHBIXKIVIG57JA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/46cb684a-269b-4bcc-bd2a-ec48c308929b._CR62,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/46cb684a-269b-4bcc-bd2a-ec48c308929b._CR62,0,375,375_SX48_.jpg""/>","Angela","https://www.amazon.com/gp/customer-reviews/R2XEITE6058QPO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Treats for healthy ut tract","Reviewed in the United States on June 14, 2023","My babies love them 💕","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBgVtVpfhhgGomldi5WPJuToaeXDgIpoX9vgx5P4kY%252F9AAAAAGXT5ZgAAAAB%26reviewId%3DR2XEITE6058QPO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBgVtVpfhhgGomldi5WPJuToaeXDgIpoX9vgx5P4kY%2F9AAAAAGXT5ZgAAAAB&reviewId=R2XEITE6058QPO","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEFS5BCIE6E5MOJYMFKOBV36ZLKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Susan Torres","https://www.amazon.com/gp/customer-reviews/RVDF8K6VSJ1WG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","2.0 out of 5 stars","For cat","Reviewed in the United States on February 2, 2024","She liked them at first but after about a week didn’t want them any more; so not successful for siding in urine issues","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPApGfUTpObNDCzjGAqAo71aYXHwxbr5QI8xMgiS4quNAAAAAGXT5ZgAAAAB%26reviewId%3DRVDF8K6VSJ1WG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPApGfUTpObNDCzjGAqAo71aYXHwxbr5QI8xMgiS4quNAAAAAGXT5ZgAAAAB&reviewId=RVDF8K6VSJ1WG","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
