"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini href","a-size-base 3","a-size-base 4","a-button-text href","a-size-base 5","a-size-base href 2","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AEJDE46SFZMJ34XO6TQ3G6XJT4OQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","CT","https://www.amazon.com/gp/customer-reviews/R2K8UVCOGO6SWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","4.0 out of 5 stars","Puppy prefers the chicken version","Reviewed in the United States on September 14, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Loves the chicken—leaves the peanut butter half eaten. Too bad because the peanut’s cheaper…","2 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDSOroDZFPcamZ7adPv8pPlknxxnGvMM2GrfTZGcXW9JAAAAAGXT4UcAAAAB%26reviewId%3DR2K8UVCOGO6SWX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDSOroDZFPcamZ7adPv8pPlknxxnGvMM2GrfTZGcXW9JAAAAAGXT4UcAAAAB&reviewId=R2K8UVCOGO6SWX","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHQSHYOVXQV52BJUCYLBIJFCGA2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Madeline","https://www.amazon.com/gp/customer-reviews/R3MVVSC7BQOYUW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","My Puppy Loves These","Reviewed in the United States on October 24, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I was looking for products to help my puppy get through here chewing and biting phase. So far these have been a lifesaver. She loves them and the pumpkin helps keep her from eating her poo.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBRZ7jTMGWYiT%252BFB1Hj21nID3Tyr3o5iU7o0G32H6QVyAAAAAGXT4UcAAAAB%26reviewId%3DR3MVVSC7BQOYUW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBRZ7jTMGWYiT%2BFB1Hj21nID3Tyr3o5iU7o0G32H6QVyAAAAAGXT4UcAAAAB&reviewId=R3MVVSC7BQOYUW","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFBI2TLOBCQLLOGMJPD2EFJ37HBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ElaineC","https://www.amazon.com/gp/customer-reviews/R20E2AV27IUER5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Awesome Treat","Reviewed in the United States on November 21, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Great treat and flavor for the season.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPaEZ353l9Ypdx5nfrW9O%252BXCE%252BabvheKt0r38SYifzAdAAAAAGXT4UcAAAAB%26reviewId%3DR20E2AV27IUER5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPaEZ353l9Ypdx5nfrW9O%2BXCE%2BabvheKt0r38SYifzAdAAAAAGXT4UcAAAAB&reviewId=R20E2AV27IUER5","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGSE43ANT7FMHK5J3GMYYFOD7JOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Marcelina","https://www.amazon.com/gp/customer-reviews/R1XTEP21F15YCX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","3.0 out of 5 stars","Not recommended for small breeds","Reviewed in the United States on December 4, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","This product is not recommended for small breeds . It got stuck on my puppies neck ! And it was very difficult to get off , almost had to make a vet trip","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGJfbQw16CgM3jXVbw%252FsB55wC7MylFvzInHW2GLvYOcqAAAAAGXT4UkAAAAB%26reviewId%3DR1XTEP21F15YCX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGJfbQw16CgM3jXVbw%2FsB55wC7MylFvzInHW2GLvYOcqAAAAAGXT4UkAAAAB&reviewId=R1XTEP21F15YCX","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFNV6BOZQ62BBX2WV5LN6KNDXFUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Debs","https://www.amazon.com/gp/customer-reviews/R30HNT5D61SJRY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","4.0 out of 5 stars","Puppy Loves But ……..wished it lasted longer","Reviewed in the United States on March 23, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I ordered the Pumpkin Rings , it smells like pumpkin pie and puppy loves !!!! No upset tummy when most others have caused tummy trouble ! Wish it lasted longer but this is no fault of the maker … just depends on the pup I have an aggressive chewer teething 30 pound English lab puppy …love the product but for the price wish it was made to withstand more aggressive chewing therefore would be worth my money on a regular basis but I will still order these as a special treat from time to time as puppy LOVES and gives me peace for about 15 minutes …LOL","3 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIxIfzBGrX0uNOf3nu%252FbM%252Flr%252FtoiRUUDDOtSipoDDe5EAAAAAGXT4UkAAAAB%26reviewId%3DR30HNT5D61SJRY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIxIfzBGrX0uNOf3nu%2FbM%2Flr%2FtoiRUUDDOtSipoDDe5EAAAAAGXT4UkAAAAB&reviewId=R30HNT5D61SJRY","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AHM7IHV6NUHIY6O7HW6COXIETC6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","MaryF.","https://www.amazon.com/gp/customer-reviews/R2QQ4L3FA3ARZ6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Value","Reviewed in the United States on November 5, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves these and he is no puppy!  This is a great price for this product","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAFlSNpY11U1X1hNQ1WEinLFDnVgyrBq0hw%252B47I1pjtZAAAAAGXT4UkAAAAB%26reviewId%3DR2QQ4L3FA3ARZ6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAFlSNpY11U1X1hNQ1WEinLFDnVgyrBq0hw%2B47I1pjtZAAAAAGXT4UkAAAAB&reviewId=R2QQ4L3FA3ARZ6","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFC6Z4KYWFU7E2LS6VAAF33EYIJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","melissa ann livingston","https://www.amazon.com/gp/customer-reviews/R16ZR2QJX8BP6Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Pup loves them !","Reviewed in the United States on November 10, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My mixbreed pup 7 months old and ten pounds loves these rings for chewing.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCZNa%252FLVxZl3TVq6Izw7oykPHv%252F1OfuxdJxomjqQmVs8AAAAAGXT4UkAAAAB%26reviewId%3DR16ZR2QJX8BP6Z&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCZNa%2FLVxZl3TVq6Izw7oykPHv%2F1OfuxdJxomjqQmVs8AAAAAGXT4UkAAAAB&reviewId=R16ZR2QJX8BP6Z","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGU2RU3J7T3QAGVWBA5FOHWEYB4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Tracy Scott","https://www.amazon.com/gp/customer-reviews/R1WTDUKI6BZEKD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Great product for your pet to chew on !","Reviewed in the United States on November 13, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My Jack Russell Bella loves these rings !!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKB6gIgJFqcVjDHQDivvstPluFmZy%252BkfzvTdVFAuPpE0AAAAAGXT4UkAAAAB%26reviewId%3DR1WTDUKI6BZEKD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKB6gIgJFqcVjDHQDivvstPluFmZy%2BkfzvTdVFAuPpE0AAAAAGXT4UkAAAAB&reviewId=R1WTDUKI6BZEKD","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHEHAYLV4EJJ6ILLAISYKUBB4DIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Allison","https://www.amazon.com/gp/customer-reviews/R21HS134FQ7RRU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Puppy LOVES them","Reviewed in the United States on October 12, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Our puppy went crazy over these. Great to have for them so they don’t chew on your furniture or your other stuff. Doesn’t stain carpet. Great to have if they’re in a chewing frenzy.","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhK%252B3rbgG5Lwodp9xEjQWzi8oIIX%252BAAvF5c4cQakuyRFHAAAAAGXT4UkAAAAB%26reviewId%3DR21HS134FQ7RRU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK%2B3rbgG5Lwodp9xEjQWzi8oIIX%2BAAvF5c4cQakuyRFHAAAAAGXT4UkAAAAB&reviewId=R21HS134FQ7RRU","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFPY4BUODFMFM5XJ3453PJ2SBSLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c913cc51-0b50-466f-abe4-eef8b828e993._CR0,26.0,281,281_SX48_.jpg""/>","NuggetsRams370","https://www.amazon.com/gp/customer-reviews/R16HX5AN3W2VE8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Gone in 15 minutes","Reviewed in the United States on November 5, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog gets one of these a day and loves them.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFv1%252FddS5qXr0%252BN%252FfKEQYBEYyS0PwTym66gagpdUu45qAAAAAGXT4UkAAAAB%26reviewId%3DR16HX5AN3W2VE8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFv1%2FddS5qXr0%2BN%2FfKEQYBEYyS0PwTym66gagpdUu45qAAAAAGXT4UkAAAAB&reviewId=R16HX5AN3W2VE8","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEIQ4V6UVS26AEVCXTWHE3CNPOCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6738f2a2-b99e-4893-9070-fa7b11003dd7._CR0,10.0,313,313_SX48_.jpg""/>","Elle","https://www.amazon.com/gp/customer-reviews/R297BYRUAQRLJ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Yesss!","Reviewed in the United States on July 17, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","These are so good for puppies, especially when they’re teething and as a late night snack for them too! My puppy loved it and pumpkin is known to help them with digestion, so I took a chance. I definitely keep them around and freeze them so the pup doesn’t just eat through it. Overall, I continue to buy these cause I know he loved them, and sure your dog will too!","4 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNVDu9%252BNVpFXVmdUN3ITxOkmbAiYdF2AU8Sj2kmTjI8%252BAAAAAGXT4UkAAAAB%26reviewId%3DR297BYRUAQRLJ2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNVDu9%2BNVpFXVmdUN3ITxOkmbAiYdF2AU8Sj2kmTjI8%2BAAAAAGXT4UkAAAAB&reviewId=R297BYRUAQRLJ2","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFZKGUX6WK4J4UEHWXC3Z5WPBX6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","anonymous","https://www.amazon.com/gp/customer-reviews/R1S56EJOYJ7TDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","4.0 out of 5 stars","Love product but lower your price","Reviewed in the United States on June 2, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppies love these teething rings,  I did find it locally for a couple of dollars less so I will be purchasing from them instead.  All flavors","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhC2PFK2koeUloEP1nVdfuQve0BWAVobaAkrE5BD%252FhFy2AAAAAGXT4UkAAAAB%26reviewId%3DR1S56EJOYJ7TDY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC2PFK2koeUloEP1nVdfuQve0BWAVobaAkrE5BD%2FhFy2AAAAAGXT4UkAAAAB&reviewId=R1S56EJOYJ7TDY","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGG74DOTLNPPN5ZHO4MBHRLVC7WQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kimberly A. Britcher","https://www.amazon.com/gp/customer-reviews/R86127VARVLHI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00X6THK2S","5.0 out of 5 stars","Not just for puppies","Reviewed in the United States on August 22, 2023","https://www.amazon.com/N-Bone-Puppy-Teething-Pumpkin-Flavor/product-reviews/B00X6THK2S/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","We have an older dog that had to have many teeth removed when we adopted him.  A lot of rawhide treats are too hard for him.  He loves these puppy teething rings and they do not bother his teeth or gums.","6 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Pumpkin-Flavor%2Fproduct-reviews%2FB00X6THK2S%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDITlaxStZ3p4utMsDqzHSpVaCHJnu7cvso73EORYtL3AAAAAGXT4UkAAAAB%26reviewId%3DR86127VARVLHI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDITlaxStZ3p4utMsDqzHSpVaCHJnu7cvso73EORYtL3AAAAAGXT4UkAAAAB&reviewId=R86127VARVLHI","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
