"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AF64OSQSLY7IM347HP2CGUVJJZAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Nina","https://www.amazon.com/gp/customer-reviews/R1DP8WDC97PH16/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","4.0 out of 5 stars","My chewer loved it","Reviewed in the United States on January 16, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy loved them and distracted him from chewing for about a minute (I needed at least 5). More of a treat because he ate them so fast. I didn’t love the ingredients in it that much but what food doesn’t have questionable ingredients. They didn’t smell bad at all. 8/10","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIvk7jKK2YXLBWqO8mfY%252FNb4nfRFRKkKZrfiH8321kk7AAAAAGXT8xAAAAAB%26reviewId%3DR1DP8WDC97PH16&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIvk7jKK2YXLBWqO8mfY%2FNb4nfRFRKkKZrfiH8321kk7AAAAAGXT8xAAAAAB&reviewId=R1DP8WDC97PH16","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AET6BY64JL2QMYCVZQBBONRCBJGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","becca","https://www.amazon.com/gp/customer-reviews/R30RBU6UFULBUU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","4.0 out of 5 stars","Lasts about an hour!","Reviewed in the United States on January 3, 2024","Flavor Name: PumpkinSize: 11.22 Ounce (Pack of 3)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B0BMW5PR9X/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Puppy likes the flavors- the pumpkin, chicken, and peanut butter. But she devours a stick in less than an hour and she's only 8 pounds. I was hoping for a longer lasting treat!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEC4Z7U94YlhBeOJyT66p52P%252BocJLihAsRAXGQUv6TFYAAAAAGXT8xAAAAAB%26reviewId%3DR30RBU6UFULBUU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEC4Z7U94YlhBeOJyT66p52P%2BocJLihAsRAXGQUv6TFYAAAAAGXT8xAAAAAB&reviewId=R30RBU6UFULBUU","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGYFMZ4N47W6WLRHDMGNKN4JGQRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kindle Customer","https://www.amazon.com/gp/customer-reviews/R17K79BPQEX7O9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","Great teething tool","Reviewed in the United States on January 23, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Our golden retriever puppy loved these","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNJNoIfiuNo6VyZ%252FBmIZN8EduhkDAh3aZSy2vqBJYpaZAAAAAGXT8xAAAAAB%26reviewId%3DR17K79BPQEX7O9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNJNoIfiuNo6VyZ%2FBmIZN8EduhkDAh3aZSy2vqBJYpaZAAAAAGXT8xAAAAAB&reviewId=R17K79BPQEX7O9","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFN3P3ZWCRIXWXEW4GS5EKAZWPXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R19CO0ODK5J4WD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","Peg tret","Reviewed in the United States on January 25, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy loves it","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIiUvewaxfeGksOUVU2D3GDkQ%252FYdo8lVcNhMtJ1fDv87AAAAAGXT8xAAAAAB%26reviewId%3DR19CO0ODK5J4WD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIiUvewaxfeGksOUVU2D3GDkQ%2FYdo8lVcNhMtJ1fDv87AAAAAGXT8xAAAAAB&reviewId=R19CO0ODK5J4WD","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AF7WQU3HFDAVOJOMHF7L53GFNDNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jenifer clasing","https://www.amazon.com/gp/customer-reviews/R2CABRDM4REZ2A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","Like pic","Reviewed in the United States on January 21, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Puppies loved them kept them busy","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFd%252F7rPFUOfdfHvZUzycbKZkzOfaM7vBYZEEs9uA%252BcO5AAAAAGXT8xAAAAAB%26reviewId%3DR2CABRDM4REZ2A&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFd%2F7rPFUOfdfHvZUzycbKZkzOfaM7vBYZEEs9uA%2BcO5AAAAAGXT8xAAAAAB&reviewId=R2CABRDM4REZ2A","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEEVY3WLYCUXF7WGVMJB7VVFTFZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Iowa Bears fan","https://www.amazon.com/gp/customer-reviews/R1XXDHWIEKURSE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","Perfect.","Reviewed in the United States on January 20, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy loves these.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOb6z0hWYsY2BT9yEVC7F15GPjJ8HGSTO9shlaWM7bAFAAAAAGXT8xAAAAAB%26reviewId%3DR1XXDHWIEKURSE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOb6z0hWYsY2BT9yEVC7F15GPjJ8HGSTO9shlaWM7bAFAAAAAGXT8xAAAAAB&reviewId=R1XXDHWIEKURSE","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEGGSVNX2NA5PBS6VRLYLB6GEWYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Robbi Scalzo","https://www.amazon.com/gp/customer-reviews/R2BZO1TWFGWD9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","Teething sticks","Reviewed in the United States on January 20, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves them!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDt7NCiiUatyYOjt9S9kxGsrUVwkTUmBB9Js14CT4i%252F0AAAAAGXT8xAAAAAB%26reviewId%3DR2BZO1TWFGWD9E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDt7NCiiUatyYOjt9S9kxGsrUVwkTUmBB9Js14CT4i%2F0AAAAAGXT8xAAAAAB&reviewId=R2BZO1TWFGWD9E","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGMEZ3YLEVAEYP33NPH5LTUFZEMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jerry","https://www.amazon.com/gp/customer-reviews/R101ZVY73GX78G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","4.0 out of 5 stars","Good product","Reviewed in the United States on November 26, 2023","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves these. The only issue is they're a little softer than expected and only last a few minutes but otherwise a good product. Your pup will love them.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGDH6Y7vBPxy1j%252BYObwHVNhacaMMGaUB8Mxba1D%252FYwoEAAAAAGXT8xAAAAAB%26reviewId%3DR101ZVY73GX78G&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGDH6Y7vBPxy1j%2BYObwHVNhacaMMGaUB8Mxba1D%2FYwoEAAAAAGXT8xAAAAAB&reviewId=R101ZVY73GX78G","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGIQ5O7OZD7CDBEKBR3CCRASMBYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","JM","https://www.amazon.com/gp/customer-reviews/RRS641WKL7XY1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","My Puppy Loved Them","Reviewed in the United States on January 4, 2024","Flavor Name: Peanut ButterSize: 3.74 Ounce (Pack of 1)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B09R6PPRMH/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Not much more to say other than my puppy loved them and gobbled them right down.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhO29Tn7eZ7WzM1zacnY9goPXXRq0J2FcVhmPwXWoKzYPAAAAAGXT8xAAAAAB%26reviewId%3DRRS641WKL7XY1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO29Tn7eZ7WzM1zacnY9goPXXRq0J2FcVhmPwXWoKzYPAAAAAGXT8xAAAAAB&reviewId=RRS641WKL7XY1","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AH7QDAFAJJXDOWWN6QB4FLKUSVCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Taylor","https://www.amazon.com/gp/customer-reviews/RA5SZ5QP2MBI4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","3.0 out of 5 stars","Not my puppy's favorite","Reviewed in the United States on February 18, 2024","Flavor Name: PumpkinSize: 11.22 Ounce (Pack of 3)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B0BMW5PR9X/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I'm not sure what it is about these teething chew sticks, but my puppy is a bit iffy about them. My other dog actually takes them when he doesn't he eat them... He loves other rawhide-free treats, and will eat these, but they are not his favorite.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDYvMJ7oOKsgz2pzY3dYSYUpLhVWuG09%252FY3vJ%252Bjt1eTDAAAAAGXT8xAAAAAB%26reviewId%3DRA5SZ5QP2MBI4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDYvMJ7oOKsgz2pzY3dYSYUpLhVWuG09%2FY3vJ%2Bjt1eTDAAAAAGXT8xAAAAAB&reviewId=RA5SZ5QP2MBI4","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AESO5ATI7PAQHNSJXVZI6N2VWCXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Robbie","https://www.amazon.com/gp/customer-reviews/R172XS0EN6MYFR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","4.0 out of 5 stars","Puppy enjoys them! Helped when she was teething","Reviewed in the United States on September 19, 2023","Flavor Name: PumpkinSize: 11.22 Ounce (Pack of 3)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B0BMW5PR9X/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","These sticks are great for a small dog when teething. They lasted long enough to keep them busy and she didn’t choke on them so were safe for her. They weren’t to hard either. She liked all of the flavors as well & I didn’t mind giving them to her on the carpet or the hard floor. She’s moved into a benebone now that she has her adult teeth","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEmSsFIfXj4Z3KnG%252BrsV2QEz%252Fvjq23iMGBi9kAMouPn5AAAAAGXT8xIAAAAB%26reviewId%3DR172XS0EN6MYFR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEmSsFIfXj4Z3KnG%2BrsV2QEz%2Fvjq23iMGBi9kAMouPn5AAAAAGXT8xIAAAAB&reviewId=R172XS0EN6MYFR","Report",""
"https://www.amazon.com/gp/profile/amzn1.account.AG6QKLWJUNNKXYJMPNCBSQ47EI5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a625e3b0-a99b-483c-9f64-ea34923be49f._CR2,0,495,495_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a625e3b0-a99b-483c-9f64-ea34923be49f._CR2,0,495,495_SX48_.jpg""/>","A Crosse","https://www.amazon.com/gp/customer-reviews/R2K7KG9CIVWRDT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09R6PPRMH","5.0 out of 5 stars","My small adult Dogs love them !","Reviewed in the United States on November 28, 2023","Flavor Name: PumpkinSize: 11.22 Ounce (Pack of 3)","https://www.amazon.com/N-Bone-Teething-Sticks-Peanut-Butter/product-reviews/B0BMW5PR9X/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I tried to keep these in stock because my dogs love them. I have two small dogs that will be 2 years old next week. I started giving them the puppy treats when they were young and I still give them to them today. They get very excited and I can honestly say I don't know what they put in these but my dogs absolutely love them! And my dogs are very picky eaters .","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Sticks-Peanut-Butter%2Fproduct-reviews%2FB09R6PPRMH%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhP8XgYqAMfFSPjY%252B2wG3%252FIjAETFPWtmGAqib08t9wuF4AAAAAGXT8xIAAAAB%26reviewId%3DR2K7KG9CIVWRDT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","My small adult Dogs love them !","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP8XgYqAMfFSPjY%2B2wG3%2FIjAETFPWtmGAqib08t9wuF4AAAAAGXT8xIAAAAB&reviewId=R2K7KG9CIVWRDT","I tried to keep these in stock because my dogs love them. I have two small dogs that will be 2 years old next week. I started giving them the puppy treats when they were young and I still give them to them today. They get very excited and I can honestly say I don't know what they put in these but my dogs absolutely love them! And my dogs are very picky eaters .",""
