"a-profile href","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-size-base 5","a-button-text href","a-size-base 6","a-size-base href 2","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AHCVUDUCRNA364TQQKQDLFVT334Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","GabeGabe","https://www.amazon.com/gp/customer-reviews/R1J2EHFJFF6CXL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Dogs love'em","Reviewed in the United States on October 9, 2021","","(","My pups love these treats... they are always waiting for me when they see me reach into my pocket or the treat bag.As training treats, I think they could be a bit smaller... and in more quantities... the texture could could a bit softer because I do break them apart.I have a 1 year old and a 3 year old dog and they both seem to enjoy them.","One person found this helpful","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHfWtWzM0gpIXq%252B1tXs3W%252F8cI0sR0zQf2Z9vRyY8zxnrAAAAAGXT35AAAAAB%26reviewId%3DR1J2EHFJFF6CXL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHfWtWzM0gpIXq%2B1tXs3W%2F8cI0sR0zQf2Z9vRyY8zxnrAAAAAGXT35AAAAAB&reviewId=R1J2EHFJFF6CXL",""
"https://www.amazon.com/gp/profile/amzn1.account.AFZV327AI4OPR5OEBUTO2PRGAZBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1c68130b-c893-4151-b2ee-c99fe4f0cfd7._CR0,26.0,281,281_SX48_.jpg""/>","Mama knows best!","https://www.amazon.com/gp/customer-reviews/R1WVUMTJFXWWBS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Someone likes them!!","Reviewed in the United States on September 22, 2021","","(","These smell good! Aussie puppy seems veeeeeeery interested when we are practicing commands. Size is good for pups but also for up to medium sized grown dogs.Recommended!P.S. If this review was good for you at all, please do hit the ""helpful"" button so I know that I'm not wasting my time posting this! Thanks in advance :)","Someone likes them!!","These smell good! Aussie puppy seems veeeeeeery interested when we are practicing commands. Size is good for pups but also for up to medium sized grown dogs.Recommended!P.S. If this review was good for you at all, please do hit the ""helpful"" button so I know that I'm not wasting my time posting this! Thanks in advance :)","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPFqHNDL9m%252BmLm%252Bj7%252BmeTO3WsQQ9mm5oN%252Bts8TNlgAsPAAAAAGXT35AAAAAB%26reviewId%3DR1WVUMTJFXWWBS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","12 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPFqHNDL9m%2BmLm%2Bj7%2BmeTO3WsQQ9mm5oN%2Bts8TNlgAsPAAAAAGXT35AAAAAB&reviewId=R1WVUMTJFXWWBS",""
"https://www.amazon.com/gp/profile/amzn1.account.AERBXNFQCS5OD6LJOIXMRDPTOVHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Pete Chen","https://www.amazon.com/gp/customer-reviews/R6N4A9NNNDLC5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Great treats with good contents","Reviewed in the United States on October 25, 2021","","(","I always watch out the ingredients of dog food and treats. The ingredient list seems good and natural. My 15 lb mini-schnauzer loves it. Just careful, they tend to crumble.","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCS%252Fkv%252Bd0b6g4WwNK1lSNQr1D%252BY0jFKQzFwwxSf1z5I%252BAAAAAGXT35AAAAAB%26reviewId%3DR6N4A9NNNDLC5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCS%2Fkv%2Bd0b6g4WwNK1lSNQr1D%2BY0jFKQzFwwxSf1z5I%2BAAAAAGXT35AAAAAB&reviewId=R6N4A9NNNDLC5",""
"https://www.amazon.com/gp/profile/amzn1.account.AEQR4YPP2XBUPCGVEBIHBMGCJDWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Drew","https://www.amazon.com/gp/customer-reviews/R3CEBR43W773BB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","My puppy loves these!","Reviewed in the United States on September 17, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","We bought these, our dalmatian loves it.  We train him with this, he is still in training so we have bought a lot of these.  They are just the perfect size.  It helps so much in training.","One person found this helpful","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJqxRxqcXoHlUKuE%252B8ga5ce0w6H9A%252BimgZVKwRuZuYiiAAAAAGXT35AAAAAB%26reviewId%3DR3CEBR43W773BB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJqxRxqcXoHlUKuE%2B8ga5ce0w6H9A%2BimgZVKwRuZuYiiAAAAAGXT35AAAAAB&reviewId=R3CEBR43W773BB",""
"https://www.amazon.com/gp/profile/amzn1.account.AGTSQODZ3KRHOXQTYLRI4LMUUU3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R36FWXWKFNDCU6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Good puppy-  treat, especially for training","Reviewed in the United States on February 10, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","The first package I received were hard so Amazon took care of it right away and sent a fresh package. My puppy loves these soft treats! They work great for potty training and for every day treats. They’re just the right size for puppies! I definitely recommend them","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOpO3MQIVgBkOaYB0n9WFXgErht6d3vsSDrZiPzM%252BhFzAAAAAGXT35AAAAAB%26reviewId%3DR36FWXWKFNDCU6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOpO3MQIVgBkOaYB0n9WFXgErht6d3vsSDrZiPzM%2BhFzAAAAAGXT35AAAAAB&reviewId=R36FWXWKFNDCU6","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHBNYFFJ4SC4ADUKMLI27DMVNXBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/b73de3e3-055b-4481-910a-cbd999710c07._CR0,0,391,391_SX48_.jpg""/>","Peggy L. Misner","https://www.amazon.com/gp/customer-reviews/R3DALLEKXI77T4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Chews away until gone","Reviewed in the United States on October 3, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Rosie finishes each chew stick.  Other sticks get left aside, unfinished.","One person found this helpful","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhO6vNoehZDlnBz3OWNiD1D4NuR0sgsiCk6nHAT5vsKXtAAAAAGXT35AAAAAB%26reviewId%3DR3DALLEKXI77T4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO6vNoehZDlnBz3OWNiD1D4NuR0sgsiCk6nHAT5vsKXtAAAAAGXT35AAAAAB&reviewId=R3DALLEKXI77T4","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE4UQAFVNAFLGO27JKR44S7E52FQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e69c2d7a-1a0f-4b1d-aea3-867a00079bb6._CR0,52.0,229,229_SX48_.jpg""/>","Kelley","https://www.amazon.com/gp/customer-reviews/R3PYMA4ZTGDQN5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Chihuahua loves them","Reviewed in the United States on March 17, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I was looking for a treat that had less calories than our last ones. This one is exactly what I needed and my chihuahua absolutely loves them.","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhM9NdQMsB%252BcY1sSfT5fSIR2Y%252FyNPPCNq8Fu3n9tuGiuzAAAAAGXT35AAAAAB%26reviewId%3DR3PYMA4ZTGDQN5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hM9NdQMsB%2BcY1sSfT5fSIR2Y%2FyNPPCNq8Fu3n9tuGiuzAAAAAGXT35AAAAAB&reviewId=R3PYMA4ZTGDQN5","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFKNE4PTGVBJQUXI5RFWKKJ5VLZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","brenda","https://www.amazon.com/gp/customer-reviews/R2OPSAMZ91J9Z3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Great for Puppy training treats","Reviewed in the United States on October 9, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I wish the bags were bigger","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGh1h%252BjWSifG3bnqU6ltp7HRVOoEBC5MgxJXOSYobvafAAAAAGXT35AAAAAB%26reviewId%3DR2OPSAMZ91J9Z3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGh1h%2BjWSifG3bnqU6ltp7HRVOoEBC5MgxJXOSYobvafAAAAAGXT35AAAAAB&reviewId=R2OPSAMZ91J9Z3","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEM355SJRHXRQTUGUI7E27PJIENA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Te","https://www.amazon.com/gp/customer-reviews/RPIH7XOH459L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Puppy’s love these","Reviewed in the United States on November 29, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These training treats work great! Even when in the middle of mischief they will stop and sit immediately for one of these.","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhD0amWSFHWaIeJaHexBDvnqI94Iy6M%252B6ZGsxfGa2Yip1AAAAAGXT35AAAAAB%26reviewId%3DRPIH7XOH459L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD0amWSFHWaIeJaHexBDvnqI94Iy6M%2B6ZGsxfGa2Yip1AAAAAGXT35AAAAAB&reviewId=RPIH7XOH459L","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE7LJNVX2IT2SEQZ3ENWWAL37SLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ce33cd83-6503-4630-a204-04930279d783._CR9,0,482,482_SX48_.jpg""/>","Roccityroller","https://www.amazon.com/gp/customer-reviews/R2OJFDPQ5RGC3S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Great at getting our big baby to focus","Reviewed in the United States on November 12, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","We have a 8 month old retriever who were training to be a hunting dog. Most of our program has trained with hot dogs, however carrying a pocket of hotdogs around isn't always feasible. So we've been looking for some treats that will get him to focus when we're out so we can reinforce the basics.For a food driven puppy he's very particular about treats (probably because he gets hot dogs all the time!) But as soon as I opened the bag, he was engaged. These are a soft chew and don't give off a lot of mess on your hands or your pocket and they're small enough that they are a good reward without taking too long for them to chomp down before the next repetition.I think for the price and the quality these are a great treat to keep your little ones focused on the task at hand an learning.","Great at getting our big baby to focus","We have a 8 month old retriever who were training to be a hunting dog. Most of our program has trained with hot dogs, however carrying a pocket of hotdogs around isn't always feasible. So we've been looking for some treats that will get him to focus when we're out so we can reinforce the basics.For a food driven puppy he's very particular about treats (probably because he gets hot dogs all the time!) But as soon as I opened the bag, he was engaged. These are a soft chew and don't give off a lot of mess on your hands or your pocket and they're small enough that they are a good reward without taking too long for them to chomp down before the next repetition.I think for the price and the quality these are a great treat to keep your little ones focused on the task at hand an learning.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPAxb7Cib6mgPH8vwOiCKf2qMito5KlOZsNVrEhbqUiZAAAAAGXT35IAAAAB%26reviewId%3DR2OJFDPQ5RGC3S&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPAxb7Cib6mgPH8vwOiCKf2qMito5KlOZsNVrEhbqUiZAAAAAGXT35IAAAAB&reviewId=R2OJFDPQ5RGC3S",""
"https://www.amazon.com/gp/profile/amzn1.account.AF3EUBEJLZQU66C7XAGK5YL7OYZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","kristina smith","https://www.amazon.com/gp/customer-reviews/R2HP0WC12GN8SZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","dogs LOVE","Reviewed in the United States on November 19, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","love this brand and the quality.","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhMpPnY4NeJDBnJJOJCVU3486TkAVQveQKZzygFhpPePxAAAAAGXT35IAAAAB%26reviewId%3DR2HP0WC12GN8SZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMpPnY4NeJDBnJJOJCVU3486TkAVQveQKZzygFhpPePxAAAAAGXT35IAAAAB&reviewId=R2HP0WC12GN8SZ",""
"https://www.amazon.com/gp/profile/amzn1.account.AGDZZ6CPT7SVVN3DKJ6TT5V73R6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R1BOO16IGG61FE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","5.0 out of 5 stars","Puppy treats","Reviewed in the United States on October 19, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Our Lab loves them and has had no side effects","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKBHjFFeCgEcWs%252FLg9MW6fdsMANXY3nu1XwgVY73he2QAAAAAGXT35IAAAAB%26reviewId%3DR1BOO16IGG61FE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKBHjFFeCgEcWs%2FLg9MW6fdsMANXY3nu1XwgVY73he2QAAAAAGXT35IAAAAB&reviewId=R1BOO16IGG61FE",""
"https://www.amazon.com/gp/profile/amzn1.account.AEFVRU23UEUW6N2AHSFWC4W6DBKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f76a9220-6ad7-447a-b9b3-9ef8dbf28cf3._CR62,0,375,375_SX48_.jpg""/>","Bird Reviews","https://www.amazon.com/gp/customer-reviews/R1IXN4KBDO4CA7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0924YY8HC","4.0 out of 5 stars","Little treats often ideal for our small dog, who is gaining weight","Reviewed in the United States on October 12, 2021","","(","We don’t have a puppy, but these little chicken treats are ideal for our small, spoiled dog, who has put on weight over the years and doesn’t always need to have a larger, more extravagent type of treat. I think she likes the chicken flavor of these treats, and I like how they contain probiotics and colostrum for gut health and improved immunity.The list of ingredients in these treats is mercifully short, indicating there isn’t a lot of processed junk. Though I wouldn’t say these treats are Sally’s favorite of all time, she does like getting them, and again, I like their small size and minimal calories. I can definitely see how these treats would be good for training puppies. They seem moist and are not too soft, not too hard.These treats do not contain corn, soy, or wheat.","One person found this helpful","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Training-Treats-Chicken-Recipe%2Fproduct-reviews%2FB0924YY8HC%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGsuJt3ycnqf9E9n07Rjam6jPhP1%252BVQ716%252FTZndgdjtvAAAAAGXT35IAAAAB%26reviewId%3DR1IXN4KBDO4CA7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGsuJt3ycnqf9E9n07Rjam6jPhP1%2BVQ716%2FTZndgdjtvAAAAAGXT35IAAAAB&reviewId=R1IXN4KBDO4CA7",""
