"a-profile href","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-size-base 5","a-size-base 6","a-button-text href","a-size-base href 2","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AEW6BLSM63YZROS5ABD2GD6MEXQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Natalie P.","https://www.amazon.com/gp/customer-reviews/ROLPFX2EZTTR3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","Love this product","Reviewed in the United States on March 13, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dogs favorite treat","One person found this helpful","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCh6I6NMs2WHkv%252BaGD84kyYsxYHNvMSCPh4mhhwBE7BhAAAAAGXT4nAAAAAB%26reviewId%3DROLPFX2EZTTR3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCh6I6NMs2WHkv%2BaGD84kyYsxYHNvMSCPh4mhhwBE7BhAAAAAGXT4nAAAAAB&reviewId=ROLPFX2EZTTR3",""
"https://www.amazon.com/gp/profile/amzn1.account.AFFOS22FW76FBQRLI24DUPZY4EMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","RP","https://www.amazon.com/gp/customer-reviews/R2H86RN641J8LQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","3.0 out of 5 stars","This time 1/4 of bag crumbled....could not use.","Reviewed in the United States on August 20, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves these but they are too expensive to waste 1/4 of the bag due to treats crumbling...will have to find a store I can purchase them at...not taking a chance.  Return window expired.","This time 1/4 of bag crumbled....could not use.","My dog loves these but they are too expensive to waste 1/4 of the bag due to treats crumbling...will have to find a store I can purchase them at...not taking a chance.  Return window expired.","2 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOPCA%252Fff9JYqGz%252FDLXic12OZBfeJCUqPXNGzxsmHjuKmAAAAAGXT4nAAAAAB%26reviewId%3DR2H86RN641J8LQ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOPCA%2Fff9JYqGz%2FDLXic12OZBfeJCUqPXNGzxsmHjuKmAAAAAGXT4nAAAAAB&reviewId=R2H86RN641J8LQ",""
"https://www.amazon.com/gp/profile/amzn1.account.AGCBHKBHHZC4IV474LU3PDCT4PAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jeanna","https://www.amazon.com/gp/customer-reviews/R359FCEE5OLQDK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","Perfect for my little dog","Reviewed in the United States on May 11, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These are small and soft. They are perfect for my little dog that only has five teeth left.","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhB9LGpEr8noC0VTBZPyhDpA7nqlqGmn3RR29Q3WgnYc7AAAAAGXT4nAAAAAB%26reviewId%3DR359FCEE5OLQDK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB9LGpEr8noC0VTBZPyhDpA7nqlqGmn3RR29Q3WgnYc7AAAAAGXT4nAAAAAB&reviewId=R359FCEE5OLQDK",""
"https://www.amazon.com/gp/profile/amzn1.account.AFC7FCI2G4NNTTD5R7TJTZN3JWJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Mimi L. Culpepper","https://www.amazon.com/gp/customer-reviews/R1QYK2VBAGTI0U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","A winner","Reviewed in the United States on March 14, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Perfect for my 11 and 12-year old doggies, Prince and Duke, especially as they’ve had recent dental work. They love these treats!","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOS2wXU96Nh%252FRi4JC4DpBK2%252FcEs6IGu9WPUUrMW2zmEjAAAAAGXT4nAAAAAB%26reviewId%3DR1QYK2VBAGTI0U&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOS2wXU96Nh%2FRi4JC4DpBK2%2FcEs6IGu9WPUUrMW2zmEjAAAAAGXT4nAAAAAB&reviewId=R1QYK2VBAGTI0U",""
"https://www.amazon.com/gp/profile/amzn1.account.AFN4FOCKVFXJDAE527IIE4XVH25Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Edda Mendez","https://www.amazon.com/gp/customer-reviews/R1Y3U31Q80HDLX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","My dog gets excited when he sees the bag","Reviewed in the United States on November 22, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves them and they are actually good for him. I feel good about giving them to him.","One person found this helpful","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBbyDq2iYSE4WwchIE67DhNhoM33rKP5r2zzY72WYdsgAAAAAGXT4nAAAAAB%26reviewId%3DR1Y3U31Q80HDLX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBbyDq2iYSE4WwchIE67DhNhoM33rKP5r2zzY72WYdsgAAAAAGXT4nAAAAAB&reviewId=R1Y3U31Q80HDLX",""
"https://www.amazon.com/gp/profile/amzn1.account.AE5M2VY7UU63NETNMDSLMJWYYMAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Linda","https://www.amazon.com/gp/customer-reviews/R3HDCU2WSYRJ4B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","Senor dog treats","Reviewed in the United States on April 5, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Perfect small chewable treat for my senior Dachshund!","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLBre8fa%252Byk4SyfPmEtgyAb7kNn%252BuPf8s122knfaDzcQAAAAAGXT4nAAAAAB%26reviewId%3DR3HDCU2WSYRJ4B&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLBre8fa%2Byk4SyfPmEtgyAb7kNn%2BuPf8s122knfaDzcQAAAAAGXT4nAAAAAB&reviewId=R3HDCU2WSYRJ4B","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHTWL4KHNHOHWAHONT27WJU25KNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Ed Garren","https://www.amazon.com/gp/customer-reviews/R8QZQS10XQ0MI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","Vito loves them","Reviewed in the United States on June 4, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Vito absolutely loves these, and with his limited teeth (due to age) he can easily eat them.","11 people found this helpful","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOoDtNaSomTOyb7bh%252FWEZay%252BN8ZxMWrLxVKMvz1YXPxZAAAAAGXT4nAAAAAB%26reviewId%3DR8QZQS10XQ0MI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOoDtNaSomTOyb7bh%2FWEZay%2BN8ZxMWrLxVKMvz1YXPxZAAAAAGXT4nAAAAAB&reviewId=R8QZQS10XQ0MI","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AG2VGY62AIZ2MNRO3O24NJNZOKNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chris.Snider","https://www.amazon.com/gp/customer-reviews/R1CS9ZST9VVM8O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","1.0 out of 5 stars","These are not soft treats.","Reviewed in the United States on January 4, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Looking for a soft treat for my elderly Chihuahua. These are not soft at all.","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHTZoIshPXdnhRsaSYrXAXrf2M%252BjgQadCR%252FYG%252FtwntxPAAAAAGXT4nAAAAAB%26reviewId%3DR1CS9ZST9VVM8O&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHTZoIshPXdnhRsaSYrXAXrf2M%2BjgQadCR%2FYG%2FtwntxPAAAAAGXT4nAAAAAB&reviewId=R1CS9ZST9VVM8O","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGBCMLROLR3KCR7MVCDK7GZCYG6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Steven C. Tyler","https://www.amazon.com/gp/customer-reviews/R36KX4316HI9Y6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","1.0 out of 5 stars","No good","Reviewed in the United States on November 15, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","All 3 dogs hated them","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCi6YeV7yvs0P9YqEqO6aNVrQpl6WDKARljaiQM%252BWgewAAAAAGXT4nAAAAAB%26reviewId%3DR36KX4316HI9Y6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCi6YeV7yvs0P9YqEqO6aNVrQpl6WDKARljaiQM%2BWgewAAAAAGXT4nAAAAAB&reviewId=R36KX4316HI9Y6","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGMBSH35JY3OJIIATAC5XQDX63CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a4d12fe0-f83c-402e-97f5-cf4ec1114131._CR0,10.0,312,312_SX48_.jpg""/>","kat","https://www.amazon.com/gp/customer-reviews/R22X8BGE91IZET/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","1.0 out of 5 stars","My dogs hates them","Reviewed in the United States on November 16, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Stale product","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhB73HjafplzXULL3H023BR2u2oniP2VqM2%252BRkEUDjEtlAAAAAGXT4nAAAAAB%26reviewId%3DR22X8BGE91IZET&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB73HjafplzXULL3H023BR2u2oniP2VqM2%2BRkEUDjEtlAAAAAGXT4nAAAAAB&reviewId=R22X8BGE91IZET","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGRKJRPX6I5DQPODOC4YJ7CT4XWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a300e074-abed-4dc0-a69f-2aafbef9f93b._CR62,0,375,375_SX48_.jpg""/>","Memory lane","https://www.amazon.com/gp/customer-reviews/R4EOBY99MNCX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","4.0 out of 5 stars","Smaller and softer treats for smaller/older dogs","Reviewed in the United States on September 25, 2021","","(","We got these because our 15 year old chihuahua is very healthy for her age, but not able to eat anything hard because of some dental issues.We figured if she can get these down, they help her nutritionally, and make her happy, that would be a huge win.Regarding how she took to them...At first, she didn't eat these treats at all, but she is very fussy about food in general.Leaving a few near her favorite sleeping spot, she eventually decided she could deign to eat them as a snack.If you have a dog who is very into treats, I suspect they will gobble these up without hesitation.The treats themselves are: covered with some sort of yellow powder; they are quite small; their texture is soft, but not squishy, and though they have a scent, it is neither intense, nor unpleasant.As shown on the product page, the recommended serving is 8 to 10 treats for dogs 5 lbs and up.Whet they arrived, the treats had a best by date just over six months away, so they're not a treat you can keep on a back shelf forever.One thing I did not like is that they do not specify where these are produced.The company that sells them is based in Texas, but they do not state whether they are manufactured there, which leaves me wondering where they actually come from.Our picky lady does not eat these until she feels like it, but can manage them, even with some dental issues, so I think they are a good choice for senior dogs.She also has experienced no negative side effects from taking them, so that is obviously a big plus in and of itself.I would say if you are looking for a treat for an older dog that is small and easy for them to get down, this would be a good one to try.","Smaller and softer treats for smaller/older dogs","We got these because our 15 year old chihuahua is very healthy for her age, but not able to eat anything hard because of some dental issues.We figured if she can get these down, they help her nutritionally, and make her happy, that would be a huge win.Regarding how she took to them...At first, she didn't eat these treats at all, but she is very fussy about food in general.Leaving a few near her favorite sleeping spot, she eventually decided she could deign to eat them as a snack.If you have a dog who is very into treats, I suspect they will gobble these up without hesitation.The treats themselves are: covered with some sort of yellow powder; they are quite small; their texture is soft, but not squishy, and though they have a scent, it is neither intense, nor unpleasant.As shown on the product page, the recommended serving is 8 to 10 treats for dogs 5 lbs and up.Whet they arrived, the treats had a best by date just over six months away, so they're not a treat you can keep on a back shelf forever.One thing I did not like is that they do not specify where these are produced.The company that sells them is based in Texas, but they do not state whether they are manufactured there, which leaves me wondering where they actually come from.Our picky lady does not eat these until she feels like it, but can manage them, even with some dental issues, so I think they are a good choice for senior dogs.She also has experienced no negative side effects from taking them, so that is obviously a big plus in and of itself.I would say if you are looking for a treat for an older dog that is small and easy for them to get down, this would be a good one to try.","6 people found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOM5Axz54xbodS61IFSsYtniKrjjo%252BissN9XNUcZXL%252BzAAAAAGXT4nIAAAAB%26reviewId%3DR4EOBY99MNCX8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOM5Axz54xbodS61IFSsYtniKrjjo%2BissN9XNUcZXL%2BzAAAAAGXT4nIAAAAB&reviewId=R4EOBY99MNCX8",""
"https://www.amazon.com/gp/profile/amzn1.account.AFO6HNO3EC7LTOJJKCJXP4SEHSCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Michelle","https://www.amazon.com/gp/customer-reviews/R3M2L8GOTN6N77/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","Great for my 13 year-old pup","Reviewed in the United States on September 21, 2022","","","These treats are soft and apparently very tasty. My 13 year-old Yorkie can't wait to get one each day. He has lost most of his teeth but tolerates these treats very well. It was difficult to find something he could eat, and these are perfect. I highly recommend.","Report","Showing  comments","","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKGlEqqz6l4MyihYTQ7BBlXGs%252BsBo3p8oWE3fogq4lgnAAAAAGXT4nIAAAAB%26reviewId%3DR3M2L8GOTN6N77&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKGlEqqz6l4MyihYTQ7BBlXGs%2BsBo3p8oWE3fogq4lgnAAAAAGXT4nIAAAAB&reviewId=R3M2L8GOTN6N77",""
"https://www.amazon.com/gp/profile/amzn1.account.AHPOHKN4PU4W3V5PGFL7AGTAD2AA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c1314d45-5bf5-4e6c-9c99-464bc6b1ac25._CR0,51.0,230,230_SX48_.jpg""/>","Dogs & Horses","https://www.amazon.com/gp/customer-reviews/R3UHVI7NSLZK24/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08S6MQZVV","5.0 out of 5 stars","6 dogs LOVE these","Reviewed in the United States on September 23, 2021","","(","I opened this bag and all 6 dogs formed a circle with tails wagging. They seem to love these little bites. Offering tricks before they were even asked.The ingredients are respectable and there's nothing I object to. No corn or soy added. Each piece is soft enough for our old dogs to chew comfortably and there's no greasy residue on the pieces.","3 people found this helpful","Report","Showing  comments","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Senior-Health%2Fproduct-reviews%2FB08S6MQZVV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhF0wdk8tV%252BQ%252FCR%252Bb3Z4lxbj7nsIosZBwN4VuU9FxrykZAAAAAGXT4nIAAAAB%26reviewId%3DR3UHVI7NSLZK24&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF0wdk8tV%2BQ%2FCR%2Bb3Z4lxbj7nsIosZBwN4VuU9FxrykZAAAAAGXT4nIAAAAB&reviewId=R3UHVI7NSLZK24",""
