"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-color-success","a-size-mini 2","a-size-mini href","a-size-mini 3","a-size-base 6","a-lazy-loaded src"
"","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AE3J6SINKQCXVZ3TQMIG3GN4JBZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/43b22be9-16c8-4ba7-8e04-2f045cec748e._CR0,0,306,306_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/43b22be9-16c8-4ba7-8e04-2f045cec748e._CR0,0,306,306_SX48_.jpg""/>","Snoozer","https://www.amazon.com/gp/customer-reviews/R3RJ0KQZA0JG7R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","Apparently appealing","Reviewed in the United States on November 25, 2021","","(","As soon as I opened the resealable pouch this product came in, my cat zeroed in on the relatively strong fragrance and frantically made his wishes known by rubbing and bumping my legs. He seemed to thoroughly enjoy the small nuggets and begged for more. Now the mere sight of the package elicits a ""give me"" response, and he seems to continue to enjoy it subsequently as much as originally with no obvious adverse allergic or digestive reaction.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLfYSBmgsH2GpBNqiJaon04QzCmtWIUvIzW7Jec8960IAAAAAGXT1M4AAAAB%26reviewId%3DR3RJ0KQZA0JG7R&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLfYSBmgsH2GpBNqiJaon04QzCmtWIUvIzW7Jec8960IAAAAAGXT1M4AAAAB&reviewId=R3RJ0KQZA0JG7R","Showing  comments","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEN5QLCXCHTG6CVXBCCR3O2PTE3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/26d02215-246a-41d4-b26f-3cfd5313e10d._CR0,0,828,828_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/26d02215-246a-41d4-b26f-3cfd5313e10d._CR0,0,828,828_SX48_.jpg""/>","Meagangreenstone","https://www.amazon.com/gp/customer-reviews/RS21IKD0U6053/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","Happy cats !","Reviewed in the United States on October 25, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These treats are amazing!I have 3 kittens that I found on my backyard couch one day. I have raised since they were kittens abandoned and skinny as they ate only trash. I quickly got them back on their feet thanks to treats like these. Every stray cat that comes to my house gets some of these Biteable treats a long with some other cat food. Every cat loves these treats! We are always trying to find treats that’s good for them and are delicious. These treats get a 10/10 in my book.Can’t recommend them more 😍","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGmuIhnl5lxWtimUnTN4IjAM2uN4heQYGbG7YNU5FbwBAAAAAGXT1M4AAAAB%26reviewId%3DRS21IKD0U6053&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Happy cats !","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGmuIhnl5lxWtimUnTN4IjAM2uN4heQYGbG7YNU5FbwBAAAAAGXT1M4AAAAB&reviewId=RS21IKD0U6053","These treats are amazing!I have 3 kittens that I found on my backyard couch one day. I have raised since they were kittens abandoned and skinny as they ate only trash. I quickly got them back on their feet thanks to treats like these. Every stray cat that comes to my house gets some of these Biteable treats a long with some other cat food. Every cat loves these treats! We are always trying to find treats that’s good for them and are delicious. These treats get a 10/10 in my book.Can’t recommend them more 😍","0","There was a problem loading comments right now. Please try again later.","","","","","One person found this helpful",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEOQ7HZBUQJ6HJZRFOMMXBA4UZ3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Briana","https://www.amazon.com/gp/customer-reviews/R4GIJKLRHB24J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","One of my cats favorite treats","Reviewed in the United States on February 14, 2024","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I wanted to find a soft treat for my cats that was healthy and had cranberry in it that my cats would both eat. That is tricky nowadays having two cats with different tastebuds. However ever since I’ve found this on a pet store shelf I will search until I can get my hands on it! I only can find it online now but it makes me feel better that my cats are getting a healthy treat in them that hopefully will help prevent issues down the line.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHCvq%252FqW1ItO92LnLU69IUZryrrkUop3Q8ds8u0O0r06AAAAAGXT1NAAAAAB%26reviewId%3DR4GIJKLRHB24J&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHCvq%2FqW1ItO92LnLU69IUZryrrkUop3Q8ds8u0O0r06AAAAAGXT1NAAAAAB&reviewId=R4GIJKLRHB24J","Showing  comments","0","There was a problem loading comments right now. Please try again later.","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AE2LCGXL7ZM55F3VTC7LTWUYHTFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/9840580e-3c4b-426c-bae4-81b7f9f1be30._CR62,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/9840580e-3c4b-426c-bae4-81b7f9f1be30._CR62,0,375,375_SX48_.jpg""/>","LESLIE OBRIEN","https://www.amazon.com/gp/customer-reviews/R2RBX7XAT13YER/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","4 paws up","Reviewed in the United States on November 19, 2021","","(","So, the super finicky felines that rule the house can, coincidentally, be super finicky about their treats. One will throw up if he gets more than 2-3 at one time, another looks at them and gives me a blank look as if asking “What did you just try to pawn off on me?”, and then there’s the third one that is all-the-treats-all-the-time. So I have a hard time finding treats that they will all like or at least two out of three. So what did they think of these?Smell (that’s mostly me): On the mild side. Didn’t really smell like chicken to me.Hard/soft: Very soft. Two of the cats seemed to eat them okay, but the one that’s missing most of her teeth had trouble with them.Taste (that’s them): they seemed a bit dubious and I think that might be down to the mild smell. While they did eat them, the toothless one was the slower of the three to jump on them.Overall: I like that this product is made in the USA and it’s for all life stages since ours range from 4-11yo. I’ve also found that they do seem to enjoy cranberry when it’s in their foods, which is always a bonus for me (and them). And at the listed price, it’s about on par with other similar products out there. In looking at the brand, I also see that there’s other flavor options, which I intend to investigate.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNrc5%252FieTzyE0py950Ya%252BWN7VrAaNfjyAUuOB%252F%252BbHhQWAAAAAGXT1NAAAAAB%26reviewId%3DR2RBX7XAT13YER&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNrc5%2FieTzyE0py950Ya%2BWN7VrAaNfjyAUuOB%2F%2BbHhQWAAAAAGXT1NAAAAAB&reviewId=R2RBX7XAT13YER","Report","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AHTKWGXRYOT4YWOUZRMH43RMB2QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/cec4f71c-f81a-4e95-9862-3bcc7ecfc165._CR83,0,333,333_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/cec4f71c-f81a-4e95-9862-3bcc7ecfc165._CR83,0,333,333_SX48_.jpg""/>","girasole","https://www.amazon.com/gp/customer-reviews/R3OXB5XXC3A7LB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","3.0 out of 5 stars","Chicken Feast treats","Reviewed in the United States on November 20, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My cat loved these...once.  He then didn't want anything to do with them.  They really do smell awful, which may be a turn-on for some cats but for mine - not so much, I guess.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGE2qZFkN9J7AhTEpY%252FqcdnufNrPd2HbIfXQfx10GGdsAAAAAGXT1NAAAAAB%26reviewId%3DR3OXB5XXC3A7LB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGE2qZFkN9J7AhTEpY%2FqcdnufNrPd2HbIfXQfx10GGdsAAAAAGXT1NAAAAAB&reviewId=R3OXB5XXC3A7LB","Showing  comments","0","There was a problem loading comments right now. Please try again later.","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHFWV2IP54TGQGKSY67KDLGHTPMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","lynn a morris","https://www.amazon.com/gp/customer-reviews/R1LB8UIHB3DP46/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","4.0 out of 5 stars","Cats liked them but they smell horrible","Reviewed in the United States on December 14, 2021","","(","My cats like these treats, but they smelled horrible.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFXuUGyy7q5cIap8Aa%252F74modvGdpQp6KNpsS7kHqKIiiAAAAAGXT1NAAAAAB%26reviewId%3DR1LB8UIHB3DP46&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFXuUGyy7q5cIap8Aa%2F74modvGdpQp6KNpsS7kHqKIiiAAAAAGXT1NAAAAAB&reviewId=R1LB8UIHB3DP46","Showing  comments","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEIW7GMVHQ4HBUXTTYEMHEMADUMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/2d892371-24ba-4302-be95-173242a65062._CR0,0,439,439_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/2d892371-24ba-4302-be95-173242a65062._CR0,0,439,439_SX48_.jpg""/>","Tamara Thorne","https://www.amazon.com/gp/customer-reviews/R13GIYGZN6IDQY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","Healthy Treats for the UTI-Prone","Reviewed in the United States on December 27, 2021","","(","We have six cats and Temptations are their kitty crack of choice, but these far-healthier Naked Biteables are beloved by Woodrow and Wolfie, brothers who are prone to minor but regular UTIs. These treats contain cranberry and that's exactly what they need in their diet to make sure they don't develop problems.While I do add a powder UTI supplement to their food at meals, I love that they come running for these treats several times a day as well. It helps keep them safe and happy.Not all of the other four like them but that's fine. The two that benefit most absolutely love them and I love giving them to them.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDQtuXYMKACLbZ7EcsN3hN%252BZ%252BwSyFwMEsW8TSmDc40%252FoAAAAAGXT1NAAAAAB%26reviewId%3DR13GIYGZN6IDQY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDQtuXYMKACLbZ7EcsN3hN%2BZ%2BwSyFwMEsW8TSmDc40%2FoAAAAAGXT1NAAAAAB&reviewId=R13GIYGZN6IDQY","Showing  comments","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGSYLZVR5XAFVX24YQ6OF4WGXP5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/24f33b5f-3b3e-4ebc-8e6e-fdfa323c86e1._CR82,0,335,335_SX48_.jpg""/>","HeatherInTx","https://www.amazon.com/gp/customer-reviews/R15PJUQ8HRZHF2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","1.0 out of 5 stars","Horrible!","Reviewed in the United States on November 22, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I have 3 cats who will eat ANY treat but these. They smell horrid and are very pricy!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhG16kl50fW0g4OGAnDz%252FyqPofNKNLTeYHUikIORTVrFdAAAAAGXT1NAAAAAB%26reviewId%3DR15PJUQ8HRZHF2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hG16kl50fW0g4OGAnDz%2FyqPofNKNLTeYHUikIORTVrFdAAAAAGXT1NAAAAAB&reviewId=R15PJUQ8HRZHF2","Report","0","There was a problem loading comments right now. Please try again later.","","","","","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AELUBDR7ILZOV5H7QMSXXKJZO6QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/179bdce9-c62a-4896-ace9-2888f2980655._CR25,0,450,450_SX48_.jpg""/>","A reader, a crafter, a gardener and cook","https://www.amazon.com/gp/customer-reviews/R1NUU6RIQQLKRX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","5.0 out of 5 stars","8 of nine cats loved them","Reviewed in the United States on November 23, 2021","","(","Eight of my nine cats loved these. The ninth will eat one but if I put down more than one at a time she'll leave the others.They're a good size for cats. I have a tiny 6 lb one and a massive 16 lb one and they both can get these down.They're semi-moist, you can compress them and put a fingernail through them, not crunchy at all. But they aren't moist enough to form them around a pill like a Pill Pocket either.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhES2dB92zaPWYdnhhEIdxjbBaepQ2UONYF0DGmupLlwlAAAAAGXT1NAAAAAB%26reviewId%3DR1NUU6RIQQLKRX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","8 of nine cats loved them","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hES2dB92zaPWYdnhhEIdxjbBaepQ2UONYF0DGmupLlwlAAAAAGXT1NAAAAAB&reviewId=R1NUU6RIQQLKRX","Eight of my nine cats loved these. The ninth will eat one but if I put down more than one at a time she'll leave the others.They're a good size for cats. I have a tiny 6 lb one and a massive 16 lb one and they both can get these down.They're semi-moist, you can compress them and put a fingernail through them, not crunchy at all. But they aren't moist enough to form them around a pill like a Pill Pocket either.","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFGBVWTQ7QBZZZNUSXS3LJJN3WWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","S.M.","https://www.amazon.com/gp/customer-reviews/R2RHZAPLDT9YHD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","2.0 out of 5 stars","They were great for a few days, but not anymore.","Reviewed in the United States on November 26, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Based on both cats loving the purple furball soft-treats made by the same company, I thought I'd give the health soft-treats a try. At first, both cats would devour them just like the other kind. However, after a few days, the pickier of the two would begin to vomit after eating a few of the health treats, and even the other one would no longer inhale them like he used to.2 days later, the fussy eater will not touch the health treats at all, and will also no longer touch the furball treats - shame, thought I'd finally found something she'd like, but I guess it was not meant to be. Might give it a few days and see if she wants to try at least the furball treats again, but it does look like the health treats are a lost cause for both cats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDPnEH9Mr6wDv4Z8wJ2mGzO%252BMpVSzU2VRVI6cPozQ0J4AAAAAGXT1NAAAAAB%26reviewId%3DR2RHZAPLDT9YHD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDPnEH9Mr6wDv4Z8wJ2mGzO%2BMpVSzU2VRVI6cPozQ0J4AAAAAGXT1NAAAAAB&reviewId=R2RHZAPLDT9YHD","Showing  comments","0","There was a problem loading comments right now. Please try again later.","","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGOGEPH5SA4Z655TEIRIQGOXLRJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","H. Martin","https://www.amazon.com/gp/customer-reviews/RMHP5YUWDVG02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FQDFF3Q","3.0 out of 5 stars","Get Naked Biteables Natural Soft Treats","Reviewed in the United States on November 26, 2021","","(","Every night at bedtime my cat gets a treat. She demands treats because it’s our routine. She has a variety of different ones but I’ve been trying to introduce treats that also have some health benefits and am not having much luck. I gave her one of these treats with her regular nightly treat. That one piece has been sitting uneaten for three nights now. She eats her regular ones but is ignoring this one. If you’re cat will eat it, it’s a good option. But Darcy is not interested.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Biteables-Natural-Chicken%2Fproduct-reviews%2FB09FQDFF3Q%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDmdGk3EYO%252BaZiYLRWRgzXw67WdYCkeySXTFs6DBpYpIAAAAAGXT1NAAAAAB%26reviewId%3DRMHP5YUWDVG02&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Get Naked Biteables Natural Soft Treats","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDmdGk3EYO%2BaZiYLRWRgzXw67WdYCkeySXTFs6DBpYpIAAAAAGXT1NAAAAAB&reviewId=RMHP5YUWDVG02","Every night at bedtime my cat gets a treat. She demands treats because it’s our routine. She has a variety of different ones but I’ve been trying to introduce treats that also have some health benefits and am not having much luck. I gave her one of these treats with her regular nightly treat. That one piece has been sitting uneaten for three nights now. She eats her regular ones but is ignoring this one. If you’re cat will eat it, it’s a good option. But Darcy is not interested.","0","There was a problem loading comments right now. Please try again later.","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
