"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AG2ZCZ2DDZANODRRYHUTNNZGRYSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Aujalee Moore","https://www.amazon.com/gp/customer-reviews/R3OJTWGZRF7N74/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","2.0 out of 5 stars","Very small","Reviewed in the United States on January 12, 2024","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Smaller than advertised when they arrived","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHk7RX%252BszANmdBscvXK87q6Qygdi3HJ%252FlLjamxOEJPyDAAAAAGXT4IcAAAAB%26reviewId%3DR3OJTWGZRF7N74&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHk7RX%2BszANmdBscvXK87q6Qygdi3HJ%2FlLjamxOEJPyDAAAAAGXT4IcAAAAB&reviewId=R3OJTWGZRF7N74","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFGQAXMK37T232BHQDBWTGKYRNRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Geo","https://www.amazon.com/gp/customer-reviews/R1K39SP4W0L8TS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","3.0 out of 5 stars","Choking hazard ? Please watch your pet","Reviewed in the United States on January 24, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Second time my 48 lb & 4.5 month old lab somewhat chokes on these. The piece gets stuck or something and he gags to try to get it in or throw it out. Unfortunately I won’t be buying these anymore. They were so good too","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLuvF8zUBlkI6tJLkTKImYTRX3Gkrd0TUXj7jyTZfCTrAAAAAGXT4IcAAAAB%26reviewId%3DR1K39SP4W0L8TS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","3 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLuvF8zUBlkI6tJLkTKImYTRX3Gkrd0TUXj7jyTZfCTrAAAAAGXT4IcAAAAB&reviewId=R1K39SP4W0L8TS","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFTPUTYQMLHWW65SY6H24ZZRVRDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kat","https://www.amazon.com/gp/customer-reviews/RLX1SF43KAXRB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","2.0 out of 5 stars","These are great treats, but for teething the lasted less than a minute.","Reviewed in the United States on October 21, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These are great treats, but for teething the lasted less than a minute.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOftm59700T8MqpB6kQI8eYD9KuPgKn8xyJjV8UUCg6RAAAAAGXT4IcAAAAB%26reviewId%3DRLX1SF43KAXRB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOftm59700T8MqpB6kQI8eYD9KuPgKn8xyJjV8UUCg6RAAAAAGXT4IcAAAAB&reviewId=RLX1SF43KAXRB","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGAPVBU5QY7SEPRWQEILP5MDQ6AA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Niki","https://www.amazon.com/gp/customer-reviews/R31BEOW85UFP9J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","2.0 out of 5 stars","Puppy Love","Reviewed in the United States on April 30, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Our puppy is an aggressive chewer and we are always looking for some kind of chew treats that are as they say longer lasting unfortunately I was just a bit disappointed in these as they didn’t last as long as I hoped for the amount vs cost there aren’t as many as one would hope, However our pup definitely likes the flavor","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhL%252FNGA1jfcNnfu1rkC24LDJ2ne1gIC7pmD1F6IVABwimAAAAAGXT4IcAAAAB%26reviewId%3DR31BEOW85UFP9J&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL%2FNGA1jfcNnfu1rkC24LDJ2ne1gIC7pmD1F6IVABwimAAAAAGXT4IcAAAAB&reviewId=R31BEOW85UFP9J","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHDAANYW533DBZGTK7FKH3NHLMBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","nanc","https://www.amazon.com/gp/customer-reviews/RHHUPEAG827JH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","4.0 out of 5 stars","teething ring","Reviewed in the United States on January 4, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","They are a good product mylab puppy just devoured it fast","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDI7L49XJcm06sDVw1ee2iL3%252FBaJmy3Ncfes5xyl2LkVAAAAAGXT4IcAAAAB%26reviewId%3DRHHUPEAG827JH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDI7L49XJcm06sDVw1ee2iL3%2FBaJmy3Ncfes5xyl2LkVAAAAAGXT4IcAAAAB&reviewId=RHHUPEAG827JH","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFQE6X3NU5LK3CMT3MU2WMNTBJMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R3H1J3EFI31ZQX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","3.0 out of 5 stars","Good Teething Ring for Smaller Dogs","Reviewed in the United States on September 8, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Way too easy and quick to chew for a german shepherd mix puppy at 3 months of age.  It only took him 10 minutes to finish.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGEMK9quk0awfmJOfkQ0kJIr6GoKCBQe01ikkBg9AqjiAAAAAGXT4IcAAAAB%26reviewId%3DR3H1J3EFI31ZQX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGEMK9quk0awfmJOfkQ0kJIr6GoKCBQe01ikkBg9AqjiAAAAAGXT4IcAAAAB&reviewId=R3H1J3EFI31ZQX","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGRDFT2SBXNYNOZFMI7XY6FHCF4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","CR","https://www.amazon.com/gp/customer-reviews/RI57P75RLWFNI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Shocking hazard","Reviewed in the United States on September 4, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I prefer to not give this to my puppy. Thank God he was supervised, he almost shocked. Please be careful, it was a scary experience.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIAef8Q5lvdygxYMscY2RWvqMVolafZH3ZOMgdxJp0fEAAAAAGXT4IcAAAAB%26reviewId%3DRI57P75RLWFNI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIAef8Q5lvdygxYMscY2RWvqMVolafZH3ZOMgdxJp0fEAAAAAGXT4IcAAAAB&reviewId=RI57P75RLWFNI","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFJHTDWQ3VQGBKZGTQRIW2ZKN7DQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Martha C. Rodriguez","https://www.amazon.com/gp/customer-reviews/RBV3JKKGDFVVF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","5.0 out of 5 stars","Good","Reviewed in the United States on June 13, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves it. Have bought it many times","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCTiUeGPtu8RqOS%252BhBB57sX8nYLWV%252FZl5OUSBkY4ubDpAAAAAGXT4IcAAAAB%26reviewId%3DRBV3JKKGDFVVF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCTiUeGPtu8RqOS%2BhBB57sX8nYLWV%2FZl5OUSBkY4ubDpAAAAAGXT4IcAAAAB&reviewId=RBV3JKKGDFVVF","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFM6WQTXVJ3K4RZBNIH7J5BGSAPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Marsha blake","https://www.amazon.com/gp/customer-reviews/R3LX7PYJWQ983Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Horrible it crumbles","Reviewed in the United States on August 17, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","It crumbles I just have little yorkie  puppy","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEpUOvP1Y4TULpxRbub6RukBZuVvusPotSSerjRRaRqPAAAAAGXT4IcAAAAB%26reviewId%3DR3LX7PYJWQ983Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEpUOvP1Y4TULpxRbub6RukBZuVvusPotSSerjRRaRqPAAAAAGXT4IcAAAAB&reviewId=R3LX7PYJWQ983Y","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGW3O4L7KZQZEHSUWBGZPO6UG4OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Trusting Consumer","https://www.amazon.com/gp/customer-reviews/RIKEPB7D1S056/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Says for puppies but too big for my puppy","Reviewed in the United States on December 5, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Wanted my puppy to have biting options but size was too difficult for her. She is a 5 poundMorkie","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPIsoW%252Bw82eWX0Vx75c11Ruuzj7e6znQS16ijdeWznaWAAAAAGXT4IcAAAAB%26reviewId%3DRIKEPB7D1S056&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPIsoW%2Bw82eWX0Vx75c11Ruuzj7e6znQS16ijdeWznaWAAAAAGXT4IcAAAAB&reviewId=RIKEPB7D1S056","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEUBXO57LNTEWNBGOJUZZ2FMXL7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","rhonda williams","https://www.amazon.com/gp/customer-reviews/R403TQMIO71JF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Eew","Reviewed in the United States on July 20, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Disgusting!! These rings absolutely reek, so I'm giving them to my older pup to get rid of them!!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJxAVEdIgR%252Bsk05V0b%252FiyV%252BBJdxroNM1VHWeN74srm8PAAAAAGXT4IkAAAAB%26reviewId%3DR403TQMIO71JF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJxAVEdIgR%2Bsk05V0b%2FiyV%2BBJdxroNM1VHWeN74srm8PAAAAAGXT4IkAAAAB&reviewId=R403TQMIO71JF","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEEHTFRL4XCIIXHFV4OH25TBXFIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Anderson789","https://www.amazon.com/gp/customer-reviews/R19PYNRUQ28WC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Choking Hazard","Reviewed in the United States on January 12, 2024","","","Always have to toss them after my 7lb puppy (mini golden doodle) breaks the ring after a few mins after chewing. Then she breaks off pieces. The pieces are hard and can cause choking. Beware and at the very least, don’t leave your dog alone with these.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNn3UghU2RBFehNnMF2PLfUIw3za0wZ2dqzwJPxCV7rbAAAAAGXT4IkAAAAB%26reviewId%3DR19PYNRUQ28WC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNn3UghU2RBFehNnMF2PLfUIw3za0wZ2dqzwJPxCV7rbAAAAAGXT4IkAAAAB&reviewId=R19PYNRUQ28WC","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AE3TSN25AWLX3O7IL424BLPTEHRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Diane B","https://www.amazon.com/gp/customer-reviews/R3U72F7U9ANUCN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08PQ7VYSV","1.0 out of 5 stars","Please read","Reviewed in the United States on April 18, 2023","","","Warning ⚠️ My 5 month old Golden Retriever is 45 lbs & a really strong chewer. These rings have a great flavor he liked. Please don’t ever leave your young pup or adult dog unsupervised because big pieces break off or just don’t give because the pup cannot chew them. I had to stop them all together because even when supervised there’s a risk of choking. I have tried calling the company but no response.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Puppy-Teething-Rings-Salmon%2Fproduct-reviews%2FB08PQ7VYSV%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhN15dWeR94UPmEYuLzBz2sDyqXOgEKBj1xhe0FtEaXYRAAAAAGXT4IkAAAAB%26reviewId%3DR3U72F7U9ANUCN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN15dWeR94UPmEYuLzBz2sDyqXOgEKBj1xhe0FtEaXYRAAAAAGXT4IkAAAAB&reviewId=R3U72F7U9ANUCN","Showing  comments","",""
