"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-lazy-loaded src","a-size-base 6"
"https://www.amazon.com/gp/profile/amzn1.account.AETKYYPFA2EB2SUGWY3IJDLHB57Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","rick","https://www.amazon.com/gp/customer-reviews/R3U2Z3KWCAIXQU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Convenience","Reviewed in the United States on August 4, 2023","Great service","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhO4m5v4bodfUo%252FWEV6DzrV9NurEzWCyOh4P3EorHyNmEAAAAAGXT8P0AAAAB%26reviewId%3DR3U2Z3KWCAIXQU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO4m5v4bodfUo%2FWEV6DzrV9NurEzWCyOh4P3EorHyNmEAAAAAGXT8P0AAAAB&reviewId=R3U2Z3KWCAIXQU","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHXFXEEAWM6JFBNIWSTWQKQJV3MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Samantha","https://www.amazon.com/gp/customer-reviews/R3V1RVCX95SVP4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Dog loves it!!!","Reviewed in the United States on December 11, 2019","Love it! My 3 year old chihuahua mix is sooo picky that I have a hard time finding foods/treats that she'll actually touch. I have bought her dental sticks from Greenies, treats from Blue Buffaloe, and many other treats that most dogs I know love but everytime I offer them to her, she gives me this look like ""Really? You want me to eat that??"" She also doesn't like hard treats or treats that are bigger than a dime. But she'll eat these all by herself and not expect me to make it into smaller pieces! Plus, the ingredients are great and it's made in the USA. Couldn't ask for anything better. It's a chew toy, dental stick, and treat.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGOSaJk0uFoDmmdSVWFapMLXOdP77BROopXmI1pPr1ELAAAAAGXT8P0AAAAB%26reviewId%3DR3V1RVCX95SVP4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","5 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGOSaJk0uFoDmmdSVWFapMLXOdP77BROopXmI1pPr1ELAAAAAGXT8P0AAAAB&reviewId=R3V1RVCX95SVP4","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AFQ4TN5ZQ4JEKL7ISN4AT4OOYMPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/5f25b7f7-f24b-46d8-ba3c-f79bb76c663a._CR0,26.0,281,281_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/5f25b7f7-f24b-46d8-ba3c-f79bb76c663a._CR0,26.0,281,281_SX48_.jpg""/>","Emilie","https://www.amazon.com/gp/customer-reviews/R2PIFXFGNVT0VH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Low-cal treat that is pup approved","Reviewed in the United States on June 3, 2020","Low calorie treat that helps plump pooches slim down but not feel deprived. The vet is very pleased at their weight loss, and switching over from higher calorie treats to these Naked Grain sticks has helped immensely. True, they don't last long, but my dogs are 30-40 pounds each, so I didn't expect them to last a long time. A smaller pup might enjoy these for a bit more. I love the price since with 2 dogs always on the lookout for a treat, I need to have some at the ready at all times.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIFt32HFtR%252FPlAvhZurTp9Cb9jq5kJhS0f2BYl7BxGnkAAAAAGXT8P0AAAAB%26reviewId%3DR2PIFXFGNVT0VH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIFt32HFtR%2FPlAvhZurTp9Cb9jq5kJhS0f2BYl7BxGnkAAAAAGXT8P0AAAAB&reviewId=R2PIFXFGNVT0VH","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHQQOXKRLS7TN4P24S5AP2LHHU6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Colacheck","https://www.amazon.com/gp/customer-reviews/R28BUBT8USY84U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Great dental checkups with using this","Reviewed in the United States on March 29, 2017","This is the one thing that my dog comes running for.  She is allergic to grains, breaking out in hot spots all over her body.  I especially like that there are different kinds to cater to a dog's needs.  She is 6 years old and had her first dental a couple months ago and the vet said her teeth were in ""amazing shape"" especially with her being a poodle mix and poodles tend to have dental issues.  Not only that, her teeth are crooked.  All she required was a cleaning.  I do not brush her teeth but rely solely on this product to remove tarter and keep her teeth cleaned.  Mission accomplished!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLkYpfmzdPJFLG6V9zbvWKauSPgKokr76fIH1K7rj%252FeBAAAAAGXT8P0AAAAB%26reviewId%3DR28BUBT8USY84U&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","4 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLkYpfmzdPJFLG6V9zbvWKauSPgKokr76fIH1K7rj%2FeBAAAAAGXT8P0AAAAB&reviewId=R28BUBT8USY84U","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AH44NA7TAO6CAEWV7FEPF3SAZ2SQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7fb5fa93-9e5d-4c90-925a-5aed976957ec._CR0,26.0,281,281_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7fb5fa93-9e5d-4c90-925a-5aed976957ec._CR0,26.0,281,281_SX48_.jpg""/>","Heather","https://www.amazon.com/gp/customer-reviews/R2FBWQMCNQMQ5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","My dog love these","Reviewed in the United States on January 8, 2019","My dogs love these, they get super excited when they see me grab these.  I’ve been giving them these for a couple years now and I have to say their breath and teeth have improved tremendously.  I was told by my vet that my rescue French bulldog needed a teeth cleaning which as most of you know is astronomically expensive.  She recently went in for her annual exam and my vet was shocked on how good her teeth looked.  I highly recommend these.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhMrM%252Fs2cGxbsOBbxPxZe%252Fxj5LJnA162KS7lxlP1FA%252FigAAAAAGXT8P0AAAAB%26reviewId%3DR2FBWQMCNQMQ5Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","4 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMrM%2Fs2cGxbsOBbxPxZe%2Fxj5LJnA162KS7lxlP1FA%2FigAAAAAGXT8P0AAAAB&reviewId=R2FBWQMCNQMQ5Y","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AFVBIMUSO464CAVWQCHJMJ3OT2QA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Carissa Noel","https://www.amazon.com/gp/customer-reviews/R24N8VO7CLTK90/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Dental chews for my chunkers!","Reviewed in the United States on May 18, 2020","It has been a journey trying to find a dental chew for my dogs that does not upset their stomach, plug them up, or give one of my dog’s anal gland issues... from Greenies to Merrick, it wasn’t good... but these chews are great! And the fact that they’re ‘weight management’ is even better because I have a pug and a puggle, notorious for becoming little chunk monsters. I endorse this product.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCCeoKJ571pQoEIeBkFWDiGoSqYVHLlELo4XoCprl4QfAAAAAGXT8P0AAAAB%26reviewId%3DR24N8VO7CLTK90&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCCeoKJ571pQoEIeBkFWDiGoSqYVHLlELo4XoCprl4QfAAAAAGXT8P0AAAAB&reviewId=R24N8VO7CLTK90","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AFFJJXWKQ6PGBPLRG4W4RMQVTNWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","carolynm58","https://www.amazon.com/gp/customer-reviews/R2R3RQHSXMVR88/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Over priced","Reviewed in the United States on December 26, 2021","I have been buying this for my dog for my dog, a nice low calorie treat. I usually buy from chewy and the price is much lower.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAyuoPs2puM5XdEJpIr4IGjAiidUChaasXb%252Bn3qZywcdAAAAAGXT8P0AAAAB%26reviewId%3DR2R3RQHSXMVR88&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAyuoPs2puM5XdEJpIr4IGjAiidUChaasXb%2Bn3qZywcdAAAAAGXT8P0AAAAB&reviewId=R2R3RQHSXMVR88","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AFW4GOVTTE77CMQEIGI6GNSTPAPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/37ace6be-f102-48fa-a4c6-2a143ef3f9ea._CR109,0,281,281_SX48_.jpg""/>","Ri","https://www.amazon.com/gp/customer-reviews/R2JF8U1KTF8F32/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","These are great because they don’t seem to contain sugar","Reviewed in the United States on April 9, 2018","Put my dog on a slight diet as he was getting chunky. These are great because they don’t seem to contain sugar. Pupper loves them and he looks forward to these treats. I like that they are hard enough to where he has to chew but soft enough to bend and break. I’ve gotten every type of these and they are very consistent. It’s the only treat I’ve kept a reoccurring monthly sub for about a year now.I’ll be buying these again of course!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHa0e3d9I8%252FZL%252BEL6yBCUF1RCKaKddrkJDUoTACJzDJmAAAAAGXT8P0AAAAB%26reviewId%3DR2JF8U1KTF8F32&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","5 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHa0e3d9I8%2FZL%2BEL6yBCUF1RCKaKddrkJDUoTACJzDJmAAAAAGXT8P0AAAAB&reviewId=R2JF8U1KTF8F32","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AHZ7GFH2KDN3HEKYDS6XYNJDK42A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0771ae43-1d1d-4e73-a212-e531ab9d8d01._CR0,26.0,281,281_SX48_.jpg""/>","Megan","https://www.amazon.com/gp/customer-reviews/R39FXK9LKX157K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Delicious & Removes Plaque","Reviewed in the United States on February 6, 2020","My dog loves these, and I love giving it to her. They’re small enough for my dog to enjoy without filling her up. They’re also a great balance of soft and hard - soft enough that she’ll chew on them and hard enough that the treats will help remove plaque. I’ve tried many of the flavors offered and have found that my dog loves all of them equally.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEMXRP8G4oy8S1pxejVgGVLoxnJkdh%252BSWAAxZ9nxjubVAAAAAGXT8P0AAAAB%26reviewId%3DR39FXK9LKX157K&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEMXRP8G4oy8S1pxejVgGVLoxnJkdh%2BSWAAxZ9nxjubVAAAAAGXT8P0AAAAB&reviewId=R39FXK9LKX157K","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AFARZLUYMWVW2B25W3DWC4SXNOMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","E. Kelly","https://www.amazon.com/gp/customer-reviews/R1XIBADBAAWQOF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Great treats!","Reviewed in the United States on August 24, 2019","My dog loves all of the get naked grain free treats. I give him one a day and he is always so excited to get one. And he is a picky eater! He also has a sensitive stomach so I have to be careful with what he gets to eat. These are definitely on the ""good foods"" list!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEHW7v60koF8JTKqz8jsBcDGANsWw2dqwLjlCNgwRs9HAAAAAGXT8P0AAAAB%26reviewId%3DR1XIBADBAAWQOF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","3 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEHW7v60koF8JTKqz8jsBcDGANsWw2dqwLjlCNgwRs9HAAAAAGXT8P0AAAAB&reviewId=R1XIBADBAAWQOF","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AHUCG476WE4MOEQ2T2EC6LSTMFIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lisa Perfetti","https://www.amazon.com/gp/customer-reviews/R35BCT8QXSHU8W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Get Naked Grain Free Dental Chew Sticks","Reviewed in the United States on June 23, 2020","My dog loves the Get Naked Grain Free Dental Chew Sticks. Plus, the company has a variety of them for things like: Weight Management, Joint Health, Digestive Health, etc. Theses are wonderful treats with value. I highly recommend Get Naked Grain Free Dental Chew Sticks.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH178S%252FLAKu2aoOh9PkOSQm4DGcEzKeM6i33UETpw8I0AAAAAGXT8P8AAAAB%26reviewId%3DR35BCT8QXSHU8W&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Get Naked Grain Free Dental Chew Sticks","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH178S%2FLAKu2aoOh9PkOSQm4DGcEzKeM6i33UETpw8I0AAAAAGXT8P8AAAAB&reviewId=R35BCT8QXSHU8W","My dog loves the Get Naked Grain Free Dental Chew Sticks. Plus, the company has a variety of them for things like: Weight Management, Joint Health, Digestive Health, etc. Theses are wonderful treats with value. I highly recommend Get Naked Grain Free Dental Chew Sticks.","","Report"
"https://www.amazon.com/gp/profile/amzn1.account.AGUL7Q5NSCGNQOJDEFL3OYPD2NBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lynda R","https://www.amazon.com/gp/customer-reviews/R2XF5VIBULFGQL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","Love these treats","Reviewed in the United States on October 4, 2021","All I can say is that my pup loves these treats! They are his favorite!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJxKkJGye%252FSlfKVqrq1HUSnjhD9FPYuX3OeOkNTdWHe2AAAAAGXT8P8AAAAB%26reviewId%3DR2XF5VIBULFGQL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJxKkJGye%2FSlfKVqrq1HUSnjhD9FPYuX3OeOkNTdWHe2AAAAAGXT8P8AAAAB&reviewId=R2XF5VIBULFGQL","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEAXJGAZNJMKMHUWSCHV5BLDYBYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Barbara","https://www.amazon.com/gp/customer-reviews/R2Z1HIAQFVR1GJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK96I","5.0 out of 5 stars","It is working to decrease appetite.","Reviewed in the United States on November 11, 2019","I got these for my 10 yr old Miniature Schnauzer.  She is over-weight.  When I try to cut back on her food she begs all day.  Gave the first stick today.  She loved it and has not been begging for food. I am impressed.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Weight-Management-Dental%2Fproduct-reviews%2FB01JONK96I%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPClfg82okSCi6QAwNA7i%252FCdkwhH0JeCjBPVpK09V3kwAAAAAGXT8P8AAAAB%26reviewId%3DR2Z1HIAQFVR1GJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPClfg82okSCi6QAwNA7i%2FCdkwhH0JeCjBPVpK09V3kwAAAAAGXT8P8AAAAB&reviewId=R2Z1HIAQFVR1GJ","Report","","Showing  comments"
