"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-lazy-loaded src"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Ursula Reisig","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJwA12YE%2B3YvUrfQV0i6EnPP6djAddEzlQpdihIbMXS4AAAAAGXT5AsAAAAB&reviewId=R1LWNZ54O4IXL9","5.0 out of 5 stars","Great product for smaller puppies","Reviewed in Canada on June 20, 2019","Great product. Our puppy was enjoying it for 4 days. Had to reorder another one.","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","lauren","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDKnoEuE1Rlj708MGdP04kioShX662dpD%2FsqYRgy5JQjAAAAAGXT5AsAAAAB&reviewId=R3NQY0HGTVQTCE","4.0 out of 5 stars","Give it a try","Reviewed in Canada on August 23, 2018","Puppy liked to chew on this but it did not stop him from chewing other things. My puppy would chew on this for a few minutes or at night but this could not keep his attention for very long. Maybe he didn't care for the flavor as much as he liked my shoes but who knows. This is why I am giving it a 4/5 because other bones and such I have purchased have kept his attention for hours. My puppy did use this just not for very long. It's a product you need to try for your puppy if you think it will help with their teething. Not expensive at all, in fact seen this at my local pet store for $5 more.","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chantal houde","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHYEgx8EGdVxr44N4mJ4idKQ0WVPG5w2jeWlX7XEW4r%2FAAAAAGXT5AsAAAAB&reviewId=RZQX1DVAYSYJ2","3.0 out of 5 stars","Translate review to English","Reviewed in Canada on February 20, 2021","","","","Report","https://www.amazon.com/product-reviews/B00X1A2ESC/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2#customerReviews","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","M","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLwzJLFqk4YmFIgpHY0rQ3dZVAs9GBG6pveXgzh7HhguAAAAAGXT5AsAAAAB&reviewId=R2CMY70ZFC3WG8","1.0 out of 5 stars","Received a broken opened item...","Reviewed in Canada on October 8, 2021","The Puppy Teething Ring was broken on arrival even though there was sufficient packing material. In addition, the package was opened and taped shut. This is not acceptable.","","","Report","","Received a broken opened item...","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Margaret","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJkOztIgRR4cOnfqU3e5K2URGLdc1oL7MRV0cQ1JbpqRAAAAAGXT5AsAAAAB&reviewId=R26N2C6VSWG8TT","5.0 out of 5 stars","My puppy loved it","Reviewed in Canada on February 9, 2020","I was a bit nervous giving this to my 4lb puppy but she loved it. It lasted about 4 days for her. It kept her so busy I got a break from those sharp little teeth on my fingers and toes. I went back and bought 5 more to have for awhile.","","","Report","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Alee","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCKjflrImONX3HkVhwQj06Kcx34NxbI005sGv0QqV01HAAAAAGXT5AsAAAAB&reviewId=R1SM3W3C6L9JO5","2.0 out of 5 stars","Ok","Reviewed in Canada on July 3, 2019","My dog ate them in 5 mins. Won't last long !","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","AlexMtl","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH179DAETLqNnbwCgNgPx3VS%2FyJk2MNmwNf8mRhX3QwlAAAAAGXT5AsAAAAB&reviewId=RDQ5Q48ZC2QTT","5.0 out of 5 stars","Puppy loved it!","Reviewed in Canada on January 3, 2020","I have a 3 month old Lab and it's the first time she had anything chicken flavored and she loved it!! It kept her busy for a good 30-45 minutes! I ordered the 1 piece to see if she liked the flavor and I will be ordering the 3 pack next.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPqgcAmtuyR6zNBDKnZeNVyAZWFaPnqVVOotOPBNZma0AAAAAGXT5AsAAAAB&reviewId=R3B95FB8264X19","4.0 out of 5 stars","Puppy likes it","Reviewed in Canada on September 29, 2019","Puppy likes them, not too hard and not too soft. Shes 5 months yorkie/bichon mix so lasts a very long time.","","","Report","","Puppy likes it","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/06ee3a42-aef2-4a26-9231-7aad45850346._CR108,0,283,283_SX48_.jpg""/>","Joel Righter","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN3iKlqt834FLLexY%2FCp%2Fp3zb%2FxxG8A8wgX0ud4qfpcWAAAAAGXT5AsAAAAB&reviewId=RKIY3BYGBN97L","3.0 out of 5 stars","Easy come, easy go. Quickly disappears.","Reviewed in Canada on October 27, 2017","Puppy liked them, but at 8 weeks they were gone quick. These could get costly and personally, I'll stick with the many alternatives out there. All the products in this line have been too soft and easy to consume for my tiny pup.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Mary Beth MacMillan","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK73JC9wywHnk4rMXFtBvxA8160N2JHfP5LzYBfMeaETAAAAAGXT5AsAAAAB&reviewId=RE4Q5PGZHIGT1","5.0 out of 5 stars","Successful distraction","Reviewed in Canada on September 20, 2021","Lasts about 15 minutes. 10 minutes to soften, 5 minutes to digest. I use once a week max.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7f0d417c-a7e9-4725-af4c-15a110c96927._CR0,26.0,281,281_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7f0d417c-a7e9-4725-af4c-15a110c96927._CR0,26.0,281,281_SX48_.jpg""/>","Sherri","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNQV67znMSTN0Bat1NaF6I%2F9yGQZC5RgNlKN0%2F9uh%2BvcAAAAAGXT5A0AAAAB&reviewId=RBE0LB8ILFZC8","5.0 out of 5 stars","My puppy loves them","Reviewed in Canada on November 16, 2021","My vizsla puppy loves them, however she can eat one in under 10 minutes.","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jeanine F","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGY3AiVUV7V0aLQIjkrJg1PgOfR9B552uAjCHDu60rsIAAAAAGXT5A0AAAAB&reviewId=R3PTSI4QKOYPYL","5.0 out of 5 stars","Pup loves these!","Reviewed in Canada on February 15, 2018","I've been giving these to my puppy since I brought him home at 9 weeks, and he LOVES them. He finishes them very quickly, however. He hasn't had any type of bad reaction after eating these and seems to genuinely enjoy the taste and texture. He never leaves a morsel behind when I give him one of these.","","","Report","","","","",""
