"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini href","a-link-normal href","a-size-mini 2","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AHGOVG2ZZOWUOSMTK56BN5ZYNRNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0a488dc9-902f-4ad8-ad1f-0e6593ab25f6._CR0,0,480,480_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0a488dc9-902f-4ad8-ad1f-0e6593ab25f6._CR0,0,480,480_SX48_.jpg""/>","Dawn","https://www.amazon.com/gp/customer-reviews/R2YZ7X7VUPEVMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","4.0 out of 5 stars","Not long lasting for aggressive chewers but dog loved the flavor while it lasted","Reviewed in the United States on January 4, 2023","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","","","I have a 20 lb. Cairn Terrier mix, I gave her this to occupy her on a 14 hour car ride. Keep in mind she did not chew it the entire time and by the time we arrived it was in 3 separate pieces.She did like the flavor, but durability is not its strong suit.She is a very aggressive chewer for her size, giving her lots of chew toys has kept her away from my furniture legs which she originally would naw on when she was a puppy.A little vicks vapor rub (buy the knock off from the $ store) on the legs of anything she was not supposed to chew on and supplying her with Nylabone chew toys for aggressive chewers has kept us all happy. (Just a little of the vapor rub works miracles, you do not have to slather it on)To wrap up, this is a good treat, but a few days at best. Dog approved the taste, she took it with her everywhere while it lasted.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFg%252FU%252Fa61tqXksUxowXUZaCVrZj16A5k2Rg0gdUUzxFeAAAAAGXT8JEAAAAB%26reviewId%3DR2YZ7X7VUPEVMW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFg%2FU%2Fa61tqXksUxowXUZaCVrZj16A5k2Rg0gdUUzxFeAAAAAGXT8JEAAAAB&reviewId=R2YZ7X7VUPEVMW","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEK6LJM3D3JL6X2O7EYAFF5VL2BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","PB","https://www.amazon.com/gp/customer-reviews/R2QZMQH4QU3H9F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","5.0 out of 5 stars","Dog love it","Reviewed in the United States on August 14, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog enjoy it. She doesn't finish it in a day. Maybe it take her to finish in less a week.  Has variety size. Which it comes in more flavor and cool shapes","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIDDuluhnWTTo%252BmGDxK%252BmXMS0H2FMSFry5oT5tRRbWp0AAAAAGXT8JEAAAAB%26reviewId%3DR2QZMQH4QU3H9F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIDDuluhnWTTo%2BmGDxK%2BmXMS0H2FMSFry5oT5tRRbWp0AAAAAGXT8JEAAAAB&reviewId=R2QZMQH4QU3H9F","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEHAXK37QT6P6R3AEZ4B6YAYH2SA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Savannah R","https://www.amazon.com/gp/customer-reviews/R2LCS36NFK6WBK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","5.0 out of 5 stars","Dog like its","Reviewed in the United States on November 11, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","He likes this and takes his time with it","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOxKyhahHHf7VIP9s57HNCc90nXYIK28otaMa6CWy2vaAAAAAGXT8JEAAAAB%26reviewId%3DR2LCS36NFK6WBK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOxKyhahHHf7VIP9s57HNCc90nXYIK28otaMa6CWy2vaAAAAAGXT8JEAAAAB&reviewId=R2LCS36NFK6WBK","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AENEFZQWTVQE4MM4IW6TVJ6RAC6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lourdes Valdes","https://www.amazon.com/gp/customer-reviews/R2X054WNR4XFB7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","5.0 out of 5 stars","Good quality and safe ingredients","Reviewed in the United States on October 6, 2023","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Excellent for bulldogs, safe ingredients and smells good, very good snack","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBTrfqD7P0ONySwbNVtqs2BzLViMA1pXFvI3yawEQxZMAAAAAGXT8JMAAAAB%26reviewId%3DR2X054WNR4XFB7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBTrfqD7P0ONySwbNVtqs2BzLViMA1pXFvI3yawEQxZMAAAAAGXT8JMAAAAB&reviewId=R2X054WNR4XFB7","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG7ETAQVE3FHAORP3CH7QQHGA2QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Quincie B Chubb","https://www.amazon.com/gp/customer-reviews/RMMF39V8TR53I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","5.0 out of 5 stars","my dog gives it 2 paws up","Reviewed in the United States on January 23, 2023","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","my dog loved it","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGIQaLPhMdryNQp4Zs%252FDYm6pnhp6EGiR5vY9%252FpgQpMu%252FAAAAAGXT8JMAAAAB%26reviewId%3DRMMF39V8TR53I&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGIQaLPhMdryNQp4Zs%2FDYm6pnhp6EGiR5vY9%2FpgQpMu%2FAAAAAGXT8JMAAAAB&reviewId=RMMF39V8TR53I","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AE7UHYD6SYS43KTPE2ZPCBHSPCGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Samantha","https://www.amazon.com/gp/customer-reviews/RXIB8392NRIZZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","4.0 out of 5 stars","Became a tripod in 5 minutes","Reviewed in the United States on April 1, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I will start by saying that my dog LOVES this. However, I specifically bought this because the original N-bones last him a long time, and this disappointed in me that regard. I literally gave this to my 4-month-old 40-lb boxer/hound puppy while I was in a meeting, thinking it would keep him busy but 5 minutes in he had already eaten one of the four sticks.So points for flavor and SoMe durability but I won’t be able to consider it a keep-him-busy chew; more like a slightly drawn out snack.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGEwAgFSDcto9TCcaMssPtZzGq0peU%252BHbk5WwetnmbkjAAAAAGXT8JMAAAAB%26reviewId%3DRXIB8392NRIZZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGEwAgFSDcto9TCcaMssPtZzGq0peU%2BHbk5WwetnmbkjAAAAAGXT8JMAAAAB&reviewId=RXIB8392NRIZZ","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGI6P5DCYEE5JIMUGNIXD5MEENPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sage Wolfsong","https://www.amazon.com/gp/customer-reviews/ROI1VMPDMV4YC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","3.0 out of 5 stars","Disappointed","Reviewed in the United States on December 16, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Haven't given the dog his treat yet, and we were looking forward to having something that would challenge his brain.Instead, I got a chew that was broken, and equates to an overpriced bone...","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDzLMaQtLTeBa4JxONYVGy8nXeixmYCa%252FK2OTh4xUR0AAAAAAGXT8JMAAAAB%26reviewId%3DROI1VMPDMV4YC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Disappointed","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDzLMaQtLTeBa4JxONYVGy8nXeixmYCa%2FK2OTh4xUR0AAAAAAGXT8JMAAAAB&reviewId=ROI1VMPDMV4YC","Haven't given the dog his treat yet, and we were looking forward to having something that would challenge his brain.Instead, I got a chew that was broken, and equates to an overpriced bone...","Report",""
"https://www.amazon.com/gp/profile/amzn1.account.AEBX3U6OLZCWR5SFMI4NEEQFLQ7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Dog finished in one day. I thought it was more like a Nyla bone where it would last longer. Not worth $16 that I paid.","https://www.amazon.com/gp/customer-reviews/R36GOATJCH73Z8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","1.0 out of 5 stars","Not worth the money","Reviewed in the United States on June 16, 2023","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog chewed up this ""bone"" in 2 hours. I thought it was more like a Nyla bone where it would last longer. Not worth the $16 that I paid for it.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBzZj1MikWlTxrIGmUUMKo8x3dk8bsJNCKOElp%252BSk544AAAAAGXT8JMAAAAB%26reviewId%3DR36GOATJCH73Z8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBzZj1MikWlTxrIGmUUMKo8x3dk8bsJNCKOElp%2BSk544AAAAAGXT8JMAAAAB&reviewId=R36GOATJCH73Z8","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFYNZBAEEXZ6W7I32NCKB2LUSDCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/acb060a9-aa3f-4df5-b9c5-4afdaba386e4._CR0,0,375,375_SX48_.jpg""/>","Shelly Ponder","https://www.amazon.com/gp/customer-reviews/RHOJ0S7NNOUNH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","3.0 out of 5 stars","Good for a treat but not a long lasting chew","Reviewed in the United States on June 21, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Max, an 80 Ib Dalmatian/Great Pyrenees mix, enjoyed it but it didnt last longer than maybe 20 mins. He ate it like a treat rather than chewed it like a bone. Hoped this would work but nope, still on the hunt for a long lasting, non-nylon, non-rawhide, non-hard-as-a-rock chew bone!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGSVm1I37ESZfGXoeJeAp7wG9PRp7OtU8ahmY5XgT7TDAAAAAGXT8JMAAAAB%26reviewId%3DRHOJ0S7NNOUNH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGSVm1I37ESZfGXoeJeAp7wG9PRp7OtU8ahmY5XgT7TDAAAAAGXT8JMAAAAB&reviewId=RHOJ0S7NNOUNH","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE5YP6ENJG2FIKDNEVDBROD2CZWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Gisell375","https://www.amazon.com/gp/customer-reviews/R2XDR3OEDRHJN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","2.0 out of 5 stars","Most expensive 15 minutes of dog fun EVER","Reviewed in the United States on June 18, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","This quado was obviously very appealing to my dogs - I'd assumed they could gnaw on them for a half hour and then I'd put the rest away for another day.  How naive of me!  My older dog completely consumed this in the first 15 minutes, and the other had already consumed half of it.I was expecting a good after-dinner chew device and instead just got a bunch of very, very expensive extra calories.  Lesson learned - sorry, guys, I won't make the same mistake twice.  Do NOT recommend unless your dogs are very weak chewers.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHcuRf1mJOA26eAt353U0L5j2qdwDjPpNq7x8ckClGP0AAAAAGXT8JMAAAAB%26reviewId%3DR2XDR3OEDRHJN7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHcuRf1mJOA26eAt353U0L5j2qdwDjPpNq7x8ckClGP0AAAAAGXT8JMAAAAB&reviewId=R2XDR3OEDRHJN7","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGZFVPKYVVWX3R2LAZ2ZBTDDXZQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Heidi","https://www.amazon.com/gp/customer-reviews/R36VLZITMLAEOE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","1.0 out of 5 stars","A 10 minute treat never had a chance to be ""interactive""","Reviewed in the United States on December 28, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I ordered the large for my 45 lb 6 year old mixed breed. Gave it to her while we opened our Christmas stockings. 10 minutes later, nothing was left except a stain on my rug. What part was interactive? Or worth the $10 ""deal"" I got on this?","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOMVcl87FubpKgW4hPvXqgDo7bwpfKBEemD8dc2CLUjqAAAAAGXT8JMAAAAB%26reviewId%3DR36VLZITMLAEOE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOMVcl87FubpKgW4hPvXqgDo7bwpfKBEemD8dc2CLUjqAAAAAGXT8JMAAAAB&reviewId=R36VLZITMLAEOE","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGFAZMKOFJA3OTOBYWSCTIQDAZ7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kimberley Wheeler","https://www.amazon.com/gp/customer-reviews/R2FZZILIZO5X4H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B087BHJ9D9","1.0 out of 5 stars","Smells horrible","Reviewed in the United States on September 7, 2022","https://www.amazon.com/N-Bone-Interactive-Flavor-Hickory-701214/product-reviews/B087BL53W7/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Not only did this not last but it smells awful and makes a huge mess","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Interactive-Flavor-Hickory-701214%2Fproduct-reviews%2FB087BHJ9D9%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIOqdjVwe8OGRm%252Bu8O2EOtxMQSzNW%252Bo%252BghbeujqM0M8AAAAAAGXT8JMAAAAB%26reviewId%3DR2FZZILIZO5X4H&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIOqdjVwe8OGRm%2Bu8O2EOtxMQSzNW%2Bo%2BghbeujqM0M8AAAAAAGXT8JMAAAAB&reviewId=R2FZZILIZO5X4H","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
