"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AGVMOJKRDTBJNG47CYYDHIWDI2QA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Auntie Weeza","https://www.amazon.com/gp/customer-reviews/RZU72VK80RXGK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","She loves them !","Reviewed in the United States on January 22, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My older dog 🐕 has digestive issues and has barely has any teeth.  She can chew them without any issues.  Soft chew treats that she will eat and loves !","She loves them !","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEfKEYdYECTOpYuAupEqI%252BNLIFI89OJ9bN%252BLeX0fc1mSAAAAAGXT4RcAAAAB%26reviewId%3DRZU72VK80RXGK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","My older dog 🐕 has digestive issues and has barely has any teeth.  She can chew them without any issues.  Soft chew treats that she will eat and loves !","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEfKEYdYECTOpYuAupEqI%2BNLIFI89OJ9bN%2BLeX0fc1mSAAAAAGXT4RcAAAAB&reviewId=RZU72VK80RXGK","One person found this helpful","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AERSXY2ZNHOWAVDFEGMWFFOACJHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Blackwood","https://www.amazon.com/gp/customer-reviews/RL6FRPMHA8WD7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Dogs Love These","Reviewed in the United States on March 12, 2019","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I wanted treats to give my dogs that are for digestive health.  Found these and they love 'em. I've purchased many packages already, and will continue to do so.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhExuK2J%252F9%252BIO%252B2jU0TC5BeUQ%252Fi6y95Dz%252F3Dxe%252FU53eJFAAAAAGXT4RcAAAAB%26reviewId%3DRL6FRPMHA8WD7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hExuK2J%2F9%2BIO%2B2jU0TC5BeUQ%2Fi6y95Dz%2F3Dxe%2FU53eJFAAAAAGXT4RcAAAAB&reviewId=RL6FRPMHA8WD7","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AGBL6J5RKEI5LHVL74A7RW3QIEAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Carrie L.","https://www.amazon.com/gp/customer-reviews/RAA5XIYJPR968/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Dog loves them!","Reviewed in the United States on September 27, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My picky Westin loves these treats. Since she has a sensitive stomach, these are great for her","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIq1bWPyIqLguJQCsz%252Bo0ICHfIiBKKtBZ5hvuGP1XCdOAAAAAGXT4RcAAAAB%26reviewId%3DRAA5XIYJPR968&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIq1bWPyIqLguJQCsz%2Bo0ICHfIiBKKtBZ5hvuGP1XCdOAAAAAGXT4RcAAAAB&reviewId=RAA5XIYJPR968","Showing  comments","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AF77X636QF2W6A5CLY3XSBVIIJUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Velocity","https://www.amazon.com/gp/customer-reviews/RKAF06E1MX9HW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","good for dog","Reviewed in the United States on September 17, 2017","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves these and sees them as a bit higher value treat while also not upsetting his somewhat tender stomach. I buy these all the time, wish they were cheaper :)","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJ%252B9GxY7acna7JwKtoq3xxaZFM3wcDJsPfAb1U7h5ThyAAAAAGXT4RcAAAAB%26reviewId%3DRKAF06E1MX9HW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ%2B9GxY7acna7JwKtoq3xxaZFM3wcDJsPfAb1U7h5ThyAAAAAGXT4RcAAAAB&reviewId=RKAF06E1MX9HW","Showing  comments","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AFIXB6ZTPRTRGCVYJUI7XY4OKNDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R1Z8EYFMFJXCCF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","She loves them!","Reviewed in the United States on May 21, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I just received it and my puppy loves them!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBFS7bGnYw4wz77sFsw4NSVjtqfFXjuKQFAswytj9FEBAAAAAGXT4RcAAAAB%26reviewId%3DR1Z8EYFMFJXCCF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBFS7bGnYw4wz77sFsw4NSVjtqfFXjuKQFAswytj9FEBAAAAAGXT4RcAAAAB&reviewId=R1Z8EYFMFJXCCF","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AGLP65KJT74PNYBOHJ352DZKIPQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1c85b280-d258-4c87-9149-58e3c78b9822._CR0,17.0,299,299_SX48_.jpg""/>","Jamie Fierro","https://www.amazon.com/gp/customer-reviews/R170FVYKALEQIP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","My dog loves these!","Reviewed in the United States on May 13, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Healthy and a light treat for your pup!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJQ9EdCUivnhDutQLgV%252Fg2rYpsKFqlMCl%252Be8QyoqGPlcAAAAAGXT4RcAAAAB%26reviewId%3DR170FVYKALEQIP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJQ9EdCUivnhDutQLgV%2Fg2rYpsKFqlMCl%2Be8QyoqGPlcAAAAAGXT4RcAAAAB&reviewId=R170FVYKALEQIP","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AG4EAI6P2S5NG5YP2RWU4TB37Y3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lisa","https://www.amazon.com/gp/customer-reviews/R3NTYTZQJWT4FI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Love them","Reviewed in the United States on September 30, 2019","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Yorkie and chihuahua love them. They don’t upset sensitive tummies!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhF%252FmDDYpoXSYkPKYMOtr0xODrA98gfGvdi0zeYRPS8NGAAAAAGXT4RcAAAAB%26reviewId%3DR3NTYTZQJWT4FI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF%2FmDDYpoXSYkPKYMOtr0xODrA98gfGvdi0zeYRPS8NGAAAAAGXT4RcAAAAB&reviewId=R3NTYTZQJWT4FI","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AENXABGMY3TBWIL4HEGEDSHN67ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ff414653-aa5a-4288-8d13-5bd4921bb110._CR0,0,375,375_SX48_.jpg""/>","mytrox","https://www.amazon.com/gp/customer-reviews/RMURS7KTP2JG4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Good for digestion!","Reviewed in the United States on October 24, 2018","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","The pups loved them and I loved that they’re good for them.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHof0UqwK4jPAAAgZclTKvp4RLA2N7e8eooVUDSEd3fxAAAAAGXT4RcAAAAB%26reviewId%3DRMURS7KTP2JG4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHof0UqwK4jPAAAgZclTKvp4RLA2N7e8eooVUDSEd3fxAAAAAGXT4RcAAAAB&reviewId=RMURS7KTP2JG4","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE5TFY2UES32RNETT4CPQ7NNYNRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Carolyn Stone","https://www.amazon.com/gp/customer-reviews/RMQTQUAZHVJ2V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","1.0 out of 5 stars","She doesn’t like them","Reviewed in the United States on January 23, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","She doesn’t like them and won’t eat them","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJZpouHh0ZBMTtQVMDwp43EsEK7d4vxsAQHOL3%252Fn05GKAAAAAGXT4RcAAAAB%26reviewId%3DRMQTQUAZHVJ2V&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJZpouHh0ZBMTtQVMDwp43EsEK7d4vxsAQHOL3%2Fn05GKAAAAAGXT4RcAAAAB&reviewId=RMQTQUAZHVJ2V","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHXRUFRM6RERT6GY6726SWOLCRIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lauren","https://www.amazon.com/gp/customer-reviews/R5DO2IS1LLOLU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Love the ingredient list!","Reviewed in the United States on September 28, 2017","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves these moist flavorful treats","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhB7o%252BNj8Fu7I0%252FPIsuDd8n147GS07bHRvC0eIPp4zmQqAAAAAGXT4RcAAAAB%26reviewId%3DR5DO2IS1LLOLU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB7o%2BNj8Fu7I0%2FPIsuDd8n147GS07bHRvC0eIPp4zmQqAAAAAGXT4RcAAAAB&reviewId=R5DO2IS1LLOLU","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGSRXQOJ3KB3U5XULDDE5SDJYYXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","JG","https://www.amazon.com/gp/customer-reviews/R2H5N8JDESA8SZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Five Stars","Reviewed in the United States on July 27, 2017","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dogs love them","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNpu9UmgSg7WzHaPe%252FxMH8D%252BelSZxNBz0TGUSbTmFTp5AAAAAGXT4RkAAAAB%26reviewId%3DR2H5N8JDESA8SZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNpu9UmgSg7WzHaPe%2FxMH8D%2BelSZxNBz0TGUSbTmFTp5AAAAAGXT4RkAAAAB&reviewId=R2H5N8JDESA8SZ","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AF2E6XSY6B3YZSDLE6SNZOQPB5YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/81f301b9-81cb-4cd7-a3bb-3bd913e2781c._CR21,0,458,458_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/81f301b9-81cb-4cd7-a3bb-3bd913e2781c._CR21,0,458,458_SX48_.jpg""/>","Lerinda Heffron","https://www.amazon.com/gp/customer-reviews/R3BN3IAAE28M4T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Perfect for chronic pancreatitis!","Reviewed in the United States on September 16, 2020","","","My small jackaweenie was diagnosed with chronic pancreantitus (not uncommon in small dogs) and because of it I had to desperately find a treat that was safe to give him; because I couldn't just not give him something while I treated his brother. These were a godsend I tried on a whim, and now they will forever remain a part of our daily treat time. The treats are small and soft- perfect for a senior- and he truly enjoys the taste. They are easy on his stomach, and I have seen a marked improvement in his bowel movements. Wonderful product!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIbBl3IJpH8SRcGPd0nN9ox6i04G5nOoB2JqrqRbvaGtAAAAAGXT4RkAAAAB%26reviewId%3DR3BN3IAAE28M4T&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIbBl3IJpH8SRcGPd0nN9ox6i04G5nOoB2JqrqRbvaGtAAAAAGXT4RkAAAAB&reviewId=R3BN3IAAE28M4T","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AEBKFBVHH6T4CPOFKU4RPVGA2DBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/5158be75-38e8-4126-9741-0e3d2d944a42._CR0,0,960,960_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/5158be75-38e8-4126-9741-0e3d2d944a42._CR0,0,960,960_SX48_.jpg""/>","KayKay67","https://www.amazon.com/gp/customer-reviews/R6PWT21LY5Q0S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Chico loves these!","Reviewed in the United States on March 11, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My sweet, little fur-baby Chico (Maltese Chihuahua) is 12 years old and only 2 teeth left... I bought these to let him try them... we are on our second package and subscribe and save is sending the next on March 22nd.When he goes outside,  he comes in and stands at my desk asking for a treat! Of course, I give it to him because he couldn't eat treats because his teeth was so bad. He had his teeth (all but two) removed, and he is like a puppy now, ESPECIALLY when it comes to these treats... and he is SUPER picky, to boot!!Chico highly recommends them!","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEmiOp4cQ%252BtAynzpEEccesJQ0YD5d6Ks%252BH6ckEC2mAfzAAAAAGXT4RkAAAAB%26reviewId%3DR6PWT21LY5Q0S&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEmiOp4cQ%2BtAynzpEEccesJQ0YD5d6Ks%2BH6ckEC2mAfzAAAAAGXT4RkAAAAB&reviewId=R6PWT21LY5Q0S","Showing  comments","0","There was a problem loading comments right now. Please try again later.",""
