"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-size-base 3","a-size-base 4","a-button-text href","a-size-base 5","a-size-base href 2","a-size-base 6","a-lazy-loaded src","a-size-base 7"
"https://www.amazon.com/gp/profile/amzn1.account.AFD64ANG3AFAYSCOKWW5AV6KPSFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d8250e90-18a1-4568-8426-24c4c97827fb._CR0,0,612,612_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d8250e90-18a1-4568-8426-24c4c97827fb._CR0,0,612,612_SX48_.jpg""/>","C. Tran","https://www.amazon.com/gp/customer-reviews/R3LT3YU4CMLYVF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","My dog loves it","Reviewed in the United States on July 26, 2014","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","It was funny when I first introduced this to my dog.  She was a little scared of it.  She ran up to it and sniffed it and would jump back repeating this process several times.  Then she would cautiously approach it and paw at it.  She eventually ate it.  My dog loves these now and gobbles it right up.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLuMRXyujBfAMQSjZyu7Kaa%252Fij2zQuWPnEq4kIuEDh7AAAAAAGXT8TUAAAAB%26reviewId%3DR3LT3YU4CMLYVF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLuMRXyujBfAMQSjZyu7Kaa%2Fij2zQuWPnEq4kIuEDh7AAAAAAGXT8TUAAAAB&reviewId=R3LT3YU4CMLYVF","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG4HRHUTBQB7QLILHHHUNLMVVWUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Stephanie R.","https://www.amazon.com/gp/customer-reviews/R791TWQPV0GD0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Great for my Shih Tzus","Reviewed in the United States on January 31, 2016","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My shih tzu mixes are obsessed with these things. The bigger one can eat one of these in about 5 minutes while the smaller one takes about 30 minutes to chew on it. All in all I feel great giving them a chew that makes me feel like I am giving them something healthy. Another bonus is when they have snuck up on the couch to chew on them I haven't seen any gross residue that you can get with other similar products. Will be buying again!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDj8UhEX7PV0saCiPgFbz3X9bwuv64048XduyRCOAhOyAAAAAGXT8TUAAAAB%26reviewId%3DR791TWQPV0GD0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDj8UhEX7PV0saCiPgFbz3X9bwuv64048XduyRCOAhOyAAAAAGXT8TUAAAAB&reviewId=R791TWQPV0GD0","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHFNBDG2OPPQUQMEKBYS25DCQ3NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","June H.","https://www.amazon.com/gp/customer-reviews/R8XBTWIUFD1CG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Great treats!","Reviewed in the United States on November 21, 2015","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I have been giving 1 large digestive treat to my golden retriever daily for 6 months now.  It has helped him with his... dunno what it's called... scoot problem?  He sometimes starts smelling a little like iron and would scoot his butt all over the rug.  He hasn't done that since I've changed his treats to the Get Naked series.  I also give him the Joint Health & Antioxidant treats.  He loves these treats, and I feel good about giving it to him!!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhET2HgCcCplDJEMOy%252FRgpD6r52umvW76nOonV9QkZ%252B59AAAAAGXT8TUAAAAB%26reviewId%3DR8XBTWIUFD1CG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hET2HgCcCplDJEMOy%2FRgpD6r52umvW76nOonV9QkZ%2B59AAAAAGXT8TUAAAAB&reviewId=R8XBTWIUFD1CG","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEZ445SFQEXK3X6FLUXLS3J4MGRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/11eb71a5-0066-46a5-a6bf-f7c0c30c6f03._CR0,86.0,320,320_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/11eb71a5-0066-46a5-a6bf-f7c0c30c6f03._CR0,86.0,320,320_SX48_.jpg""/>","Michelle","https://www.amazon.com/gp/customer-reviews/RVDKQ7ELFUPAN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","Good for my kids and I'm happy!","Reviewed in the United States on June 13, 2015","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My older dog loves these soooo very much!! My puppy passes on them for other treats.. They seem a bit hard yet for her to chew as well. Either way, I'm pleased with this purchase as my dog has not had any digestive upsets since I've been giving him them.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhI0SBqQyv8EU85nvEosIAkid0U0OUdY8eJuotqZQmCt3AAAAAGXT8TUAAAAB%26reviewId%3DRVDKQ7ELFUPAN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI0SBqQyv8EU85nvEosIAkid0U0OUdY8eJuotqZQmCt3AAAAAGXT8TUAAAAB&reviewId=RVDKQ7ELFUPAN","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGAPZIZVIJN5DLGNY3BALEGVVX7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kristie K","https://www.amazon.com/gp/customer-reviews/R3IYX2FBOQ4SKD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Good choice for a canine chew.","Reviewed in the United States on August 19, 2015","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Bought these to help with my Australian shepherds gingivitis, and major discolored back teeth. I do not brush his teeth at all and I am sure most people probably don't with today's busy lifestyles. But I must say I can actually see a difference since he's been eating these, and he does seem to like them. His stomach has always been a little finicky with some foods, but he has no problem keeping these down. These chews also help a lot with bad breath. I definitely recommend.","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBIM%252FQyvrV32ZtBFiG9xS%252F%252B2ZKRjiQK3TFjc6%252FEDr49bAAAAAGXT8TUAAAAB%26reviewId%3DR3IYX2FBOQ4SKD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBIM%2FQyvrV32ZtBFiG9xS%2F%2B2ZKRjiQK3TFjc6%2FEDr49bAAAAAGXT8TUAAAAB&reviewId=R3IYX2FBOQ4SKD","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AF3EIPCJ6ISHJGC36LGWFYCEPYXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/9afe444e-d647-407f-8a12-988f5931053d._CR62,0,375,375_SX48_.jpg""/>","nylongirl4","https://www.amazon.com/gp/customer-reviews/R3FHB8FYQ696Z4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","human grade product","Reviewed in the United States on March 1, 2012","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I like this treat for my dogs as it's human grade product. Though all treats need like this should be supervised as some dogs eat too quick and can choke, I find this is definitely  safer and MUCH better quality than greenies or anything by pedigree etc.. none of them are human grade product.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIt20z6Zz0TGxq3JhAVW7cftJEb5h9s1YIBXu2IIApKiAAAAAGXT8TUAAAAB%26reviewId%3DR3FHB8FYQ696Z4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIt20z6Zz0TGxq3JhAVW7cftJEb5h9s1YIBXu2IIApKiAAAAAGXT8TUAAAAB&reviewId=R3FHB8FYQ696Z4","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AFTE3BVFTE4XF5H7L5GQSD2SZS2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1f0aa530-df0f-41f1-9adc-ca586fbb9e13._CR0,54.0,225,225_SX48_.jpg""/>","Cosmic Fyre🌙🌙","https://www.amazon.com/gp/customer-reviews/R20GLSPHTALI3I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Every body Get Naked!! yeah like you didn't see that coming? Seriously really great doggy dental sticks!!","Reviewed in the United States on January 13, 2015","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Silly name fur such great products.CC loves these yummy chewing sticks. Luckily their still available on Amazon. & so good fur her.  Get naked, is a dog loving Co. & CC's vet is pleased with her dental check ups. Recommended fur sm. Doggy owners. I give CC a half  an then later depending on her chewing needs, I give her another half. Read back of package tho for your own fur pals -BB & CC smiles!!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCayS5kQLgrjo4TTepGQ%252B%252FtObboMgZwys1xEeufRuh%252BBAAAAAGXT8TUAAAAB%26reviewId%3DR20GLSPHTALI3I&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCayS5kQLgrjo4TTepGQ%2B%2FtObboMgZwys1xEeufRuh%2BBAAAAAGXT8TUAAAAB&reviewId=R20GLSPHTALI3I","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AF4VRD2P6WD7JIEFEV3X5MKYKAWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","kas","https://www.amazon.com/gp/customer-reviews/R15AEBMT00ZTO4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","glad these are on amazon","Reviewed in the United States on December 30, 2013","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","my dog loves this product and I don't feel guilty about giving it to him. it is great that this version is on amazon because they quickly sell out at our  local pet stores and boutiques. stock up when they are on sale!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFexjMePOC%252FxAL6esELFYYw6nW1ZFkVVK5qleODRq39fAAAAAGXT8TUAAAAB%26reviewId%3DR15AEBMT00ZTO4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFexjMePOC%2FxAL6esELFYYw6nW1ZFkVVK5qleODRq39fAAAAAGXT8TUAAAAB&reviewId=R15AEBMT00ZTO4","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AH72IDXQFUGSRZQRLALX6S6IQDDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Aussie","https://www.amazon.com/gp/customer-reviews/R2W00260CW02K8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Favorite treat and a safe one for my girl","Reviewed in the United States on March 8, 2013","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves these! quality product.I will not give her greenies even with their new formuation it can cause an obstruction.I tested a greenie and a get naked in a home test with simple water..I know there are stomach acids that break down food,but the get naked dissolved and the greenies were a big firm ball of sticky goop I can see why there is a problem.I trust get naked and she LOVES them!!","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAJWdCp16gxlIEbCTb0nqGdsr6Dw2Y6iEnYzvIDSLQVZAAAAAGXT8TUAAAAB%26reviewId%3DR2W00260CW02K8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAJWdCp16gxlIEbCTb0nqGdsr6Dw2Y6iEnYzvIDSLQVZAAAAAGXT8TUAAAAB&reviewId=R2W00260CW02K8","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AHOYLA4HND3CPM6FSW5RU63N7VSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","erikaVR","https://www.amazon.com/gp/customer-reviews/RATD5O7C0TG0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","My dog loved them, so much that I bought him some ...","Reviewed in the United States on March 6, 2016","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog was fighting cancer and he has since passed, but while he was sick these were the only thing that I knew he would not turn down every time he was offered them. My dog loved them, so much that I bought him some in every flavor, but he liked the digestive health ones the best and would pick those ones first if I offered him multiple.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLKtB4v9kjhweTN9pix5aCGNkEpzhRlS02GUtcdY8cWQAAAAAGXT8TUAAAAB%26reviewId%3DRATD5O7C0TG0V&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLKtB4v9kjhweTN9pix5aCGNkEpzhRlS02GUtcdY8cWQAAAAAGXT8TUAAAAB&reviewId=RATD5O7C0TG0V","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEIKPMBHCVG3U4PB6VNAXHGV3ZUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/17dc909b-f7d5-4d3d-94a5-498e17a2c5fc._CR62,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/17dc909b-f7d5-4d3d-94a5-498e17a2c5fc._CR62,0,375,375_SX48_.jpg""/>","Butch","https://www.amazon.com/gp/customer-reviews/R3NECTDTJRFR1N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","Good for Kongs","Reviewed in the United States on July 31, 2011","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dogs really enjoy these but I get a little worried when they get down to the last inch or so as I am afraid they will get stuck in their throat..I stick them in a Kong..won't come out and they still go nuts for it","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJ7nw02FNNVpgTmhPY8FzRttCJFBAvJH17b3K6rh4%252Be8AAAAAGXT8TcAAAAB%26reviewId%3DR3NECTDTJRFR1N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ7nw02FNNVpgTmhPY8FzRttCJFBAvJH17b3K6rh4%2Be8AAAAAGXT8TcAAAAB&reviewId=R3NECTDTJRFR1N","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHKV7OIQGJGAR26Q63Q2GJNA4NVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","BuysTooMuch","https://www.amazon.com/gp/customer-reviews/R5B161G31F00S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Picky dog with sensitive tummy loves them","Reviewed in the United States on October 19, 2014","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My picky little man who has a super sensitive tummy is all about these.  I have bought him other treats similar to this and they site untouched for days until I through them out.  With these he runs off and happy chews away.  I started putting one inside a kong toy even to get more time out of it!  I will be buying more soon.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFq3jK4J253a%252FhlxIj4yC1MYO7vLiA%252FP%252Bw6WQrop%252FDJOAAAAAGXT8TcAAAAB%26reviewId%3DR5B161G31F00S&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFq3jK4J253a%2FhlxIj4yC1MYO7vLiA%2FP%2Bw6WQrop%2FDJOAAAAAGXT8TcAAAAB&reviewId=R5B161G31F00S","","",""
