"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","a-size-base 5","a-size-base href 2","a-size-base 6","a-color-success","a-size-mini 2","a-size-mini href","a-size-mini 3","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AFRYOPZBMHJGY4SA5T3M7FI2DJKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","KP","https://www.amazon.com/gp/customer-reviews/R1WC714CPTA0PZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","4.0 out of 5 stars","Nice for puppies that chew","Reviewed in the United States on November 13, 2023","(","These treats are really nice for puppies that love to chew! They have a very firm texture that makes them somewhat challenging to chew up.My son's puppy loves these! I can't say they have any ""calming"" capabilities though.They are good treats despite not having a calming effect.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBZ3WweQIHNwsg6A5%252BVkmC4B0rPJ%252FafADlNL8j87rL43AAAAAGXT1SQAAAAB%26reviewId%3DR1WC714CPTA0PZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBZ3WweQIHNwsg6A5%2BVkmC4B0rPJ%2FafADlNL8j87rL43AAAAAGXT1SQAAAAB&reviewId=R1WC714CPTA0PZ","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AGPQHP7CESEDET6VNV6YGIZH3MIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Julie A. Parent","https://www.amazon.com/gp/customer-reviews/R6XOL3OXXZAQK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","4.0 out of 5 stars","Gone so fast!","Reviewed in the United States on November 8, 2023","(","I gave these treats to my dog, and he absolutely loved them. He gobbled them up and immediately started chewing on them. I could tell that he was enjoying the taste and texture of the sticks.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEpTGQHA7ESz74qDVveNXa1dhbEhQEeeAspGlMaw1thaAAAAAGXT1SQAAAAB%26reviewId%3DR6XOL3OXXZAQK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEpTGQHA7ESz74qDVveNXa1dhbEhQEeeAspGlMaw1thaAAAAAGXT1SQAAAAB&reviewId=R6XOL3OXXZAQK","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AGJBTPPP66DA26LH2QYMUR6I5GNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7c54f364-3972-40a9-9f15-f28ad78e1bc2._CR0,0,500,500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7c54f364-3972-40a9-9f15-f28ad78e1bc2._CR0,0,500,500_SX48_.jpg""/>","Amanda","https://www.amazon.com/gp/customer-reviews/R20DBZ291GPBX6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","Dogs Love Them!","Reviewed in the United States on November 10, 2023","(","I didn't think these smelled very good, but my dogs disagree wholeheartedly.  They came running when I opened the bag, and all five wanted their sample.  Even my old girl who's been under the weather wanted to eat these.  I did have to break it up into little bites for her, but the other dogs had no problem chewing and eating them.  As far as having calming properties, I didn't really see much evidence of that, but my dogs don't tend to be really high strung anyway.  My old lady has anxiety and she does seem a little calmer, but she's also under the weather.  I'm just glad she wanted to eat something!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDXweUWCq%252B7C%252B%252B1GlZ%252BJUvtMNzJs93KkA%252B5XZZwpHSq8AAAAAGXT1SQAAAAB%26reviewId%3DR20DBZ291GPBX6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDXweUWCq%2B7C%2B%2B1GlZ%2BJUvtMNzJs93KkA%2B5XZZwpHSq8AAAAAGXT1SQAAAAB&reviewId=R20DBZ291GPBX6","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AHQBNBXK6BLL7QPPOYNEDSKVONCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c8d98d7f-25ef-467c-9741-afc9ba5b6df8._CR0,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c8d98d7f-25ef-467c-9741-afc9ba5b6df8._CR0,0,375,375_SX48_.jpg""/>","TheBeesKnees","https://www.amazon.com/gp/customer-reviews/R2T84Y1N3CR5I2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","dogs love","Reviewed in the United States on November 6, 2023","(","More firm/solid/hard than other dental sticks I've given the dogs. That is encouraging since it requires more chewing and a better chance of it knocking plaque off.The dogs liked these and ate theirs in a couple of minutes. I gave it near the end of the day. Neither dog was super active nor had the zoomies before hand, but now both are laying on the couch relaxing, one is even snoring. I'd say they are relaxed.I'm not sure this would calm a dog that is already hyped up, but in the same way a cup of tea won't help an angry human, but it can make nighttime even more relaxing, I look forward to helping the boys wind down for the night with a calming treat.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHTV65a%252Be4WPT7zDx5AktZDkcDCRUZwh7pbsYIJx3yf3AAAAAGXT1SQAAAAB%26reviewId%3DR2T84Y1N3CR5I2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHTV65a%2Be4WPT7zDx5AktZDkcDCRUZwh7pbsYIJx3yf3AAAAAGXT1SQAAAAB&reviewId=R2T84Y1N3CR5I2","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AHYXVYWDTTCEOTSQWCQIATTHZLMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6518dd1e-a6c6-4361-a145-c593c7c59666._CR0,0,496,496_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6518dd1e-a6c6-4361-a145-c593c7c59666._CR0,0,496,496_SX48_.jpg""/>","WhippetRun","https://www.amazon.com/gp/customer-reviews/R23O7GBJ4X2WJS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","Another great treat by ""Get Naked""","Reviewed in the United States on November 20, 2023","(","My dogs loved the ""Get Naked"" puppy bones.. so much that I still get it for them for treats!This is no difference my guys go nuts for them, they smell great also.As far as calming.. that remains to be seen but as far as flavor, they love them.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKQLjY5PfXUj8pIKeqtVekqiyaStOaZTFwu%252F5E7nKPbRAAAAAGXT1SQAAAAB%26reviewId%3DR23O7GBJ4X2WJS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKQLjY5PfXUj8pIKeqtVekqiyaStOaZTFwu%2F5E7nKPbRAAAAAGXT1SQAAAAB&reviewId=R23O7GBJ4X2WJS","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AEA3AXQQQCAPNAMOEQJ7BZ6CX7EQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c335c0db-8310-42f2-90d2-016ff9d82075._CR0,0,500,500_SX48_.jpg""/>","Angie Bailey","https://www.amazon.com/gp/customer-reviews/R3RUWFS3QT2RB9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","Nic","Reviewed in the United States on November 9, 2023","(","These treats don’t smell like your typical dog treats. They are decent sized treats. I gave them to my two Pitbulls and my stepdaughter’s Aussiedoodle and they were able to eat these treats easily within just a couple of minutes. They seemed to really enjoy them. However, these treats are a bit too big and hard for my Pomeranian to eat. I can’t say they calmed the down much though.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFjmw9oezOJXEt4TI8vMdbJcCxQz9RMntzv7jy8MGp20AAAAAGXT1SQAAAAB%26reviewId%3DR3RUWFS3QT2RB9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFjmw9oezOJXEt4TI8vMdbJcCxQz9RMntzv7jy8MGp20AAAAAGXT1SQAAAAB&reviewId=R3RUWFS3QT2RB9","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEPVQLQXTRZTMY2U2XYV4O4BORAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Love","https://www.amazon.com/gp/customer-reviews/R2Q5JIYMITPYMG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","My dogs love it!","Reviewed in the United States on November 15, 2023","(","Pretty good size my dogs love it. It must taste good! The treats are slightly soft so they won't hurt or damage small dogs teeth. My pups breath smells good after eating these!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCu2j7Py2r0YStfOW2XqopwNCwHmqo0lXZ19CVa2WBFgAAAAAGXT1SQAAAAB%26reviewId%3DR2Q5JIYMITPYMG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCu2j7Py2r0YStfOW2XqopwNCwHmqo0lXZ19CVa2WBFgAAAAAGXT1SQAAAAB&reviewId=R2Q5JIYMITPYMG","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE7MG6DUPIB4MB3U7XS65FKNLJ3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Trainer Heidi","https://www.amazon.com/gp/customer-reviews/RSL3CC135RU2V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","My dog loves them","Reviewed in the United States on November 6, 2023","(","I love mixing up the treats my dogs gets and I always give her a dental treat at night. She has started getting tired of many of the treats I usually get her. When I opened this package she came running. She has been eating these for several nights and is still in love with them. She's 60lbs and these are a good size for her,  so if you have smaller dogs you might want to break these into smaller pieces.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJuzU4Cn0dcAQjmT3Qc9LRxkRWMH3DieLD6AfBQTN8GBAAAAAGXT1SQAAAAB%26reviewId%3DRSL3CC135RU2V&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJuzU4Cn0dcAQjmT3Qc9LRxkRWMH3DieLD6AfBQTN8GBAAAAAGXT1SQAAAAB&reviewId=RSL3CC135RU2V","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGKLVGZ35ITI34YEAMYGW2BQEGVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lisa Gbg","https://www.amazon.com/gp/customer-reviews/R1ZFZORB0YUBCG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","My dogs approve","Reviewed in the United States on November 8, 2023","(","My dogs love these dental treats that are made in the USA.  I split one stick between them. The treats did not cause any stomach upset.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHzC%252BQ9kTudh5HAEz9ijmk6ZhDv3OHVyibLw%252Bud5RiDhAAAAAGXT1SQAAAAB%26reviewId%3DR1ZFZORB0YUBCG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHzC%2BQ9kTudh5HAEz9ijmk6ZhDv3OHVyibLw%2Bud5RiDhAAAAAGXT1SQAAAAB&reviewId=R1ZFZORB0YUBCG","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFA3WCD2VXXC5XGTIXHVURHTAFSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/bf69bc73-74ec-48a8-b2d6-ff81bdaab12f._CR0,0,445,445_SX48_.jpg""/>","Rutablavsky","https://www.amazon.com/gp/customer-reviews/R2925IOEZGEV40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","Both Dogs Loved Them","Reviewed in the United States on November 9, 2023","(","Both my dogs grabbed these and ran off and started chewing them up immediately.  I don't know how calm it made them, but they sure enjoyed them as treats.  The treats were chewed up fairly quickly, but they lasted a couple minutes at least for my smaller dog.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEknaDJZSoaqKAduVL%252BIphYQFKnw104IF4R6H7tbqZ18AAAAAGXT1SQAAAAB%26reviewId%3DR2925IOEZGEV40&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEknaDJZSoaqKAduVL%2BIphYQFKnw104IF4R6H7tbqZ18AAAAAGXT1SQAAAAB&reviewId=R2925IOEZGEV40","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGNWEY53SXE3VQR2AXMJZKDVA57Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","L","https://www.amazon.com/gp/customer-reviews/RZS8X4HHJE6FZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","Dog Likes It","Reviewed in the United States on November 7, 2023","(","My dog was very excited to give these dental chews a try. He ate one in about 1 minute, which is about what I expected as they are on the smaller side. He also did seem calmer after, but I don't know if that was coincidence or not.","Dog Likes It","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCJklgngrXbK8t%252BGdIycR4z%252BmkgswQh%252FD8nuWVl7HjmxAAAAAGXT1SYAAAAB%26reviewId%3DRZS8X4HHJE6FZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","My dog was very excited to give these dental chews a try. He ate one in about 1 minute, which is about what I expected as they are on the smaller side. He also did seem calmer after, but I don't know if that was coincidence or not.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCJklgngrXbK8t%2BGdIycR4z%2BmkgswQh%2FD8nuWVl7HjmxAAAAAGXT1SYAAAAB&reviewId=RZS8X4HHJE6FZ","Report","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AHAUPRV26D4WPQN2JIJUWUZQM7WA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Mrs.H","https://www.amazon.com/gp/customer-reviews/RHR9T19UJ70FH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","dog approved","Reviewed in the United States on November 12, 2023","(","my girl loves these! they are hard so be weary of your dogs loose teeth or lack of.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLJmSjKngR8StrMfxDhWLx0lnb2Xc8jz4st%252BnzXqLU3uAAAAAGXT1SYAAAAB%26reviewId%3DRHR9T19UJ70FH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLJmSjKngR8StrMfxDhWLx0lnb2Xc8jz4st%2BnzXqLU3uAAAAAGXT1SYAAAAB&reviewId=RHR9T19UJ70FH","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
"https://www.amazon.com/gp/profile/amzn1.account.AGBJJYJ3CKEKID5PLR2QGGUZFCVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/4de1e515-da23-416d-9dd1-bac21342ba58._CR0,0,482,482_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/4de1e515-da23-416d-9dd1-bac21342ba58._CR0,0,482,482_SX48_.jpg""/>","Dani","https://www.amazon.com/gp/customer-reviews/R24FFREHA6YIA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDRFBRNY","5.0 out of 5 stars","My dogs enjoyed these","Reviewed in the United States on November 9, 2023","(","These arrived fresh and were sealed well. My dogs ate them right up. They look like good quality dental treats.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Grain-Free-Chicken-Calming%2Fproduct-reviews%2FB0CDRFBRNY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDYMz8VrGvydywvKbC8BtimUiZKcy%252Fq13yffZkJbzblnAAAAAGXT1SYAAAAB%26reviewId%3DR24FFREHA6YIA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDYMz8VrGvydywvKbC8BtimUiZKcy%2Fq13yffZkJbzblnAAAAAGXT1SYAAAAB&reviewId=R24FFREHA6YIA","","Vine Customer Review of Free Product","What's this?","https://www.amazon.com/gp/vine/help?ie=UTF8",")",""
