"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AFFNTS4I7QYBBLBMX2NKLPCYH3SA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Paula","https://www.amazon.com/gp/customer-reviews/R36R1WFQWU0MH1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Perfect puppy chews!","Reviewed in the United States on February 4, 2019","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I did my research before obtaining this chews for my puppy. I wanted a natural product without all the hidden preservatives. My puppy was a rescue and when I got her, her health was very poor and always has a VERY sensitive stomach. I have to watch what treats I give her because she usually throws up to MOST OF THEM! It has been now 5 months since I have been getting these chews and she has not thrown up AT ALL. I give her one before bedtime and she goes crazy when she sees me pull out the dental chew from the bag. Since she is 7 months now, I will be moving on to the Skin and Coat Dental Chews to try them. I love this brand!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLnCj%252FlaK52e5QLuapDwCNWb6m3PL7qx3XpQVflQNlcTAAAAAGXT4rwAAAAB%26reviewId%3DR36R1WFQWU0MH1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLnCj%2FlaK52e5QLuapDwCNWb6m3PL7qx3XpQVflQNlcTAAAAAGXT4rwAAAAB&reviewId=R36R1WFQWU0MH1","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGRM3XEKIEK54TJGL3HLSQ54JXWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Rachel","https://www.amazon.com/gp/customer-reviews/R2KTDBIWI35N2N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Great size treat for any size dog","Reviewed in the United States on February 12, 2023","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dogs love these, no junk and a great size treat.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOiIPGHrApD0gC5VKY9RBiHGhiJMrOzX6Qtj%252Btg75plUAAAAAGXT4rwAAAAB%26reviewId%3DR2KTDBIWI35N2N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOiIPGHrApD0gC5VKY9RBiHGhiJMrOzX6Qtj%2Btg75plUAAAAAGXT4rwAAAAB&reviewId=R2KTDBIWI35N2N","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFISABBO4LCYCZYMKI3CEBU2C73A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ShE","https://www.amazon.com/gp/customer-reviews/R1U1FAIYFVZO36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Liked it, will buy again","Reviewed in the United States on January 16, 2023","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My pup really likes it and I can feel a difference in her smell of breath","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOcmf2M%252FRqqbtsQmB0NNRg7ZFr8YIHGa%252BRxpUqCFXrooAAAAAGXT4rwAAAAB%26reviewId%3DR1U1FAIYFVZO36&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOcmf2M%2FRqqbtsQmB0NNRg7ZFr8YIHGa%2BRxpUqCFXrooAAAAAGXT4rwAAAAB&reviewId=R1U1FAIYFVZO36","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEJRFT6VDZIVD77SUOMGM2J7QXGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Angela","https://www.amazon.com/gp/customer-reviews/R3E6WX557CJDZ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Loved by the pupper!","Reviewed in the United States on July 22, 2021","Size: 3 pack","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B07513585W/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I did a lot of research looking for special treats for my pup, Jasper, and decided on these. I do not regret my choice. Jasper absolutely loves them and I am happy to treat him with these without worrying about them not being appropriate for his age. He's had no touble with digestion, but I do limit him to 2 per day.  If he had his way, I truly believe he'd eat the whole bag!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhF9%252Bs0jY6GAkv0mMKW2ldsU8qR1g2AO9kkIYIScvw03CAAAAAGXT4rwAAAAB%26reviewId%3DR3E6WX557CJDZ3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF9%2Bs0jY6GAkv0mMKW2ldsU8qR1g2AO9kkIYIScvw03CAAAAAGXT4rwAAAAB&reviewId=R3E6WX557CJDZ3","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEJOYSPMLMXZBI7F4XP2LF2TK3CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/13e94201-75a0-4ea0-adea-cbc0e177b6ff._CR0,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/13e94201-75a0-4ea0-adea-cbc0e177b6ff._CR0,0,375,375_SX48_.jpg""/>","B.W. Sally","https://www.amazon.com/gp/customer-reviews/RW94KS63TGJSO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","My Pup Loves These!","Reviewed in the United States on January 7, 2017","","","My lil pupper loves these!  I tear the stick in half to give him half after his breakfast, and one after his dinner.To me they kind of smell like chocolate almond milk!  Mmm!!  I almost want to try one, haha, very cool!  Feels like I'm spoiling my pup when I give him these, but they're so good for helping with the  puppy breath!  Not many dental sticks say if they're okay for puppies, especially with a little guy like mine.  Just wanted to be safe.  He started on these since he was 11 weeks.  Seems to help with his pottys too!When I ran out of the first bag, I ordered two more.  Wish the stores around here sold them, but I can always just order them here.  :)","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH0RWYDmcclRxQ7MQcWTcVi7b743qTer3yCt%252FPnwP9sAAAAAAGXT4r4AAAAB%26reviewId%3DRW94KS63TGJSO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","My Pup Loves These!","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH0RWYDmcclRxQ7MQcWTcVi7b743qTer3yCt%2FPnwP9sAAAAAAGXT4r4AAAAB&reviewId=RW94KS63TGJSO","My lil pupper loves these!  I tear the stick in half to give him half after his breakfast, and one after his dinner.To me they kind of smell like chocolate almond milk!  Mmm!!  I almost want to try one, haha, very cool!  Feels like I'm spoiling my pup when I give him these, but they're so good for helping with the  puppy breath!  Not many dental sticks say if they're okay for puppies, especially with a little guy like mine.  Just wanted to be safe.  He started on these since he was 11 weeks.  Seems to help with his pottys too!When I ran out of the first bag, I ordered two more.  Wish the stores around here sold them, but I can always just order them here.  :)","23 people found this helpful",""
"https://www.amazon.com/gp/profile/amzn1.account.AEMZX35IBMAGZY54CEL3OKDMVNCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Holly","https://www.amazon.com/gp/customer-reviews/R3PHJV52XDA6B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Just like denta stix","Reviewed in the United States on September 2, 2022","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","This was perfect for my reduce pup who will be one year old this month! It only took her about 13 ish minutes to finish  this treat. It does NOT smell. I would buy it again!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLOSIZdi40ZXhQmlP7IVryoJ5F1cZdal0iCelcU4G%252FdCAAAAAGXT4r4AAAAB%26reviewId%3DR3PHJV52XDA6B&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLOSIZdi40ZXhQmlP7IVryoJ5F1cZdal0iCelcU4G%2FdCAAAAAGXT4r4AAAAB&reviewId=R3PHJV52XDA6B","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEIVXF7CTHUCGZLGRDECRV4AVHFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f00468f5-78ce-4a63-a902-c059f66333e0._CR0,0.0,333,333_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f00468f5-78ce-4a63-a902-c059f66333e0._CR0,0.0,333,333_SX48_.jpg""/>","cassie","https://www.amazon.com/gp/customer-reviews/R3DB9FSZ1QBU6T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Would recommend","Reviewed in the United States on May 29, 2021","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy loves these, she stops everything she is doing to lay and chew on it. Smells great, she likes the taste. It will last her probably a half hour until it a tiny nub..when it gets to small I do worry about her choking on it so I take it away but she just goes on to the next thing. Over all I am very happy with this purchase and so is Honey","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHgcAWwIkjy3qJbu3vfHNVhB6JHMtsOhtKCKACl7sO7KAAAAAGXT4r4AAAAB%26reviewId%3DR3DB9FSZ1QBU6T&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Would recommend","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHgcAWwIkjy3qJbu3vfHNVhB6JHMtsOhtKCKACl7sO7KAAAAAGXT4r4AAAAB&reviewId=R3DB9FSZ1QBU6T","My puppy loves these, she stops everything she is doing to lay and chew on it. Smells great, she likes the taste. It will last her probably a half hour until it a tiny nub..when it gets to small I do worry about her choking on it so I take it away but she just goes on to the next thing. Over all I am very happy with this purchase and so is Honey","One person found this helpful",""
"https://www.amazon.com/gp/profile/amzn1.account.AHFMMAQGPUXOIZ2JDIPOUOLHFPBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kimberly  Lewis","https://www.amazon.com/gp/customer-reviews/R1YVC23LPAS3KN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","3.0 out of 5 stars","Wish I could give 5 stars!","Reviewed in the United States on February 19, 2022","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I’m so sad to have to write this review! Our puppy has LOVED these chews since the time we brought her home, however we’ve realized they’re making her sick. She’ll have bouts of throwing up all her food after she eats, and though it’s partially due to her fast eating, we’ve observed that it’s always after she’s had a chew stick the night before. Might work better for other dog breeds, but our sweet bernedoodle is a no go :(","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBpJISpC1yKdskzkmle2v%252Bx1dBY4MbPjlc9RD9UwIFaqAAAAAGXT4r4AAAAB%26reviewId%3DR1YVC23LPAS3KN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBpJISpC1yKdskzkmle2v%2Bx1dBY4MbPjlc9RD9UwIFaqAAAAAGXT4r4AAAAB&reviewId=R1YVC23LPAS3KN","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHAI4X2OTJTGQ5FNJH4F2MSFSN5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","abc","https://www.amazon.com/gp/customer-reviews/R3HC5XN6VCYTOG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","2.0 out of 5 stars","Too hard","Reviewed in the United States on June 9, 2023","Size: 3 pack","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B07513585W/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I have been buying these for a long time. Lately I have been receiving them and they are hard as nails - especially the ends-  which are very sharp. They are not out of date. I don't feel comfortable giving this to my dog anymore","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKracnZaHaMYnLMDODE4eRcR%252Bf%252Fcv9f8uNaolkQ8nIHTAAAAAGXT4r4AAAAB%26reviewId%3DR3HC5XN6VCYTOG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKracnZaHaMYnLMDODE4eRcR%2Bf%2Fcv9f8uNaolkQ8nIHTAAAAAGXT4r4AAAAB&reviewId=R3HC5XN6VCYTOG","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AF6PAR7HXWODPKMC6N6SX43EZG6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","SC","https://www.amazon.com/gp/customer-reviews/R2IESKPEXWJL0P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Great product!","Reviewed in the United States on May 8, 2018","Size: Small/12.4 oz","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B06XFMQZL4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My little dog loves these. I wanted a sort of doggy breakfast i can give my pup in the morning while i'm getting ready for work. Something that is good for her but won't make her fat and would help with her teeth. These fit the bill. They are very low calorie, made with quality ingredients, are good for her teeth and make her breath smell minty fresh.And, my puppy thinks these are a treat! I tried giving her the greenies before and she wanted nothing to do with them. But these, she begs for. So we are both happy. She gets one every morning and its the perfect size and amount for her.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhMUMOddkgv6JY7k3wbJnWtJw5w9i7IpfXtdCf1HpV%252FyqAAAAAGXT4r4AAAAB%26reviewId%3DR2IESKPEXWJL0P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","4 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMUMOddkgv6JY7k3wbJnWtJw5w9i7IpfXtdCf1HpV%2FyqAAAAAGXT4r4AAAAB&reviewId=R2IESKPEXWJL0P","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFLNLCL53GNVRZ5I7VZTMWQASDQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chandler.","https://www.amazon.com/gp/customer-reviews/R1XUNAU6YM2TRM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","These are great all around dental stick.","Reviewed in the United States on May 7, 2022","Size: 3 pack","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B07513585W/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Puppy loves them as if they are treats, and they definitely help with the breath. They have an almost licorice smell which is pleasant, and they are just soft enough for puppies. No upset stomach from one every day or so.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhN33ybha46wzF6u6qfEHdMJtpJDVf%252BsiiG%252Fm0rE6n0PFAAAAAGXT4r4AAAAB%26reviewId%3DR1XUNAU6YM2TRM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN33ybha46wzF6u6qfEHdMJtpJDVf%2BsiiG%2Fm0rE6n0PFAAAAAGXT4r4AAAAB&reviewId=R1XUNAU6YM2TRM","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AE4AHVMI5KI43OTAER5UM36S5HPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/5d6ae0a6-5db9-40f8-8ec8-7d50ca625a2b._CR0,0,375,375_SX48_.jpg""/>","Carissa Iacona","https://www.amazon.com/gp/customer-reviews/R3ORQLXFVNAYT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Soft chewable for picky puppies","Reviewed in the United States on January 4, 2022","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I have a toy poodle that is a pain when it comes to  her snacks. She tends to enjoy softer treats but also something that will take a little work to enjoy. I’ve been buying these for months, she loves them and they are easy to break in half.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJAlwDwLmgC14G28e%252BJt3h8i4BVf3Kdjv%252Fo5uaxcID6EAAAAAGXT4r4AAAAB%26reviewId%3DR3ORQLXFVNAYT8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJAlwDwLmgC14G28e%2BJt3h8i4BVf3Kdjv%2Fo5uaxcID6EAAAAAGXT4r4AAAAB&reviewId=R3ORQLXFVNAYT8","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
