product_id,user_name,rate_stars,review_title,review_date,comment_content
B00JN9EP6E,DB's Treasures on Mercari,4.0 out of 5 stars,Dogs liked these dental stick!,"Reviewed in the United States on September 27, 2021","My 3 dogs enjoyed these dental sticks, even my picky dog, but I'll probably not buy them again because with having 3 dogs I need bulk... So if they ever offer a bulk of 100+ dental sticks at a decent discounted price per piece then I'm on board!"
B00JN9EP6E,Samantha dolan,4.0 out of 5 stars,Dog breath saver,"Reviewed in the United States on April 5, 2021",My 20 pound dog loves these. I give her one early in the day and one later in the day after dinner and they really seem to be helping with her bad breath. They are the first ones we’ve gotten that actually smell minty.
B00JN9EP6E,R. A. Hentz,5.0 out of 5 stars,Dogs love ‘em & Mom feels good serving them!,"Reviewed in the United States on February 12, 2020","This is probably my 75th bag of this product!  While I haven’t personally tasted them, my doggos go nutso for these. They love all of the Twistix flavors, but I think this is their fave (or it would be mine if I could eat them!).  As their fur-mommy, I love these bc they’re Made in the USA, with high-quality ingredients!  They are a little higher in calories, but my boys are small, so I buy the large size stix & cut them into thirds!!  Less calories and I get more out of the bag!!  Great purchase!"
B00JN9EP6E,NNS,5.0 out of 5 stars,Girls love them!!,"Reviewed in the United States on November 6, 2017","My girls LOVE these! Bonus, their breath smells great after I give them one. I wish there was a smaller size, I have to cut a half inch or so off the ones I give to buy 5lb dog. They take a long time to chew through, but my 6lb dog gets done with hers, before the 5lb one gets done with the one I made shorter.She then runs to get the other one, and of course the little one doesn't want that so she tries to eat it as quick as possible. That's why I make it smaller. I don't want her to choke."
B00JN9EP6E,Suz,4.0 out of 5 stars,Best product we've tried so far,"Reviewed in the United States on July 22, 2017","They actually help reduce dog breath! Best product we've tried so far. Surprisingly enough (with mint and vanilla flavor) they are my dog's favorite too - he'll do anything for them. The only drawback - the treats are large (even for my large dog - pictured) and seem pretty rich. I'd typically break them and feed half per day but they are more than difficult to break. Since they're so big, and with so few in the bag, i feed every other day."
B00JN9EP6E,Sharon,5.0 out of 5 stars,My dog's MOST favorite chew treat!,"Reviewed in the United States on January 3, 2018","My dog's MOST favorite chew treat. He is a 10 lb Jack Russell mix with Chihuhua. He is a very picky eater and I cook his food, all special made for him. He loves the taste of these and although it doesn't last but 10-15 min, he feels very rewarded with this very special "" treat toy"". We call them twisty toys, and he knows the word very well. I throw it up in air, and he catches it. Then he precedes with a throwing and catching game by himself, throwing in air and catching it, then chewing it. Great price too!"
B00JN9EP6E,**SPOILER ALERT**,5.0 out of 5 stars,One of my dog's favorites,"Reviewed in the United States on December 9, 2020","My dog loves these. This and the milk & cheese flavor are her favorites... the banana & yogurt, not so much. I have a min pin and even though I get the small I try not to give her an entire one. Usually, when I first open the bag, they are soft enough to cut through a little and break in half."
B00JN9EP6E,Kathryne A.,5.0 out of 5 stars,My dog cannot get enough!,"Reviewed in the United States on June 11, 2016","My dog ( american cocker spaniel) loves these things! Brushing his teeth can get tiresome, so these treats truly helps. I always oberseved him when I give him this treat because I am concerned about him choking on it. He usually takes the treat, runs, and eats it at his little hiding place. He places it between his paws, and just chews at it. I never heard him choke or cough it up, so I can say it looks pretty safe for him to eat and enjoy!He usually eats one stick under 2 minutes, and then goes looking for some more!"
B00JN9EP6E,Tana,5.0 out of 5 stars,Happy Izzy-happy dog,"Reviewed in the United States on November 27, 2019",Well its my dog eating this not me so I d not know on flavor and things but I watch as she smell items I give her this is one that gets an okay and off she goes treat in her mouth.  IZZY  is one of the pickiest dogs  I've ever known so the best review I can give you is Izzy's Happy
B00JN9EP6E,Butterfly,5.0 out of 5 stars,Last treat of the day!,"Reviewed in the United States on August 9, 2021",Fresh breath and brushing teeth all in one as a last treat of the night.  Our furbaby sleeps in our bed and we love her minty doggo breath ! Thank you
B00JN9EP6E,MAMAZON,5.0 out of 5 stars,Dog loves 'em!,"Reviewed in the United States on May 12, 2021","We get these for our 3 yr old lab. She loves them. We limit her to 1. She doesn't have bad teeth, but sometimes gets stinky breath. She likes the mint.  Lab tested, lab approved!"
B00JN9EP6E,Lisa D.,5.0 out of 5 stars,low odor dental treats,"Reviewed in the United States on May 30, 2020","my labradane loves these treats.  My kids will make a fuss when asked to give dental treats to the pupper if it isn't a twistix brand. these have a very subtle smell to them, which is nothing, compared to the odor emitted by some of the other dental treats. I'm in search of an economy pack now."
B00JN9EP6E,Hayley Barnett,5.0 out of 5 stars,Great for a quick treat,"Reviewed in the United States on March 27, 2021","My dog loved these but they last about two seconds! I have a smarty pants dog so he needs things to keep him occupied. These definitely don’t last long, but he loved the taste. Don’t leave residue either."
B00JN9EP6E,Summer,5.0 out of 5 stars,2 corgis,"Reviewed in the United States on November 18, 2020","I don't buy these very often, usually for holidays or what not.  For two dogs this pack doesn't go far, but man do they love them. Neither one had issues either ingestion or being interested in them."
B00JN9EP6E,Hannah L. Butcher,4.0 out of 5 stars,Nice for a bit of change,"Reviewed in the United States on February 24, 2017","My fur baby doesn't mind these, but prefers the greenies that she is used to. I think they are ok to give her a bit of variety from time to time, and fairly inexpensive. Can't really say how well they clean teeth compared. because she has always used greenies & her vet says her teeth look good."
B00JN9EP6E,Penny Olivia,5.0 out of 5 stars,"My dog goes crazy for her twistix, she gets ...","Reviewed in the United States on September 15, 2016","My dog goes crazy for her twistix, she gets one every night before bedtime and as soon as it's dark she is jumping up and down next to the closet where we keep them waiting for it! I was a little scared of them at the beginning because they are hard, but her teeth are strong so she can handle them and totally enjoys them. I can't get them anywhere where I live so I truly hope Amazon never runs out or stops selling them."
B00JN9EP6E,M. Downey,5.0 out of 5 stars,My Dog Loves These and I Like The Scent Too,"Reviewed in the United States on May 24, 2017","Even though my dog weighs 50 pounds and is a big chewer, I chose to get the smaller Twistix.  She gets one every night at bed time.  I hold onto it while she gnaws off the first 3 bites of it, then I give the last piece from my hand.  She loves them and I like that she's going to sleep for the night with cleaner teeth after eating the chew."
B00JN9EP6E,BEB,5.0 out of 5 stars,Always a winner with my dog!,"Reviewed in the United States on June 25, 2021",My dog consistently gets one per day and continues to like them after many years and that says a lot since she gets bored easily!
B00JN9EP6E,Amazon Customer,5.0 out of 5 stars,Great cure for doggy breath,"Reviewed in the United States on January 26, 2022","Our dog loves these as a treat, and they improve her breath."
B00JN9EP6E,George A. Goldtrap III,5.0 out of 5 stars,Great treat!,"Reviewed in the United States on February 3, 2021","I've tried many treats and either the dogs didn't like them or they seemed to irritate the skin.Super happy with Twistix... Oh, and the dogs love them, too!Thank you for using UPS!!"
B00JN9EP6E,Linda Fullerton,5.0 out of 5 stars,Our dog loves Twistix Dental Treats,"Reviewed in the United States on January 7, 2022",Our 81/2 year old Black Lab just loves the Twistix Dental Treats!
B00JN9EP6E,RNT717,5.0 out of 5 stars,Love love love!,"Reviewed in the United States on December 6, 2017","My pups love these! We have tried different dental treats before but these are the ones they get excited about. They see the bag and get so excited and sit right away. Plus these smell so good, I wanna eat them too! One of them has really bad breath but it has been improving as well. They get excited when they see an amazon box, thinking it’s their Twistix!"
B00JN9EP6E,Erin Bahrt,5.0 out of 5 stars,"My dog is obsessed with these, she gets one ...","Reviewed in the United States on July 8, 2018","My dog is obsessed with these, she gets one every night before bed after her last walk.  She comes in and lays down (these treats are how I trained her to respond to the command ""down"") and waits for me to put the leash and my keys away before she gets her treat, and I don't have to say a word anymore!"
B00JN9EP6E,Caitlin D,5.0 out of 5 stars,Loved by my picky dog!,"Reviewed in the United States on January 24, 2021",These smell so good and my picky picky dog loved them. I’ve been trying to find a dental chew that she would eat and I finally found something she is obsessed with!!
B00JN9EP6E,msbird,4.0 out of 5 stars,My pup likes them.,"Reviewed in the United States on December 29, 2019",My pup likes them ans they smell good. Don't know if they are helping or not. Maybe it just takes a while.
B00JN9EP6E,A. Near,4.0 out of 5 stars,Good dental treat,"Reviewed in the United States on February 3, 2017","Good dog treat, and I have medium and small dogs - but they do seem to chew through them fairly quickly, so I always keep an eye on them while they're eating these. It does say to do so on the package, don't want to have any choking or digestive issues."
B00JN9EP6E,Book Lover 222,3.0 out of 5 stars,Not for Little Dogs,"Reviewed in the United States on August 19, 2020","They were recommended by my vet. They smelled nice and minty. They seemed really nice, but my little dog choked on a piece that broke off and lodged in her throat and I had to go in and get it. Now I’m afraid to give them to her. Maybe bigger dogs wouldn’t have a problem."
B00JN9EP6E,JIR,5.0 out of 5 stars,Easy on my dog's digestion,"Reviewed in the United States on July 29, 2017","I have small older dogs and they love these.  They are easy for them to chew up and they do not upset their stomachs.  The chews help to keep their teeth clean and their breath smells better.  These shorter size chews are nice for a more frequent snack, but they also come in a longer size which I like as well."
B00JN9EP6E,Everything_BayGull,4.0 out of 5 stars,Reasonable treat for pups,"Reviewed in the United States on January 29, 2020",My dogs like these but not a huge fan of the smell.  Not bad for the price.
B00JN9EP6E,Kim,4.0 out of 5 stars,recommend,"Reviewed in the United States on May 7, 2017",my dog loves it...temporarily freshens breath for an hr or two. nice treat once in a while. its pretty hard to the touch so it keeps my 11lb maltese mix occupied for a bit. normally his treats n food disappears in seconds lol.
B00JN9EP6E,John Manogian,5.0 out of 5 stars,Great for dogs teeth and gums.,"Reviewed in the United States on January 22, 2022",Great for dogs teeth and gums.
B00JN9EP6E,Michelle,3.0 out of 5 stars,Case by case basis...,"Reviewed in the United States on April 23, 2018","I bought these because my brothers dog loves them! However, my small/medium dog would not eat them, he just tried to hide them. And the worst part is my large retriever mix got sick from them... he ate one and was in the backyard for hours after. Sad they didn’t like them but I’ll be giving them to my brothers dog now. Make sure you watch your dog when trying these treats"
B00JN9EP6E,Lonette,5.0 out of 5 stars,My Husky loves these!,"Reviewed in the United States on August 27, 2020",These are my Husky's favorite snack! He goes crazy when I open the bag until I give it to him. Can't say they freshen his breath but they help keep his teeth clean.
B00JN9EP6E,Tammy Payne,5.0 out of 5 stars,Granddog Loved them !,"Reviewed in the United States on July 20, 2019",This is my 2nd time purchasing this item in less than a month for my 7-year-old German Shepard Granddog. She loves them so I got some more for her birthday coming up
B00JN9EP6E,Teena,4.0 out of 5 stars,Both of us are happy!,"Reviewed in the United States on October 8, 2017","My dog wants chocolate when I eat it and it makes me feel guilty that he does this.  Now the gets his chocolate ""carob"" treat when I get mine.  Both of us are happy!"
B00JN9EP6E,bc,5.0 out of 5 stars,SR. YORKIE LOOOVES THESE!!!,"Reviewed in the United States on September 9, 2017","My pup LOOOOOVES these!!! I cut them in half because he has a sensitive stomach and sometimes he'll throw up with them, but with half he's good. He craves one every day and helps minimize his stinky breath for a little while. (We do have a dentist appointment set up to fix the reason, but these are still worth continuing!)"
B00JN9EP6E,Nancy Carrier,5.0 out of 5 stars,"Helped with breath, small for larger breeed","Reviewed in the United States on September 26, 2020",If they were longer they would be perfect. My dog misses his old treats that were pb & mint. These appear to taste good AND his breath improved right away.
B00JN9EP6E,Sandra,5.0 out of 5 stars,Dog loves them!,"Reviewed in the United States on September 6, 2021",Great value - convenient way to purchase - our dog loves them!
B00JN9EP6E,shellster04,5.0 out of 5 stars,Picky eater loved them,"Reviewed in the United States on May 17, 2019","Got a little picky eater. She will not touch Greenies, Fresh Breath, or similar dog breath treats. Took her a few days to figure out she could eat these, but once she did, she loved them. They help her bad breath a lot."
B00JN9EP6E,Lisa Herring,5.0 out of 5 stars,My dog loves them,"Reviewed in the United States on February 7, 2020",My dog love them so much. He hate ear wash but will now let me use the ear wash and anything else I need to do when he is going to get one for a treat.
B00JN9EP6E,Shopper,5.0 out of 5 stars,A holistic vet once recommended these for my dog,"Reviewed in the United States on January 15, 2020",A holistic vet once recommended these for my dog as they have few ingredients and not a lot of additives as in other products. My dog really likes them and they smell good!
B00JN9EP6E,C. Dukes,5.0 out of 5 stars,Would definitely purchase again,"Reviewed in the United States on June 10, 2021",My dogs love these. They didn’t last long but they really liked them.
B00JN9EP6E,MSG,5.0 out of 5 stars,Pet dogs sure to want their breathe fresh!,"Reviewed in the United States on March 7, 2020","My dog loves them!Although one is recommended daily for his weight, I cut it in half to give to him twice a day. They are hard to cut."
B00JN9EP6E,TERESA MOLINO,4.0 out of 5 stars,Good product for the price,"Reviewed in the United States on August 8, 2020",the dogs really like them.
B00JN9EP6E,EscapeArtist,5.0 out of 5 stars,My dogs favorite treat!,"Reviewed in the United States on July 2, 2016",My dogs LOVE these and I LOVE their fresh minty breath! I have an adult chihuahua and a pug-zu puppy. The puppy makes a bit of a sticky mess on his face with these but usually can clean himself up. They keep them both occupied for about 20 minutes. Freshen breath better than anything I've ever bought. No complaints ❤
B00JN9EP6E,Andrew,5.0 out of 5 stars,Dogs seem to like them,"Reviewed in the United States on July 21, 2016",High my name is Sally monster and I'm a miniature pinscher and i love these things. It makes my teeth feel clean and helps me with my breath. Also my sister Bella white furs is a very picky eater and she loves these snacks also. I've noticed whiter/cleaner teeth and better smelling breathe from both of them
B00JN9EP6E,Michelle,3.0 out of 5 stars,Great but Expensive,"Reviewed in the United States on May 18, 2018","My dog loves these and I always add on a bag or two when I make a purchase, however, I’ve always paid $4 for a bag and now the price has more than doubled to over $8 for a bag. Why the sudden price increase? For $8 I can only offer 3 stars."
B00JN9EP6E,Venger,5.0 out of 5 stars,Happy Kids,"Reviewed in the United States on September 27, 2020",Our family loves these. They are excited to receive and they are eaten quick. Very pleasent smell as we.
B00JN9EP6E,HENRY AND COMPANY,5.0 out of 5 stars,Give Them Something Great,"Reviewed in the United States on May 5, 2020",I bought these for my small dog. She is sensitive to a lot of stuff. She can have these with no problem. Loves the taste too 😃
B00JN9EP6E,Sandra Says,5.0 out of 5 stars,"Great treats, no mess on carpets or furniture!","Reviewed in the United States on July 25, 2019","My dogs love these! They love all flavors but carob and PB is their favorite. One of my dogs is VERY SENSITIVE to treats, but these have never been a problem!!"
B00JN9EP6E,tck hughes,5.0 out of 5 stars,My dog really loves these,"Reviewed in the United States on May 31, 2021",My dog really loves these chew sticks. I love his fresh breath.
B00JN9EP6E,PWolfe,5.0 out of 5 stars,Good dog treat,"Reviewed in the United States on August 12, 2021",My dogs liked these quite well.
B00JN9EP6E,Kpc,4.0 out of 5 stars,my dogs love these but they don't stay fresh once package is ...,"Reviewed in the United States on February 17, 2016",my dogs love these but they don't stay fresh once package is opened even with the zip lock closure.  I was able to purchase in the plastic jar which kept them fresh forever but unfortunately those are no longer available.
B00JN9EP6E,Amazon Customer,5.0 out of 5 stars,Works.,"Reviewed in the United States on September 22, 2020",The dog thinks these are his special treat. For some reason loves these over all his other treats. Nice product.
B00JN9EP6E,Dillygirl,4.0 out of 5 stars,Good stuff Maynard,"Reviewed in the United States on February 6, 2020",She liked them !That’s a plus
B00JN9EP6E,L. Magnus,5.0 out of 5 stars,"Apprehensive about the mint flavor at first, but our dog loves them","Reviewed in the United States on August 26, 2016","We have an Australian Shepherd who loves these. I wasn't sure what to think of the mint flavor at first, but she loves them. I haven't done enough research into how well they actually work at keeping her teeth healthy, but they definitely work as treats. They also seem to last a bit longer than Greenies."
B00JN9EP6E,Jessica Bodnum,5.0 out of 5 stars,Dog loves them,"Reviewed in the United States on December 26, 2020",My dog loves these and i love the smell helping her dog breath for a while.
B00JN9EP6E,Kindle Customer,5.0 out of 5 stars,My two little dogs love 💘 these dental treats,"Reviewed in the United States on February 6, 2018","My two little dogs love 💘 these dental treats. They get one every morning. I like the fact that they have to chew this, not one bite and gone.They are a must have, but again. Lot of different flavors also."
B00JN9EP6E,L HARRIS,5.0 out of 5 stars,IF MY DOG LIKES THEM,"Reviewed in the United States on April 1, 2021",MY PET LOVES THEM & NO NASTY MEAT IN THEM!
B00JN9EP6E,Rob P.,3.0 out of 5 stars,Okay when the original green and white Twistix out of stock,"Reviewed in the United States on November 19, 2017",If the dog refused to take the original green and white
B00JN9EP6E,Ali B,4.0 out of 5 stars,Pom loves them,"Reviewed in the United States on November 3, 2017",My Pom likes them. He carries it around for a few days before he eats them. Too bad they are so expensive.
B00JN9EP6E,G. MEHL,5.0 out of 5 stars,Our dogs love these.,"Reviewed in the United States on March 17, 2020","Most of the time, our dogs almost swallow things whole but they actually chew these and appear to love the flavor."
B00JN9EP6E,Stacey,4.0 out of 5 stars,"My dogs like these, but they are gone in less than ...","Reviewed in the United States on July 26, 2017","My dogs like these, but they are gone in less than a minute.  The don't last as long as Greenies."
B00JN9EP6E,Amy Wilkerson,5.0 out of 5 stars,Satisfied Dog,"Reviewed in the United States on March 24, 2020","My dog has a favorite but these got him through until I could get more in, would definitely order again"
B00JN9EP6E,CMM,5.0 out of 5 stars,"helps with bad breath, enjoyed by pet","Reviewed in the United States on March 20, 2018","This is a hit with my hound.  Never a dull moment when I pull these out, and until meal time comes along (or something icky is found in the yard), they do help with bad breath."
B00JN9EP6E,Diadem,3.0 out of 5 stars,They're ok,"Reviewed in the United States on June 3, 2017","Only 2/6 dogs will eat these. The chihuahuas don't like em! So that's telling me that most small dogs probably won't care for them. This is the worst percentage I've experienced with a product. If 4/6 dogs would like them, I'd give 5*. So I'm reasonable."
B00JN9EP6E,Gayle P. Weatherford,1.0 out of 5 stars,Dog HATES these Chew sticks!!,"Reviewed in the United States on January 2, 2021","I gave these to my chihuahua for Xmas, she is a active, aggressive chewer. This means she enjoys chewing A LOT!!! She will get 3 chew sticks at least out of me a night...LoL I can barely keep up! She HATES these though, she licked it a little, but never decided to chew it up. They are hard as a rock, I don't see an ""expiration date"" on the package.??? The smell good and minty but, she has no interest. Do NOT waste your money on these! I see there is a chemical in them too, this angers me!! I think I should get a refund!! I WANT A REFUND!!!! This store is a rip off!!!!"
B00JN9EP6E,Amazon Customer,5.0 out of 5 stars,Another favorite,"Reviewed in the United States on July 26, 2021",Moxie loves them!
B00JN9EP6E,Deanna Fisk,5.0 out of 5 stars,My dogs love them,"Reviewed in the United States on July 1, 2021",My dogs love them
B00JN9EP6E,B. Morin,5.0 out of 5 stars,"In addition to the general canine delight, these get a special dance","Reviewed in the United States on August 28, 2016","No longer made in China. My dog loves these things. She has demanded one a day at five o'clock every day for seven years. She knows where I keep them.  The breath factor is much improved. In addition to the general canine delight, these get a special dance."
B00JN9EP6E,Casey,5.0 out of 5 stars,Would recommend,"Reviewed in the United States on April 10, 2018",My dog loves them but I can't vouch for whether actually help her dental health. I am willing to continue giving them to her because they are probably helping with plaque build up.
B00JN9EP6E,J-d-s,4.0 out of 5 stars,Dog likes them,"Reviewed in the United States on June 2, 2019",My dog likes them.
B00JN9EP6E,Lori M,5.0 out of 5 stars,Your dog will LOVE this!,"Reviewed in the United States on May 23, 2017","When you receive this item & open it up.. prepare for your dogs to go crazy with excitement! They smell the flavors and it draws them to it!  GREAT product, and just the perfect size for my small dogs!"
B00JN9EP6E,C. Steindam,5.0 out of 5 stars,My dog's favorite treat,"Reviewed in the United States on June 25, 2021",She loves them.
B00JN9EP6E,Kindle Customer,4.0 out of 5 stars,Taste is in the mouth of the beholder!,"Reviewed in the United States on June 10, 2017",My dog would not chew on these so I gave them to my sister and her two dogs loved them.
B00JN9EP6E,Wendy,5.0 out of 5 stars,Dogs eat them up,"Reviewed in the United States on February 15, 2020",My dogs love these. They’re a good size treat for our medium to large size dogs.
B00JN9EP6E,Writerslife,5.0 out of 5 stars,"Yummy, Inexpensivec Dog Treats!!","Reviewed in the United States on July 11, 2020","My dogs went crazy for these chews.  Smell great, non-staining too!!!!"
B00JN9EP6E,John,5.0 out of 5 stars,Works well,"Reviewed in the United States on October 22, 2019",These do help to keep our dog’s teeth clean.She really looks forward to getting one each day.
B00JN9EP6E,RubySlippers,2.0 out of 5 stars,Hexaphosphate?,"Reviewed in the United States on July 21, 2017","Though my dogs seemed to like these the fact they contain hexaphosphate, a substance the medical community cannot agree on regarding exact purpose and safety to consume, I will not purchase again. My thought is with all the time and energy producers extend to create a product they  would have the sense to exclude a controversial ingredient.  Dog treats cost and pet parents have a right to recognize every ingredient and not have to consider the safety of a product they purchase out of love."
B00JN9EP6E,Dee,5.0 out of 5 stars,These are PAWSitively perfect for your fur baby!,"Reviewed in the United States on July 14, 2020",My mastiff puppy loved these! I loved the price and quality!
B00JN9EP6E,AJ,4.0 out of 5 stars,Good Dog Breath,"Reviewed in the United States on October 6, 2016",My dog's breath smells good and he loves these chews. They are a bit pricey but Amazon has some of the best prices around.
B00JN9EP6E,Jennifer,4.0 out of 5 stars,Four Stars,"Reviewed in the United States on February 9, 2018","My dogs really like these, will be buying more of them soon."
B00JN9EP6E,Elaine Bone,5.0 out of 5 stars,Dog treat,"Reviewed in the United States on December 1, 2020",Our puppy loves these for his treat
B00JN9EP6E,J & D,5.0 out of 5 stars,Good product!,"Reviewed in the United States on April 29, 2017",Our furbaby is pretty particular about her treats and this is one that she's always ready for. The fact that it helps her teeth and breath make it ideal for her and us.
B00JN9EP6E,Jack Eagle,5.0 out of 5 stars,NO MORE DEATH BREATH,"Reviewed in the United States on March 10, 2016",I have the pickiest pom ever and she loves this! I have been looking for a treat that would freshen her breath and promote her chewing. She doesnt chew on things.Not only did she chew this..she loved it and I loved her breath! Recommend it!
B00JN9EP6E,Poki Pavin,5.0 out of 5 stars,Health treat,"Reviewed in the United States on December 29, 2019",I like price and zeke likes them.  Win win
B00JN9EP6E,WWZeddy,5.0 out of 5 stars,Delicious for the puppy and rewarding for me,"Reviewed in the United States on February 14, 2018","My puppy had a serious case of funky breath, but these really helped make the puppy kisses a little more bearable. Plus, she loves them so it's a win-win."
B00JN9EP6E,Ladydi,5.0 out of 5 stars,Good smell.,"Reviewed in the United States on August 3, 2019",Dogs love then.  They're pretty big so I cut them in half.
B00JN9EP6E,Debbie,5.0 out of 5 stars,Minty fresh snack,"Reviewed in the United States on December 10, 2019","I have 2 labs they love these snacks, help keep their breath minty."
B00JN9EP6E,Kristine,2.0 out of 5 stars,"Dog seemed to love it, but I figured the large was just ...","Reviewed in the United States on April 21, 2017","Dog seemed to love it, but I figured the large was just to big to have all at once, and I cut it in half which was still a good size. She chewed it for maybe 2 minutes and it was gone I was watching the whole time and it wasn't by any means softened or bit off in small pieces, the whole half was swallowed whole.  I'm even afraid of giving her the whole one now, that too might be swallowed."
B0CDRFBRNY,Sarah,5.0 out of 5 stars,So worth it,"Reviewed in the United States on January 12, 2024","My dog is a nervous wreck. She gets herself so worked up that she's just beside herself. These have been great for her as a distraction when she's getting to that point. It's not just the ingredients that make this calming. Gnawing on one of these lets her get some of her nervous energy out in a safe way, and I think it's been very effective. She struggles with separation anxiety and falls apart when I leave, but if I give her one of these first and then sneak out the door she does a lot better. I'd definitely recommend these for any anxious dogs out there!"
B0CDRFBRNY,Tara Lang,4.0 out of 5 stars,Good treats,"Reviewed in the United States on December 1, 2023","My dogs loved these just as much as the popular brand of dog dental treats. They are much more firm by my feel, but they chewed them up fine. I have an Australian shepherd and a beagle. I was worried about the beagle swallowing it whole, but she chewed it well.I did not notice a difference in their energy levels- my Aussie is very energetic and my 13 year old Beagle has high anxiety. Maybe with more use I would notice a change.I'm not a fan of the smell, but it's not terrible. Just weird. Like perfumed beef jerky."
B0CDRFBRNY,Wesley,5.0 out of 5 stars,Healthy and my dogs love them,"Reviewed in the United States on December 29, 2023","These are great chews. The ingredients are natural and healthy, and my dogs really love them.Potatoes are the first ingredient, and there are a number of calming ingredients like chamomile, hops, passion flower, lemon balm, and lavender.They really do seem to calm my dogs down after around 20 minutes of chewing.  But I wish they told you the amount of active ingredients; you have no way of knowing the dosage of herbs in a product like this without that information.Still, the quality is very good and my dogs like them so I'm satisfied.Overall - good quality calming chews for dogs, but probably not the most effective calming treats out there."
