id,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment
10,B00JN9EP6E,DB's Treasures on Mercari,4,Dogs liked these dental stick!,9/27/21,"My 3 dogs enjoyed these dental sticks, even my picky dog, but I'll probably not buy them again because with having 3 dogs I need bulk... So if they ever offer a bulk of 100+ dental sticks at a decent discounted price per piece then I'm on board!",Positive
11,B00JN9EP6E,Samantha dolan,4,Dog breath saver,4/5/21,My 20 pound dog loves these. I give her one early in the day and one later in the day after dinner and they really seem to be helping with her bad breath. They are the first ones we’ve gotten that actually smell minty.,Positive
12,B00JN9EP6E,R. A. Hentz,5,Dogs love ‘em & Mom feels good serving them!,2/12/20,"This is probably my 75th bag of this product!  While I haven’t personally tasted them, my doggos go nutso for these. They love all of the Twistix flavors, but I think this is their fave (or it would be mine if I could eat them!).  As their fur-mommy, I love these bc they’re Made in the USA, with high-quality ingredients!  They are a little higher in calories, but my boys are small, so I buy the large size stix & cut them into thirds!!  Less calories and I get more out of the bag!!  Great purchase!",Positive
13,B00JN9EP6E,NNS,5,Girls love them!!,11/6/17,"My girls LOVE these! Bonus, their breath smells great after I give them one. I wish there was a smaller size, I have to cut a half inch or so off the ones I give to buy 5lb dog. They take a long time to chew through, but my 6lb dog gets done with hers, before the 5lb one gets done with the one I made shorter.She then runs to get the other one, and of course the little one doesn't want that so she tries to eat it as quick as possible. That's why I make it smaller. I don't want her to choke.",Positive
14,B00JN9EP6E,Suz,4,Best product we've tried so far,7/22/17,"They actually help reduce dog breath! Best product we've tried so far. Surprisingly enough (with mint and vanilla flavor) they are my dog's favorite too - he'll do anything for them. The only drawback - the treats are large (even for my large dog - pictured) and seem pretty rich. I'd typically break them and feed half per day but they are more than difficult to break. Since they're so big, and with so few in the bag, i feed every other day.",Positive
15,B00JN9EP6E,Sharon,5,My dog's MOST favorite chew treat!,1/3/18,"My dog's MOST favorite chew treat. He is a 10 lb Jack Russell mix with Chihuhua. He is a very picky eater and I cook his food, all special made for him. He loves the taste of these and although it doesn't last but 10-15 min, he feels very rewarded with this very special "" treat toy"". We call them twisty toys, and he knows the word very well. I throw it up in air, and he catches it. Then he precedes with a throwing and catching game by himself, throwing in air and catching it, then chewing it. Great price too!",Positive
16,B00JN9EP6E,**SPOILER ALERT**,5,One of my dog's favorites,12/9/20,"My dog loves these. This and the milk & cheese flavor are her favorites... the banana & yogurt, not so much. I have a min pin and even though I get the small I try not to give her an entire one. Usually, when I first open the bag, they are soft enough to cut through a little and break in half.",Positive
17,B00JN9EP6E,Kathryne A.,5,My dog cannot get enough!,6/11/16,"My dog ( american cocker spaniel) loves these things! Brushing his teeth can get tiresome, so these treats truly helps. I always oberseved him when I give him this treat because I am concerned about him choking on it. He usually takes the treat, runs, and eats it at his little hiding place. He places it between his paws, and just chews at it. I never heard him choke or cough it up, so I can say it looks pretty safe for him to eat and enjoy!He usually eats one stick under 2 minutes, and then goes looking for some more!",Positive
18,B00JN9EP6E,Tana,5,Happy Izzy-happy dog,11/27/19,Well its my dog eating this not me so I d not know on flavor and things but I watch as she smell items I give her this is one that gets an okay and off she goes treat in her mouth.  IZZY  is one of the pickiest dogs  I've ever known so the best review I can give you is Izzy's Happy,Positive
19,B00JN9EP6E,Butterfly,5,Last treat of the day!,8/9/21,Fresh breath and brushing teeth all in one as a last treat of the night.  Our furbaby sleeps in our bed and we love her minty doggo breath ! Thank you,Positive
20,B00JN9EP6E,MAMAZON,5,Dog loves 'em!,5/12/21,"We get these for our 3 yr old lab. She loves them. We limit her to 1. She doesn't have bad teeth, but sometimes gets stinky breath. She likes the mint.  Lab tested, lab approved!",Positive
21,B00JN9EP6E,Lisa D.,5,low odor dental treats,5/30/20,"my labradane loves these treats.  My kids will make a fuss when asked to give dental treats to the pupper if it isn't a twistix brand. these have a very subtle smell to them, which is nothing, compared to the odor emitted by some of the other dental treats. I'm in search of an economy pack now.",Positive
22,B00JN9EP6E,Hayley Barnett,5,Great for a quick treat,3/27/21,"My dog loved these but they last about two seconds! I have a smarty pants dog so he needs things to keep him occupied. These definitely don’t last long, but he loved the taste. Don’t leave residue either.",Positive
23,B00JN9EP6E,Summer,5,2 corgis,11/18/20,"I don't buy these very often, usually for holidays or what not.  For two dogs this pack doesn't go far, but man do they love them. Neither one had issues either ingestion or being interested in them.",Positive
24,B00JN9EP6E,Hannah L. Butcher,4,Nice for a bit of change,2/24/17,"My fur baby doesn't mind these, but prefers the greenies that she is used to. I think they are ok to give her a bit of variety from time to time, and fairly inexpensive. Can't really say how well they clean teeth compared. because she has always used greenies & her vet says her teeth look good.",Neutral
25,B00JN9EP6E,Penny Olivia,5,"My dog goes crazy for her twistix, she gets ...",9/15/16,"My dog goes crazy for her twistix, she gets one every night before bedtime and as soon as it's dark she is jumping up and down next to the closet where we keep them waiting for it! I was a little scared of them at the beginning because they are hard, but her teeth are strong so she can handle them and totally enjoys them. I can't get them anywhere where I live so I truly hope Amazon never runs out or stops selling them.",Positive
26,B00JN9EP6E,M. Downey,5,My Dog Loves These and I Like The Scent Too,5/24/17,"Even though my dog weighs 50 pounds and is a big chewer, I chose to get the smaller Twistix.  She gets one every night at bed time.  I hold onto it while she gnaws off the first 3 bites of it, then I give the last piece from my hand.  She loves them and I like that she's going to sleep for the night with cleaner teeth after eating the chew.",Positive
27,B00JN9EP6E,BEB,5,Always a winner with my dog!,6/25/21,My dog consistently gets one per day and continues to like them after many years and that says a lot since she gets bored easily!,Positive
28,B00JN9EP6E,Amazon Customer,5,Great cure for doggy breath,1/26/22,"Our dog loves these as a treat, and they improve her breath.",Positive
29,B00JN9EP6E,George A. Goldtrap III,5,Great treat!,2/3/21,"I've tried many treats and either the dogs didn't like them or they seemed to irritate the skin.Super happy with Twistix... Oh, and the dogs love them, too!Thank you for using UPS!!",Positive
30,B00JN9EP6E,Linda Fullerton,5,Our dog loves Twistix Dental Treats,1/7/22,Our 81/2 year old Black Lab just loves the Twistix Dental Treats!,Positive
31,B00JN9EP6E,RNT717,5,Love love love!,12/6/17,"My pups love these! We have tried different dental treats before but these are the ones they get excited about. They see the bag and get so excited and sit right away. Plus these smell so good, I wanna eat them too! One of them has really bad breath but it has been improving as well. They get excited when they see an amazon box, thinking it’s their Twistix!",Positive
32,B00JN9EP6E,Erin Bahrt,5,"My dog is obsessed with these, she gets one ...",7/8/18,"My dog is obsessed with these, she gets one every night before bed after her last walk.  She comes in and lays down (these treats are how I trained her to respond to the command ""down"") and waits for me to put the leash and my keys away before she gets her treat, and I don't have to say a word anymore!",Positive
33,B00JN9EP6E,Caitlin D,5,Loved by my picky dog!,1/24/21,These smell so good and my picky picky dog loved them. I’ve been trying to find a dental chew that she would eat and I finally found something she is obsessed with!!,Positive
34,B00JN9EP6E,msbird,4,My pup likes them.,12/29/19,My pup likes them ans they smell good. Don't know if they are helping or not. Maybe it just takes a while.,Neutral
35,B00JN9EP6E,A. Near,4,Good dental treat,2/3/17,"Good dog treat, and I have medium and small dogs - but they do seem to chew through them fairly quickly, so I always keep an eye on them while they're eating these. It does say to do so on the package, don't want to have any choking or digestive issues.",Neutral
36,B00JN9EP6E,Book Lover 222,3,Not for Little Dogs,8/19/20,"They were recommended by my vet. They smelled nice and minty. They seemed really nice, but my little dog choked on a piece that broke off and lodged in her throat and I had to go in and get it. Now I’m afraid to give them to her. Maybe bigger dogs wouldn’t have a problem.",Negative
37,B00JN9EP6E,JIR,5,Easy on my dog's digestion,7/29/17,"I have small older dogs and they love these.  They are easy for them to chew up and they do not upset their stomachs.  The chews help to keep their teeth clean and their breath smells better.  These shorter size chews are nice for a more frequent snack, but they also come in a longer size which I like as well.",Positive
38,B00JN9EP6E,Everything_BayGull,4,Reasonable treat for pups,1/29/20,My dogs like these but not a huge fan of the smell.  Not bad for the price.,Neutral
39,B00JN9EP6E,Kim,4,recommend,5/7/17,my dog loves it...temporarily freshens breath for an hr or two. nice treat once in a while. its pretty hard to the touch so it keeps my 11lb maltese mix occupied for a bit. normally his treats n food disappears in seconds lol.,Positive
40,B00JN9EP6E,John Manogian,5,Great for dogs teeth and gums.,1/22/22,Great for dogs teeth and gums.,Positive
41,B00JN9EP6E,Michelle,3,Case by case basis...,4/23/18,"I bought these because my brothers dog loves them! However, my small/medium dog would not eat them, he just tried to hide them. And the worst part is my large retriever mix got sick from them... he ate one and was in the backyard for hours after. Sad they didn’t like them but I’ll be giving them to my brothers dog now. Make sure you watch your dog when trying these treats",Negative
42,B00JN9EP6E,Lonette,5,My Husky loves these!,8/27/20,These are my Husky's favorite snack! He goes crazy when I open the bag until I give it to him. Can't say they freshen his breath but they help keep his teeth clean.,Positive
43,B00JN9EP6E,Tammy Payne,5,Granddog Loved them !,7/20/19,This is my 2nd time purchasing this item in less than a month for my 7-year-old German Shepard Granddog. She loves them so I got some more for her birthday coming up,Positive
44,B00JN9EP6E,Teena,4,Both of us are happy!,10/8/17,"My dog wants chocolate when I eat it and it makes me feel guilty that he does this.  Now the gets his chocolate ""carob"" treat when I get mine.  Both of us are happy!",Positive
45,B00JN9EP6E,bc,5,SR. YORKIE LOOOVES THESE!!!,9/9/17,"My pup LOOOOOVES these!!! I cut them in half because he has a sensitive stomach and sometimes he'll throw up with them, but with half he's good. He craves one every day and helps minimize his stinky breath for a little while. (We do have a dentist appointment set up to fix the reason, but these are still worth continuing!)",Positive
46,B00JN9EP6E,Nancy Carrier,5,"Helped with breath, small for larger breeed",9/26/20,If they were longer they would be perfect. My dog misses his old treats that were pb & mint. These appear to taste good AND his breath improved right away.,Positive
47,B00JN9EP6E,Sandra,5,Dog loves them!,9/6/21,Great value - convenient way to purchase - our dog loves them!,Positive
48,B00JN9EP6E,shellster04,5,Picky eater loved them,5/17/19,"Got a little picky eater. She will not touch Greenies, Fresh Breath, or similar dog breath treats. Took her a few days to figure out she could eat these, but once she did, she loved them. They help her bad breath a lot.",Positive
49,B00JN9EP6E,Lisa Herring,5,My dog loves them,2/7/20,My dog love them so much. He hate ear wash but will now let me use the ear wash and anything else I need to do when he is going to get one for a treat.,Positive
50,B00JN9EP6E,Shopper,5,A holistic vet once recommended these for my dog,1/15/20,A holistic vet once recommended these for my dog as they have few ingredients and not a lot of additives as in other products. My dog really likes them and they smell good!,Positive
51,B00JN9EP6E,C. Dukes,5,Would definitely purchase again,6/10/21,My dogs love these. They didn’t last long but they really liked them.,Positive
52,B00JN9EP6E,MSG,5,Pet dogs sure to want their breathe fresh!,3/7/20,"My dog loves them!Although one is recommended daily for his weight, I cut it in half to give to him twice a day. They are hard to cut.",Positive
53,B00JN9EP6E,TERESA MOLINO,4,Good product for the price,8/8/20,the dogs really like them.,Positive
54,B00JN9EP6E,EscapeArtist,5,My dogs favorite treat!,7/2/16,My dogs LOVE these and I LOVE their fresh minty breath! I have an adult chihuahua and a pug-zu puppy. The puppy makes a bit of a sticky mess on his face with these but usually can clean himself up. They keep them both occupied for about 20 minutes. Freshen breath better than anything I've ever bought. No complaints ❤,Positive
55,B00JN9EP6E,Andrew,5,Dogs seem to like them,7/21/16,High my name is Sally monster and I'm a miniature pinscher and i love these things. It makes my teeth feel clean and helps me with my breath. Also my sister Bella white furs is a very picky eater and she loves these snacks also. I've noticed whiter/cleaner teeth and better smelling breathe from both of them,Positive
56,B00JN9EP6E,Michelle,3,Great but Expensive,5/18/18,"My dog loves these and I always add on a bag or two when I make a purchase, however, I’ve always paid $4 for a bag and now the price has more than doubled to over $8 for a bag. Why the sudden price increase? For $8 I can only offer 3 stars.",Negative
57,B00JN9EP6E,Venger,5,Happy Kids,9/27/20,Our family loves these. They are excited to receive and they are eaten quick. Very pleasent smell as we.,Positive
58,B00JN9EP6E,HENRY AND COMPANY,5,Give Them Something Great,5/5/20,I bought these for my small dog. She is sensitive to a lot of stuff. She can have these with no problem. Loves the taste too 😃,Positive
59,B00JN9EP6E,Sandra Says,5,"Great treats, no mess on carpets or furniture!",7/25/19,"My dogs love these! They love all flavors but carob and PB is their favorite. One of my dogs is VERY SENSITIVE to treats, but these have never been a problem!!",Positive
60,B00JN9EP6E,tck hughes,5,My dog really loves these,5/31/21,My dog really loves these chew sticks. I love his fresh breath.,Positive
61,B00JN9EP6E,PWolfe,5,Good dog treat,8/12/21,My dogs liked these quite well.,Positive
62,B00JN9EP6E,Kpc,4,my dogs love these but they don't stay fresh once package is ...,2/17/16,my dogs love these but they don't stay fresh once package is opened even with the zip lock closure.  I was able to purchase in the plastic jar which kept them fresh forever but unfortunately those are no longer available.,Negative
63,B00JN9EP6E,Amazon Customer,5,Works.,9/22/20,The dog thinks these are his special treat. For some reason loves these over all his other treats. Nice product.,Positive
64,B00JN9EP6E,Dillygirl,4,Good stuff Maynard,2/6/20,She liked them !That’s a plus,Positive
65,B00JN9EP6E,L. Magnus,5,"Apprehensive about the mint flavor at first, but our dog loves them",8/26/16,"We have an Australian Shepherd who loves these. I wasn't sure what to think of the mint flavor at first, but she loves them. I haven't done enough research into how well they actually work at keeping her teeth healthy, but they definitely work as treats. They also seem to last a bit longer than Greenies.",Positive
66,B00JN9EP6E,Jessica Bodnum,5,Dog loves them,12/26/20,My dog loves these and i love the smell helping her dog breath for a while.,Positive
67,B00JN9EP6E,Kindle Customer,5,My two little dogs love 💘 these dental treats,2/6/18,"My two little dogs love 💘 these dental treats. They get one every morning. I like the fact that they have to chew this, not one bite and gone.They are a must have, but again. Lot of different flavors also.",Positive
68,B00JN9EP6E,L HARRIS,5,IF MY DOG LIKES THEM,4/1/21,MY PET LOVES THEM & NO NASTY MEAT IN THEM!,Positive
69,B00JN9EP6E,Rob P.,3,Okay when the original green and white Twistix out of stock,11/19/17,If the dog refused to take the original green and white,Neutral
70,B00JN9EP6E,Ali B,4,Pom loves them,11/3/17,My Pom likes them. He carries it around for a few days before he eats them. Too bad they are so expensive.,Positive
71,B00JN9EP6E,G. MEHL,5,Our dogs love these.,3/17/20,"Most of the time, our dogs almost swallow things whole but they actually chew these and appear to love the flavor.",Positive
72,B00JN9EP6E,Stacey,4,"My dogs like these, but they are gone in less than ...",7/26/17,"My dogs like these, but they are gone in less than a minute.  The don't last as long as Greenies.",Negative
73,B00JN9EP6E,Amy Wilkerson,5,Satisfied Dog,3/24/20,"My dog has a favorite but these got him through until I could get more in, would definitely order again",Positive
74,B00JN9EP6E,CMM,5,"helps with bad breath, enjoyed by pet",3/20/18,"This is a hit with my hound.  Never a dull moment when I pull these out, and until meal time comes along (or something icky is found in the yard), they do help with bad breath.",Positive
75,B00JN9EP6E,Diadem,3,They're ok,6/3/17,"Only 2/6 dogs will eat these. The chihuahuas don't like em! So that's telling me that most small dogs probably won't care for them. This is the worst percentage I've experienced with a product. If 4/6 dogs would like them, I'd give 5*. So I'm reasonable.",Negative
76,B00JN9EP6E,Gayle P. Weatherford,1,Dog HATES these Chew sticks!!,1/2/21,"I gave these to my chihuahua for Xmas, she is a active, aggressive chewer. This means she enjoys chewing A LOT!!! She will get 3 chew sticks at least out of me a night...LoL I can barely keep up! She HATES these though, she licked it a little, but never decided to chew it up. They are hard as a rock, I don't see an ""expiration date"" on the package.??? The smell good and minty but, she has no interest. Do NOT waste your money on these! I see there is a chemical in them too, this angers me!! I think I should get a refund!! I WANT A REFUND!!!! This store is a rip off!!!!",Negative
77,B00JN9EP6E,Amazon Customer,5,Another favorite,7/26/21,Moxie loves them!,Positive
78,B00JN9EP6E,Deanna Fisk,5,My dogs love them,7/1/21,My dogs love them,Positive
79,B00JN9EP6E,B. Morin,5,"In addition to the general canine delight, these get a special dance",8/28/16,"No longer made in China. My dog loves these things. She has demanded one a day at five o'clock every day for seven years. She knows where I keep them.  The breath factor is much improved. In addition to the general canine delight, these get a special dance.",Positive
80,B00JN9EP6E,Casey,5,Would recommend,4/10/18,My dog loves them but I can't vouch for whether actually help her dental health. I am willing to continue giving them to her because they are probably helping with plaque build up.,Positive
81,B00JN9EP6E,J-d-s,4,Dog likes them,6/2/19,My dog likes them.,Positive
82,B00JN9EP6E,Lori M,5,Your dog will LOVE this!,5/23/17,"When you receive this item & open it up.. prepare for your dogs to go crazy with excitement! They smell the flavors and it draws them to it!  GREAT product, and just the perfect size for my small dogs!",Positive
83,B00JN9EP6E,C. Steindam,5,My dog's favorite treat,6/25/21,She loves them.,Positive
84,B00JN9EP6E,Kindle Customer,4,Taste is in the mouth of the beholder!,6/10/17,My dog would not chew on these so I gave them to my sister and her two dogs loved them.,Neutral
85,B00JN9EP6E,Wendy,5,Dogs eat them up,2/15/20,My dogs love these. They’re a good size treat for our medium to large size dogs.,Positive
86,B00JN9EP6E,Writerslife,5,"Yummy, Inexpensivec Dog Treats!!",7/11/20,"My dogs went crazy for these chews.  Smell great, non-staining too!!!!",Positive
87,B00JN9EP6E,John,5,Works well,10/22/19,These do help to keep our dog’s teeth clean.She really looks forward to getting one each day.,Positive
88,B00JN9EP6E,RubySlippers,2,Hexaphosphate?,7/21/17,"Though my dogs seemed to like these the fact they contain hexaphosphate, a substance the medical community cannot agree on regarding exact purpose and safety to consume, I will not purchase again. My thought is with all the time and energy producers extend to create a product they  would have the sense to exclude a controversial ingredient.  Dog treats cost and pet parents have a right to recognize every ingredient and not have to consider the safety of a product they purchase out of love.",Negative
89,B00JN9EP6E,Dee,5,These are PAWSitively perfect for your fur baby!,7/14/20,My mastiff puppy loved these! I loved the price and quality!,Positive
90,B00JN9EP6E,AJ,4,Good Dog Breath,10/6/16,My dog's breath smells good and he loves these chews. They are a bit pricey but Amazon has some of the best prices around.,Positive
91,B00JN9EP6E,Jennifer,4,Four Stars,2/9/18,"My dogs really like these, will be buying more of them soon.",Positive
92,B00JN9EP6E,Elaine Bone,5,Dog treat,12/1/20,Our puppy loves these for his treat,Positive
93,B00JN9EP6E,J & D,5,Good product!,4/29/17,Our furbaby is pretty particular about her treats and this is one that she's always ready for. The fact that it helps her teeth and breath make it ideal for her and us.,Positive
94,B00JN9EP6E,Jack Eagle,5,NO MORE DEATH BREATH,3/10/16,I have the pickiest pom ever and she loves this! I have been looking for a treat that would freshen her breath and promote her chewing. She doesnt chew on things.Not only did she chew this..she loved it and I loved her breath! Recommend it!,Positive
95,B00JN9EP6E,Poki Pavin,5,Health treat,12/29/19,I like price and zeke likes them.  Win win,Positive
96,B00JN9EP6E,WWZeddy,5,Delicious for the puppy and rewarding for me,2/14/18,"My puppy had a serious case of funky breath, but these really helped make the puppy kisses a little more bearable. Plus, she loves them so it's a win-win.",Positive
97,B00JN9EP6E,Ladydi,5,Good smell.,8/3/19,Dogs love then.  They're pretty big so I cut them in half.,Positive
98,B00JN9EP6E,Debbie,5,Minty fresh snack,12/10/19,"I have 2 labs they love these snacks, help keep their breath minty.",Positive
99,B00JN9EP6E,Kristine,2,"Dog seemed to love it, but I figured the large was just ...",4/21/17,"Dog seemed to love it, but I figured the large was just to big to have all at once, and I cut it in half which was still a good size. She chewed it for maybe 2 minutes and it was gone I was watching the whole time and it wasn't by any means softened or bit off in small pieces, the whole half was swallowed whole.  I'm even afraid of giving her the whole one now, that too might be swallowed.",Negative
100,B0CDRFBRNY,Sarah,5,So worth it,1/12/24,"My dog is a nervous wreck. She gets herself so worked up that she's just beside herself. These have been great for her as a distraction when she's getting to that point. It's not just the ingredients that make this calming. Gnawing on one of these lets her get some of her nervous energy out in a safe way, and I think it's been very effective. She struggles with separation anxiety and falls apart when I leave, but if I give her one of these first and then sneak out the door she does a lot better. I'd definitely recommend these for any anxious dogs out there!",Positive
101,B0CDRFBRNY,Tara Lang,4,Good treats,12/1/23,"My dogs loved these just as much as the popular brand of dog dental treats. They are much more firm by my feel, but they chewed them up fine. I have an Australian shepherd and a beagle. I was worried about the beagle swallowing it whole, but she chewed it well.I did not notice a difference in their energy levels- my Aussie is very energetic and my 13 year old Beagle has high anxiety. Maybe with more use I would notice a change.I'm not a fan of the smell, but it's not terrible. Just weird. Like perfumed beef jerky.",Positive
102,B0CDRFBRNY,Wesley,5,Healthy and my dogs love them,12/29/23,"These are great chews. The ingredients are natural and healthy, and my dogs really love them.Potatoes are the first ingredient, and there are a number of calming ingredients like chamomile, hops, passion flower, lemon balm, and lavender.They really do seem to calm my dogs down after around 20 minutes of chewing.  But I wish they told you the amount of active ingredients; you have no way of knowing the dosage of herbs in a product like this without that information.Still, the quality is very good and my dogs like them so I'm satisfied.Overall - good quality calming chews for dogs, but probably not the most effective calming treats out there.",Positive
103,B0CDRFBRNY,Kimberly Trujillo,5,Travel aid,11/30/23,"We take our animals on vacation with us and we do all we can to make sure that they are safe and comfortable when we rent a house we will turn a room into an animal calm safe space to put them when we need to go out we know they are in a new environment and weirded out to be left alone so we want to make them as comfortable as possible. We bring their blankets white noise machines, all of their toys and their special treats that they only get on special occasions or traveling when we laughed and gave one of these to the dogs we let her start eating it before we left the house completely and she still had her eyes on us she looked like she was just really into the flavor. We laughed and went outside to peek through the window, just to see how it was since we finally left, she just seemed to calmly enjoy her treat , when we got home, she and the cat were both napping together it didn’t look like the cat had jumped around and disturbed too much or that the dog had really done anything either. It was very nice to come in to that pleasant relaxing site of them instead of seeing signs of distress and them scratching and whining at the door as soon as they heard us coming in",Positive
104,B0CDRFBRNY,Amazon Customer,3,Not very calming,12/26/23,"I didn't notice a difference in behavior. As a dental chew, it only lasted maybe 30 seconds, but I have a very aggressive chewer. Overall, these didn't work as expected, but my dog still enjoyed them.",Neutral
105,B0CDRFBRNY,D.p.B.,5,Chewies that my dogs enjoy,11/9/23,"My dogs really like these dark colored chew sticks and will keep them busy for about 5 minutes.  These are supposedly chicken flavor and upon opening the bag, you get the scent of chicken bouillon and original Pringles potato chips.  I would surmise that they are definitely flavored like chicken and that my dogs seem to really like them.  The dark color of the sick does not seem to stain light carpet, but if you have a dog that likes to lick and moisten the treat before eating it then that may be a different story, however neither their teeth nor tongue were stained after eating these treats.  I can't say how well they clean teeth or freshen breath, but since the sticks are pleasantly scented, they don't seem to contribute to foul smelling breath.  These sticks are about the right size for small and medium sized dogs, however any size dog would probably like these treats.  If you are looking for a chew treat for your dog that actually has chicken scent, these are it.",Positive
106,B0CDRFBRNY,Jamie Arehart,4,Good!,11/19/23,"I would not recommend for senior dogs due to teeth and chewing. These dental sticks are pretty hard to bite into and not that easy to break up.Once I got one cut up for him and he ate it, he seemed to be calmer throughout the day and he did not seem to mind the taste.I do not recommend these for dogs with any kind of dental issues. These are a hard chew.",Neutral
107,B0CDRFBRNY,Josue Martinez,5,My dogs love these,12/3/23,"My dogs love these treats, they seem to really like the taste and it lasts a long time. It does seem to help calm them down too. The treats have great ingredients and are a very good value for the money.",Positive
108,B0CDRFBRNY,Jennifer Lombardo,4,Half a Stick for Three Pound Puppy,11/6/23,Our new toy poodle thought he had stolen a treat when we dropped it on the floor for him.  He quickly took it back to his bed and chewed all day.  We only gave him half a stick since he is three pounds.  I am thankful for a product like this as it is a nightmare to try and brush his teeth.  I took off one star since he wasn't totally in love with the flavor like some bones I had given him.,Positive
109,B0CDRFBRNY,Jamie,4,My dog loves them!,11/15/23,"I have a heeler mix who has some anxiety issues. She loves these treats! They don't miraculously heal her of anxiety, but she does love to have them and will rest after chewing it up! I'm happy that she is happy!",Positive
110,B0CDRFBRNY,KP,4,Nice for puppies that chew,11/13/23,"These treats are really nice for puppies that love to chew! They have a very firm texture that makes them somewhat challenging to chew up.My son's puppy loves these! I can't say they have any ""calming"" capabilities though.They are good treats despite not having a calming effect.",Positive
111,B0CDRFBRNY,Julie A. Parent,4,Gone so fast!,11/8/23,"I gave these treats to my dog, and he absolutely loved them. He gobbled them up and immediately started chewing on them. I could tell that he was enjoying the taste and texture of the sticks.",Positive
